week_start_date,location_id,requests,avg_complexity_score,total_hours_worked,total_contracted_hours,total_overtime_hours,required_hours_estimate,capacity_gap_hours,capacity_gap_fte,week_index,month
2025-08-11,LOC-02,16.0,47.653571428571425,307.13,256.0,55.32,27.956761904761905,-228.0432380952381,-6.001137844611529,2,8
2025-08-11,LOC-03,15.0,42.38571428571428,321.84000000000003,350.0,12.459999999999999,23.312142857142856,-326.6878571428571,-8.597048872180451,2,8
2025-08-11,LOC-04,15.0,35.642857142857146,150.40999999999997,190.0,2.96,19.60357142857143,-170.39642857142857,-4.484116541353384,2,8
2025-08-11,LOC-05,10.0,45.7,359.3,434.0,21.099999999999998,16.756666666666668,-417.24333333333334,-10.980087719298245,2,8
2025-08-11,LOC-06,11.0,49.14,246.68,218.0,34.39,19.819799999999997,-198.1802,-5.215268421052632,2,8
2025-08-11,LOC-07,11.0,44.30909090909091,226.02999999999997,254.0,20.65,17.871333333333336,-236.12866666666667,-6.213912280701755,2,8
2025-08-11,LOC-08,15.0,20.421428571428574,411.57,382.0,51.95,11.231785714285717,-370.7682142857143,-9.757058270676692,2,8
2025-08-11,LOC-09,10.0,53.16250000000001,351.16999999999996,346.0,27.39,19.492916666666673,-326.5070833333333,-8.592291666666666,2,8
2025-08-11,LOC-10,16.0,36.778571428571425,284.03,258.0,40.39,21.576761904761906,-236.4232380952381,-6.221664160401002,2,8
2025-08-18,LOC-01,11.0,41.333333333333336,98.57000000000001,82.0,22.32,16.671111111111113,-65.32888888888888,-1.7191812865497074,3,8
2025-08-18,LOC-02,16.0,43.12499999999999,277.79,256.0,41.91,25.299999999999997,-230.7,-6.071052631578947,3,8
2025-08-18,LOC-03,19.0,35.025000000000006,335.05999999999995,350.0,23.25,24.400750000000006,-325.59925,-8.568401315789473,3,8
2025-08-18,LOC-04,16.0,30.01875,144.7,160.0,13.01,17.611000000000004,-142.389,-3.747078947368421,3,8
2025-08-18,LOC-05,10.0,46.54444444444445,382.79999999999995,402.0,22.810000000000002,17.0662962962963,-384.9337037037037,-10.129834307992203,3,8
2025-08-18,LOC-06,14.0,36.615384615384606,240.88,218.0,34.84,18.795897435897434,-199.20410256410256,-5.24221322537112,3,8
2025-08-18,LOC-07,17.0,46.61538461538461,246.73000000000002,254.0,26.990000000000002,29.056923076923077,-224.94307692307692,-5.919554655870445,3,8
2025-08-18,LOC-08,13.0,24.46,406.97,382.0,44.09,11.659266666666669,-370.34073333333333,-9.745808771929825,3,8
2025-08-18,LOC-09,14.0,40.43333333333334,369.34,346.0,38.93,20.75577777777778,-325.2442222222222,-8.559058479532164,3,8
2025-08-18,LOC-10,17.0,31.693749999999998,285.6,258.0,48.46,19.755770833333333,-238.24422916666666,-6.269584978070175,3,8
2025-08-25,LOC-01,14.0,47.42500000000001,88.4,82.0,16.29,24.34483333333334,-57.65516666666666,-1.5172412280701753,4,8
2025-08-25,LOC-02,14.0,40.0,281.1,256.0,35.199999999999996,20.533333333333335,-235.46666666666667,-6.196491228070175,4,8
2025-08-25,LOC-03,13.0,19.486363636363638,347.65,350.0,28.36,9.288500000000003,-340.7115,-8.966092105263158,4,8
2025-08-25,LOC-04,8.0,47.05,129.98,160.0,6.71,13.801333333333332,-146.19866666666667,-3.8473333333333333,4,8
2025-08-25,LOC-05,12.0,39.440740740740736,395.75,434.0,20.98,17.353925925925925,-416.6460740740741,-10.96437037037037,4,8
2025-08-25,LOC-06,19.0,32.57222222222222,229.58999999999997,218.0,23.75,22.691981481481484,-195.3080185185185,-5.13968469785575,4,8
2025-08-25,LOC-07,17.0,52.203125,190.62000000000003,216.0,16.279999999999998,32.53994791666667,-183.46005208333332,-4.82789610745614,4,8
2025-08-25,LOC-08,14.0,28.13333333333333,425.61,382.0,56.010000000000005,14.441777777777778,-367.55822222222224,-9.672584795321638,4,8
2025-08-25,LOC-09,16.0,46.09333333333334,365.02,346.0,34.75,27.04142222222223,-318.95857777777775,-8.39364678362573,4,8
2025-08-25,LOC-10,16.0,28.166666666666668,270.02,258.0,35.77000000000001,16.524444444444445,-241.47555555555556,-6.354619883040936,4,8
2025-09-01,LOC-01,13.0,25.291666666666668,74.28,66.0,16.5,12.055694444444445,-53.94430555555556,-1.4195869883040937,5,9
2025-09-01,LOC-02,8.0,50.362500000000004,261.69000000000005,256.0,25.96,14.773000000000003,-241.227,-6.348078947368421,5,9
2025-09-01,LOC-03,14.0,41.66923076923077,331.31999999999994,350.0,18.91,21.39020512820513,-328.60979487179486,-8.647626180836706,5,9
2025-09-01,LOC-04,12.0,39.918181818181814,153.93,182.0,9.989999999999998,17.564,-164.436,-4.327263157894737,5,9
2025-09-01,LOC-05,11.0,48.769999999999996,365.81,386.0,22.1,19.670566666666666,-366.3294333333333,-9.640248245614035,5,9
2025-09-01,LOC-06,17.0,42.29333333333334,250.4,218.0,39.29,26.362844444444445,-191.63715555555555,-5.043083040935673,5,9
2025-09-01,LOC-07,19.0,40.30444444444444,198.55,254.0,19.39,28.078762962962962,-225.92123703703703,-5.945295711500974,5,9
2025-09-01,LOC-08,8.0,37.9375,428.41,382.0,55.42999999999999,11.128333333333336,-370.87166666666667,-9.759780701754385,5,9
2025-09-01,LOC-09,10.0,41.18,314.18,346.0,18.54,15.099333333333334,-330.90066666666667,-8.707912280701754,5,9
2025-09-01,LOC-10,9.0,36.39285714285715,248.52999999999997,238.0,26.240000000000002,12.009642857142861,-225.99035714285714,-5.947114661654135,5,9
2025-09-08,LOC-01,7.0,31.141666666666662,100.75000000000001,82.0,22.8,7.993027777777777,-74.00697222222222,-1.9475519005847952,6,9
2025-09-08,LOC-02,12.0,55.445454545454545,278.88,256.0,36.699999999999996,24.396000000000004,-231.60399999999998,-6.094842105263157,6,9
2025-09-08,LOC-03,20.0,30.095555555555556,326.76,350.0,16.7,22.07007407407408,-327.92992592592594,-8.629734892787525,6,9
2025-09-08,LOC-04,13.0,46.175000000000004,143.37,166.0,18.4,22.010083333333338,-143.98991666666666,-3.7892083333333333,6,9
2025-09-08,LOC-05,13.0,37.223076923076924,401.23,434.0,22.9,17.743000000000006,-416.257,-10.954131578947369,6,9
2025-09-08,LOC-06,14.0,35.964285714285715,250.90999999999997,218.0,38.650000000000006,18.46166666666667,-199.53833333333333,-5.251008771929825,6,9
2025-09-08,LOC-07,13.0,37.975,222.10999999999996,254.0,15.98,18.10141666666667,-235.89858333333333,-6.207857456140351,6,9
2025-09-08,LOC-08,15.0,31.829166666666666,408.95,382.0,42.64,17.50604166666667,-364.49395833333335,-9.591946271929825,6,9
2025-09-08,LOC-09,13.0,48.354545454545466,298.74,322.0,14.090000000000002,23.049000000000007,-298.951,-7.867131578947369,6,9
2025-09-08,LOC-10,13.0,40.02916666666667,272.53,258.0,41.28,19.080569444444446,-238.91943055555555,-6.2873534356725145,6,9
2025-09-15,LOC-01,10.0,45.98888888888889,99.34,82.0,21.709999999999997,16.862592592592595,-65.13740740740741,-1.7141423001949319,7,9
2025-09-15,LOC-02,17.0,55.2875,278.5,256.0,45.239999999999995,34.462541666666674,-221.53745833333332,-5.829933114035088,7,9
2025-09-15,LOC-03,10.0,40.2125,346.28999999999996,350.0,24.72,14.744583333333335,-335.2554166666667,-8.822510964912281,7,9
2025-09-15,LOC-04,5.0,43.99999999999999,176.77,182.0,20.22,8.066666666666666,-173.93333333333334,-4.577192982456141,7,9
2025-09-15,LOC-05,10.0,35.1625,364.38000000000005,434.0,10.02,12.892916666666668,-421.1070833333333,-11.081765350877193,7,9
2025-09-15,LOC-06,11.0,42.08,248.63999999999996,218.0,30.64,16.97226666666667,-201.02773333333334,-5.29020350877193,7,9
2025-09-15,LOC-07,12.0,37.925000000000004,225.23,254.0,12.32,16.687,-237.313,-6.2450789473684205,7,9
2025-09-15,LOC-08,18.0,22.700000000000003,397.0,382.0,44.21,14.982000000000003,-367.018,-9.65836842105263,7,9
2025-09-15,LOC-09,11.0,38.584999999999994,332.4,346.0,26.49,15.562616666666665,-330.43738333333334,-8.695720614035087,7,9
2025-09-15,LOC-10,13.0,38.65384615384616,287.13,258.0,46.96000000000001,18.425000000000004,-239.575,-6.304605263157894,7,9
2025-09-22,LOC-01,18.0,31.068749999999998,97.1,82.0,18.78,20.505375,-61.494625,-1.6182796052631578,8,9
2025-09-22,LOC-02,12.0,54.68181818181818,272.25,256.0,32.690000000000005,24.06,-231.94,-6.103684210526316,8,9
2025-09-22,LOC-03,6.0,35.18333333333333,300.67999999999995,334.0,18.77,7.740333333333332,-326.25966666666665,-8.585780701754386,8,9
2025-09-22,LOC-04,8.0,57.73571428571428,190.99,198.0,19.32,16.935809523809525,-181.06419047619048,-4.764847117794486,8,9
2025-09-22,LOC-05,7.0,45.550000000000004,375.52,434.0,12.9,11.691166666666668,-422.3088333333333,-11.113390350877193,8,9
2025-09-22,LOC-06,11.0,37.855000000000004,245.88,218.0,31.689999999999998,15.268183333333335,-202.73181666666667,-5.335047807017544,8,9
2025-09-22,LOC-07,17.0,38.474999999999994,230.20000000000002,254.0,12.34,23.98275,-230.01725,-6.0530855263157894,8,9
2025-09-22,LOC-08,11.0,34.57272727272727,391.64,382.0,38.37,13.944333333333333,-368.05566666666664,-9.68567543859649,8,9
2025-09-22,LOC-09,10.0,52.285714285714285,320.9,322.0,28.65,19.171428571428574,-302.8285714285714,-7.969172932330827,8,9
2025-09-22,LOC-10,10.0,53.29999999999999,285.16999999999996,258.0,42.97,19.54333333333333,-238.45666666666668,-6.2751754385964915,8,9
2025-09-29,LOC-01,4.0,40.525,96.33,82.0,18.53,5.943666666666667,-76.05633333333333,-2.0014824561403506,9,9
2025-09-29,LOC-02,13.0,46.599999999999994,284.03000000000003,244.0,46.06,22.212666666666667,-221.78733333333332,-5.836508771929824,9,9
2025-09-29,LOC-03,12.0,23.766666666666666,330.64,326.0,23.27,10.457333333333333,-315.54266666666666,-8.303754385964913,9,9
2025-09-29,LOC-04,14.0,29.333333333333332,175.68,198.0,16.37,15.057777777777778,-182.94222222222223,-4.814269005847954,9,9
2025-09-29,LOC-05,9.0,41.15555555555555,425.97999999999996,434.0,27.77,13.581333333333333,-420.4186666666667,-11.063649122807018,9,9
2025-09-29,LOC-06,17.0,36.15625,233.94,218.0,20.22,22.537395833333335,-195.46260416666667,-5.14375274122807,9,9
2025-09-29,LOC-07,6.0,29.3,252.06,254.0,28.96,6.446000000000001,-247.554,-6.514578947368421,9,9
2025-09-29,LOC-08,12.0,33.075,407.37,382.0,35.37,14.553,-367.447,-9.669657894736842,9,9
2025-09-29,LOC-09,12.0,43.54545454545455,299.39000000000004,288.0,29.78,19.16,-268.84,-7.0747368421052625,9,9
2025-09-29,LOC-10,8.0,33.550000000000004,269.27000000000004,258.0,29.01,9.841333333333335,-248.15866666666668,-6.530491228070176,9,9
2025-10-06,LOC-01,14.0,53.14999999999999,71.6,82.0,16.06,27.283666666666665,-54.71633333333334,-1.4399035087719299,10,10
2025-10-06,LOC-02,11.0,54.35,278.44,256.0,34.8,21.921166666666668,-234.07883333333334,-6.159969298245614,10,10
2025-10-06,LOC-03,14.0,33.09615384615385,313.24,350.0,13.450000000000001,16.98935897435898,-333.010641025641,-8.763437921727395,10,10
2025-10-06,LOC-04,5.0,45.9,196.63,198.0,24.130000000000003,8.415000000000001,-189.585,-4.989078947368421,10,10
2025-10-06,LOC-05,9.0,34.75714285714286,408.44,434.0,28.509999999999998,11.469857142857144,-422.53014285714283,-11.119214285714285,10,10
2025-10-06,LOC-06,14.0,42.34285714285714,250.66000000000003,218.0,32.66,21.736,-196.264,-5.164842105263158,10,10
2025-10-06,LOC-07,11.0,34.959999999999994,237.57,254.0,19.39,14.100533333333333,-239.89946666666665,-6.313143859649123,10,10
2025-10-06,LOC-08,19.0,37.65263157894737,379.4,382.0,41.209999999999994,26.23133333333334,-355.76866666666666,-9.362333333333334,10,10
2025-10-06,LOC-09,13.0,40.80833333333333,289.5,346.0,28.02,19.451972222222224,-326.54802777777775,-8.593369152046783,10,10
2025-10-06,LOC-10,14.0,30.684615384615388,231.57999999999998,234.0,30.26,15.751435897435899,-218.2485641025641,-5.74338326585695,10,10
2025-10-13,LOC-01,14.0,43.72222222222222,98.74000000000001,82.0,20.95,22.444074074074074,-59.555925925925926,-1.5672612085769981,11,10
2025-10-13,LOC-02,18.0,40.476470588235294,263.02,256.0,32.019999999999996,26.7144705882353,-229.28552941176468,-6.0338297213622285,11,10
2025-10-13,LOC-03,16.0,31.013333333333335,346.4,350.0,22.14,18.19448888888889,-331.8055111111111,-8.731723976608187,11,10
2025-10-13,LOC-04,5.0,34.36,176.06,198.0,13.68,6.299333333333335,-191.70066666666668,-5.044754385964913,11,10
2025-10-13,LOC-05,12.0,51.791666666666664,386.91999999999996,434.0,15.64,22.788333333333334,-411.21166666666664,-10.821359649122806,11,10
2025-10-13,LOC-06,7.0,48.92857142857143,230.48000000000002,218.0,26.720000000000002,12.558333333333334,-205.44166666666666,-5.406359649122807,11,10
2025-10-13,LOC-07,11.0,41.13333333333334,242.30999999999997,254.0,21.0,16.590444444444447,-237.40955555555556,-6.247619883040936,11,10
2025-10-13,LOC-08,17.0,41.296428571428564,404.09,382.0,43.519999999999996,25.741440476190473,-356.25855952380954,-9.375225250626567,11,10
2025-10-13,LOC-09,11.0,44.03333333333333,300.31,308.0,28.65,17.760111111111115,-290.2398888888889,-7.637891812865497,11,10
2025-10-13,LOC-10,9.0,32.833333333333336,231.07000000000002,242.0,41.18,10.835,-231.165,-6.083289473684211,11,10
2025-10-20,LOC-01,12.0,41.32272727272728,100.44,82.0,22.41,18.182000000000002,-63.818,-1.679421052631579,12,10
2025-10-20,LOC-02,9.0,36.3375,256.39,248.0,29.560000000000002,11.991375,-236.008625,-6.210753289473684,12,10
2025-10-20,LOC-03,13.0,28.08181818181818,302.1,350.0,12.09,13.385666666666665,-336.6143333333333,-8.85827192982456,12,10
2025-10-20,LOC-04,6.0,49.43333333333333,160.8,182.0,14.379999999999999,10.875333333333332,-171.12466666666666,-4.503280701754385,12,10
2025-10-20,LOC-05,10.0,50.120000000000005,390.32,434.0,24.909999999999997,18.377333333333336,-415.62266666666665,-10.937438596491228,12,10
2025-10-20,LOC-06,20.0,35.891666666666666,233.52999999999997,218.0,21.560000000000002,26.320555555555554,-191.67944444444444,-5.044195906432749,12,10
2025-10-20,LOC-07,14.0,33.161538461538456,232.01,254.0,20.32,17.022923076923078,-236.97707692307694,-6.236238866396762,12,10
2025-10-20,LOC-08,11.0,35.56363636363636,410.0,382.0,50.71,14.344,-367.656,-9.675157894736842,12,10
2025-10-20,LOC-09,12.0,44.68181818181819,325.4,346.0,27.79,19.660000000000004,-326.34,-8.587894736842104,12,10
2025-10-20,LOC-10,14.0,34.013636363636365,282.23,258.0,38.760000000000005,17.460333333333338,-240.53966666666668,-6.329991228070176,12,10
2025-10-27,LOC-01,17.0,42.512499999999996,90.03,82.0,16.57,26.499458333333337,-55.50054166666666,-1.4605405701754386,13,10
2025-10-27,LOC-02,10.0,32.379999999999995,275.68,244.0,37.32,11.872666666666666,-232.12733333333333,-6.108614035087719,13,10
2025-10-27,LOC-03,12.0,36.56818181818182,330.23,350.0,25.270000000000003,16.090000000000003,-333.90999999999997,-8.787105263157894,13,10
2025-10-27,LOC-04,11.0,36.372727272727275,179.63,198.0,11.36,14.670333333333335,-183.32966666666667,-4.8244649122807015,13,10
2025-10-27,LOC-05,9.0,35.3111111111111,381.41,434.0,12.82,11.652666666666667,-422.3473333333333,-11.114403508771929,13,10
2025-10-27,LOC-06,13.0,45.12083333333334,252.2,218.0,34.2,21.507597222222227,-196.49240277777778,-5.170852704678363,13,10
2025-10-27,LOC-07,10.0,49.86000000000001,239.11,254.0,21.78,18.282000000000004,-235.718,-6.2031052631578945,13,10
2025-10-27,LOC-08,14.0,35.5,430.10000000000014,382.0,59.93,18.223333333333336,-363.77666666666664,-9.573070175438597,13,10
2025-10-27,LOC-09,15.0,54.96153846153846,365.4700000000001,346.0,40.6,30.228846153846156,-315.7711538461538,-8.309767206477732,13,10
2025-10-27,LOC-10,16.0,32.38999999999999,248.74,220.0,50.69,19.002133333333333,-200.99786666666665,-5.289417543859649,13,10
2025-11-03,LOC-01,12.0,57.75833333333333,94.56,82.0,19.79,25.41366666666667,-56.58633333333333,-1.4891140350877192,14,11
2025-11-03,LOC-02,10.0,48.97222222222221,277.83,256.0,29.769999999999996,17.95648148148148,-238.0435185185185,-6.264303118908382,14,11
2025-11-03,LOC-03,10.0,38.97,318.06,338.0,10.83,14.289000000000001,-323.711,-8.51871052631579,14,11
2025-11-03,LOC-04,15.0,32.974999999999994,165.20999999999998,198.0,16.21,18.136249999999997,-179.86375,-4.733256578947369,14,11
2025-11-03,LOC-05,7.0,45.85,394.81,434.0,22.87,11.768166666666666,-422.2318333333333,-11.11136403508772,14,11
2025-11-03,LOC-06,16.0,42.103571428571435,232.38,218.0,21.550000000000004,24.700761904761908,-193.29923809523808,-5.086822055137844,14,11
2025-11-03,LOC-07,15.0,28.28461538461539,257.61,254.0,31.060000000000002,15.556538461538466,-238.44346153846152,-6.274827935222672,14,11
2025-11-03,LOC-08,11.0,34.0,383.36,362.0,36.71000000000001,13.713333333333335,-348.2866666666667,-9.165438596491228,14,11
2025-11-03,LOC-09,12.0,40.78333333333334,296.19,308.0,19.47,17.94466666666667,-290.05533333333335,-7.633035087719299,14,11
2025-11-03,LOC-10,11.0,33.7,231.78,220.0,32.58,13.592333333333336,-206.40766666666667,-5.431780701754386,14,11
2025-11-10,LOC-01,9.0,45.75555555555556,98.32999999999998,82.0,21.979999999999997,15.099333333333336,-66.90066666666667,-1.7605438596491227,15,11
2025-11-10,LOC-02,13.0,44.22916666666668,290.84,256.0,37.21,21.082569444444456,-234.91743055555554,-6.18203764619883,15,11
2025-11-10,LOC-03,13.0,44.66969696969698,301.4,350.0,22.19,21.292555555555563,-328.70744444444443,-8.650195906432748,15,11
2025-11-10,LOC-04,12.0,41.36363636363637,171.25,182.0,17.39,18.200000000000003,-163.8,-4.310526315789474,15,11
2025-11-10,LOC-05,10.0,44.04,393.60999999999996,414.0,24.43,16.148,-397.852,-10.46978947368421,15,11
2025-11-10,LOC-06,13.0,30.86923076923077,220.44,218.0,18.0,14.714333333333334,-203.28566666666666,-5.349622807017544,15,11
2025-11-10,LOC-07,19.0,43.11764705882353,215.19,254.0,22.020000000000003,30.038627450980396,-223.96137254901961,-5.893720330237358,15,11
2025-11-10,LOC-08,10.0,29.887499999999996,393.12999999999994,382.0,37.19,10.958749999999998,-371.04125,-9.764243421052631,15,11
2025-11-10,LOC-09,11.0,48.75454545454545,307.74,308.0,29.45,19.66433333333333,-288.33566666666667,-7.587780701754386,15,11
2025-11-10,LOC-10,10.0,32.42222222222223,281.69000000000005,258.0,43.5,11.88814814814815,-246.11185185185184,-6.47662768031189,15,11
2025-11-17,LOC-01,11.0,38.63636363636363,81.55000000000001,82.0,3.63,15.583333333333332,-66.41666666666667,-1.7478070175438598,16,11
2025-11-17,LOC-02,7.0,42.528571428571425,287.0,256.0,42.879999999999995,10.915666666666668,-245.08433333333332,-6.449587719298245,16,11
2025-11-17,LOC-03,17.0,30.390625000000004,325.15999999999997,350.0,28.759999999999998,18.94348958333334,-331.05651041666664,-8.712013432017542,16,11
2025-11-17,LOC-04,7.0,21.183333333333334,178.09,198.0,12.42,5.437055555555556,-192.56294444444444,-5.067445906432749,16,11
2025-11-17,LOC-05,8.0,42.9125,363.88,418.0,13.4,12.587666666666667,-405.4123333333333,-10.668745614035087,16,11
2025-11-17,LOC-06,14.0,48.15,195.63,180.0,29.370000000000005,24.717000000000006,-155.283,-4.086394736842105,16,11
2025-11-17,LOC-07,16.0,32.835714285714296,199.18,254.0,21.52,19.263619047619056,-234.73638095238096,-6.177273182957394,16,11
2025-11-17,LOC-08,13.0,33.95454545454545,368.18,336.0,42.17,16.185000000000002,-319.815,-8.416184210526316,16,11
2025-11-17,LOC-09,16.0,41.26,336.33000000000004,346.0,21.81,24.20586666666667,-321.7941333333333,-8.468266666666667,16,11
2025-11-17,LOC-10,13.0,26.9,255.59999999999997,258.0,27.950000000000003,12.822333333333335,-245.17766666666665,-6.452043859649122,16,11
2025-11-24,LOC-01,10.0,34.64,73.67,70.0,18.06,12.701333333333332,-57.29866666666667,-1.5078596491228071,17,11
2025-11-24,LOC-02,19.0,51.08888888888889,267.43,256.0,28.459999999999997,35.59192592592593,-220.40807407407408,-5.800212475633528,17,11
2025-11-24,LOC-03,11.0,46.18,295.86,326.0,15.7,18.625933333333336,-307.37406666666664,-8.088791228070175,17,11
2025-11-24,LOC-04,11.0,26.68,173.41,198.0,13.02,10.760933333333336,-187.23906666666667,-4.927343859649123,17,11
2025-11-24,LOC-05,10.0,52.839999999999996,317.03,434.0,10.77,19.37466666666667,-414.62533333333334,-10.911192982456141,17,11
2025-11-24,LOC-06,12.0,37.6,228.00000000000003,218.0,26.240000000000002,16.544000000000004,-201.456,-5.301473684210526,17,11
2025-11-24,LOC-07,14.0,33.90833333333334,235.85000000000002,254.0,18.0,17.40627777777778,-236.59372222222223,-6.226150584795322,17,11
2025-11-24,LOC-08,16.0,25.540000000000006,351.61,382.0,24.97,14.98346666666667,-367.0165333333333,-9.658329824561402,17,11
2025-11-24,LOC-09,14.0,35.85,319.45000000000005,346.0,24.409999999999997,18.403000000000002,-327.597,-8.620973684210526,17,11
2025-11-24,LOC-10,17.0,30.517857142857142,239.23000000000002,230.0,35.39999999999999,19.02279761904762,-210.97720238095238,-5.55203164160401,17,11
2025-12-01,LOC-01,15.0,34.792307692307695,74.0,66.0,17.27,19.135769230769235,-46.864230769230765,-1.2332692307692306,18,12
2025-12-01,LOC-02,15.0,37.61428571428571,280.74,256.0,40.699999999999996,20.68785714285714,-235.31214285714287,-6.192424812030076,18,12
2025-12-01,LOC-03,16.0,34.17999999999999,282.93999999999994,302.0,19.759999999999998,20.052266666666664,-281.94773333333336,-7.419677192982457,18,12
2025-12-01,LOC-04,8.0,29.8625,166.07,182.0,15.639999999999999,8.759666666666668,-173.24033333333333,-4.558956140350877,18,12
2025-12-01,LOC-05,17.0,47.07333333333333,360.41999999999996,434.0,11.019999999999998,29.34237777777778,-404.65762222222224,-10.648884795321639,18,12
2025-12-01,LOC-06,12.0,39.81666666666667,222.38,218.0,26.46,17.51933333333334,-200.48066666666665,-5.275807017543859,18,12
2025-12-01,LOC-07,14.0,34.84285714285714,228.10000000000002,254.0,16.770000000000003,17.886,-236.114,-6.213526315789474,18,12
2025-12-01,LOC-08,11.0,31.165000000000003,418.7,382.0,48.04,12.569883333333337,-369.43011666666666,-9.721845175438597,18,12
2025-12-01,LOC-09,8.0,39.69285714285714,322.39,346.0,10.09,11.643238095238097,-334.3567619047619,-8.798862155388472,18,12
2025-12-01,LOC-10,10.0,49.58,256.23,258.0,28.54,18.179333333333332,-239.82066666666668,-6.311070175438597,18,12
2025-12-08,LOC-01,11.0,46.163636363636364,99.26999999999998,82.0,21.43,18.619333333333334,-63.38066666666667,-1.6679122807017546,19,12
2025-12-08,LOC-02,10.0,47.33,264.83000000000004,236.0,38.67,17.354333333333333,-218.64566666666667,-5.753833333333334,19,12
2025-12-08,LOC-03,12.0,43.89,305.13,350.0,13.35,19.311600000000002,-330.6884,-8.702326315789474,19,12
2025-12-08,LOC-04,11.0,36.56363636363636,191.08999999999997,198.0,21.419999999999998,14.747333333333334,-183.25266666666667,-4.822438596491228,19,12
2025-12-08,LOC-05,7.0,40.02857142857143,394.30999999999995,418.0,21.84,10.274000000000003,-407.726,-10.729631578947368,19,12
2025-12-08,LOC-06,18.0,34.490625,237.76999999999998,218.0,27.369999999999997,22.763812500000004,-195.2361875,-5.137794407894737,19,12
2025-12-08,LOC-07,11.0,45.96363636363637,210.57,238.0,15.61,18.53866666666667,-219.46133333333333,-5.775298245614035,19,12
2025-12-08,LOC-08,11.0,45.31818181818182,433.53,382.0,54.53,18.278333333333336,-363.7216666666667,-9.571622807017544,19,12
2025-12-08,LOC-09,9.0,40.655555555555566,367.91999999999996,346.0,43.74,13.416333333333338,-332.58366666666666,-8.752201754385965,19,12
2025-12-08,LOC-10,11.0,38.554545454545455,240.32,234.0,28.37,15.550333333333334,-218.44966666666667,-5.748675438596491,19,12
2025-12-15,LOC-01,17.0,38.83125,92.02,82.0,17.44,24.2048125,-57.7951875,-1.5209259868421052,20,12
2025-12-15,LOC-02,11.0,53.22727272727273,267.08,256.0,32.5,21.468333333333334,-234.53166666666667,-6.17188596491228,20,12
2025-12-15,LOC-03,15.0,23.104166666666668,293.69,312.0,20.549999999999997,12.707291666666668,-299.29270833333334,-7.8761239035087725,20,12
2025-12-15,LOC-04,17.0,39.48823529411765,184.82999999999998,182.0,22.990000000000002,24.614333333333338,-157.38566666666665,-4.141728070175438,20,12
