request_id,location_id,service_type_id,urgency,complexity_score,requested_date,sla_target_hours,sla_met_flag,day_of_week,is_weekend,month,is_winter,week_of_year,day_index,breach_label
REQ-000110,LOC-05,SVC-07,Routine,86.4,2025-08-06,168,True,2,0,8,1,32,5,0
REQ-000111,LOC-09,SVC-05,Emergency,56.5,2025-08-06,5,False,2,0,8,1,32,5,1
REQ-000112,LOC-03,SVC-01,Priority,26.1,2025-08-06,72,False,2,0,8,1,32,5,1
REQ-000113,LOC-08,SVC-01,Routine,12.4,2025-08-06,218,True,2,0,8,1,32,5,0
REQ-000115,LOC-02,SVC-05,Priority,31.1,2025-08-06,72,True,2,0,8,1,32,5,0
REQ-000116,LOC-08,SVC-07,Urgent,39.1,2025-08-06,31,True,2,0,8,1,32,5,0
REQ-000117,LOC-06,SVC-05,Emergency,38.9,2025-08-06,4,False,2,0,8,1,32,5,1
REQ-000118,LOC-02,SVC-06,Priority,31.7,2025-08-06,72,True,2,0,8,1,32,5,0
REQ-000119,LOC-07,SVC-06,Urgent,55.5,2025-08-06,26,False,2,0,8,1,32,5,1
REQ-000120,LOC-02,SVC-05,Urgent,64.6,2025-08-06,24,True,2,0,8,1,32,5,0
REQ-000121,LOC-08,SVC-02,Routine,75.4,2025-08-07,218,True,3,0,8,1,32,6,0
REQ-000123,LOC-08,SVC-06,Routine,37.2,2025-08-07,218,True,3,0,8,1,32,6,0
REQ-000124,LOC-10,SVC-01,Urgent,68.6,2025-08-07,31,False,3,0,8,1,32,6,1
REQ-000125,LOC-08,SVC-02,Priority,34.5,2025-08-07,94,False,3,0,8,1,32,6,1
REQ-000126,LOC-04,SVC-09,Routine,46.7,2025-08-07,168,True,3,0,8,1,32,6,0
REQ-000127,LOC-06,SVC-02,Urgent,42.0,2025-08-07,26,False,3,0,8,1,32,6,1
REQ-000128,LOC-03,SVC-01,Routine,24.7,2025-08-07,168,True,3,0,8,1,32,6,0
REQ-000129,LOC-08,SVC-05,Emergency,82.5,2025-08-07,5,False,3,0,8,1,32,6,1
REQ-000131,LOC-02,SVC-04,Priority,51.5,2025-08-07,72,True,3,0,8,1,32,6,0
REQ-000132,LOC-01,SVC-02,Routine,32.1,2025-08-07,168,True,3,0,8,1,32,6,0
REQ-000133,LOC-07,SVC-01,Urgent,72.1,2025-08-07,26,False,3,0,8,1,32,6,1
REQ-000134,LOC-04,SVC-09,Priority,22.8,2025-08-07,72,True,3,0,8,1,32,6,0
REQ-000137,LOC-06,SVC-01,Routine,15.8,2025-08-07,185,True,3,0,8,1,32,6,0
REQ-000138,LOC-02,SVC-06,Priority,40.6,2025-08-07,72,True,3,0,8,1,32,6,0
REQ-000139,LOC-09,SVC-01,Priority,11.7,2025-08-07,94,True,3,0,8,1,32,6,0
REQ-000140,LOC-10,SVC-06,Priority,41.8,2025-08-07,94,True,3,0,8,1,32,6,0
REQ-000141,LOC-10,SVC-05,Routine,11.5,2025-08-07,218,True,3,0,8,1,32,6,0
REQ-000142,LOC-01,SVC-01,Urgent,86.8,2025-08-07,24,True,3,0,8,1,32,6,0
REQ-000144,LOC-02,SVC-01,Routine,32.8,2025-08-07,168,True,3,0,8,1,32,6,0
REQ-000145,LOC-07,SVC-09,Priority,91.2,2025-08-07,79,True,3,0,8,1,32,6,0
REQ-000147,LOC-08,SVC-01,Routine,16.3,2025-08-07,218,True,3,0,8,1,32,6,0
REQ-000148,LOC-02,SVC-03,Routine,35.7,2025-08-07,168,True,3,0,8,1,32,6,0
REQ-000149,LOC-10,SVC-05,Routine,72.2,2025-08-07,218,True,3,0,8,1,32,6,0
REQ-000151,LOC-06,SVC-06,Routine,40.8,2025-08-08,185,True,4,0,8,1,32,7,0
REQ-000152,LOC-10,SVC-06,Routine,14.3,2025-08-08,218,True,4,0,8,1,32,7,0
REQ-000154,LOC-04,SVC-01,Urgent,35.4,2025-08-08,24,False,4,0,8,1,32,7,1
REQ-000158,LOC-05,SVC-01,Priority,13.2,2025-08-08,72,True,4,0,8,1,32,7,0
REQ-000159,LOC-06,SVC-07,Priority,27.1,2025-08-08,79,True,4,0,8,1,32,7,0
REQ-000160,LOC-06,SVC-05,Routine,61.1,2025-08-08,185,True,4,0,8,1,32,7,0
REQ-000161,LOC-04,SVC-09,Routine,45.7,2025-08-08,168,True,4,0,8,1,32,7,0
REQ-000162,LOC-03,SVC-02,Routine,27.6,2025-08-08,168,True,4,0,8,1,32,7,0
REQ-000164,LOC-01,SVC-05,Urgent,93.0,2025-08-08,24,False,4,0,8,1,32,7,1
REQ-000166,LOC-04,SVC-02,Routine,14.6,2025-08-08,168,True,4,0,8,1,32,7,0
REQ-000168,LOC-02,SVC-05,Routine,16.6,2025-08-08,168,True,4,0,8,1,32,7,0
REQ-000170,LOC-01,SVC-03,Routine,34.6,2025-08-08,168,True,4,0,8,1,32,7,0
REQ-000171,LOC-01,SVC-06,Priority,39.2,2025-08-08,72,True,4,0,8,1,32,7,0
REQ-000172,LOC-01,SVC-04,Urgent,62.4,2025-08-08,24,True,4,0,8,1,32,7,0
REQ-000173,LOC-03,SVC-01,Urgent,66.5,2025-08-08,24,True,4,0,8,1,32,7,0
REQ-000174,LOC-06,SVC-09,Urgent,66.4,2025-08-08,26,True,4,0,8,1,32,7,0
REQ-000175,LOC-10,SVC-07,Priority,59.4,2025-08-08,94,True,4,0,8,1,32,7,0
REQ-000176,LOC-10,SVC-03,Routine,65.0,2025-08-08,218,True,4,0,8,1,32,7,0
REQ-000177,LOC-05,SVC-06,Routine,33.1,2025-08-09,168,True,5,1,8,1,32,8,0
REQ-000178,LOC-09,SVC-06,Routine,43.5,2025-08-09,218,True,5,1,8,1,32,8,0
REQ-000179,LOC-05,SVC-07,Routine,64.8,2025-08-09,168,True,5,1,8,1,32,8,0
REQ-000180,LOC-07,SVC-03,Urgent,8.2,2025-08-09,26,True,5,1,8,1,32,8,0
REQ-000181,LOC-07,SVC-09,Urgent,20.0,2025-08-09,26,True,5,1,8,1,32,8,0
REQ-000182,LOC-10,SVC-05,Urgent,55.6,2025-08-09,31,False,5,1,8,1,32,8,1
REQ-000183,LOC-09,SVC-02,Priority,59.2,2025-08-09,94,True,5,1,8,1,32,8,0
REQ-000185,LOC-06,SVC-05,Routine,8.3,2025-08-09,185,True,5,1,8,1,32,8,0
REQ-000186,LOC-05,SVC-02,Urgent,40.8,2025-08-09,24,True,5,1,8,1,32,8,0
REQ-000187,LOC-09,SVC-03,Urgent,34.8,2025-08-09,31,False,5,1,8,1,32,8,1
REQ-000188,LOC-03,SVC-04,Urgent,74.0,2025-08-09,24,False,5,1,8,1,32,8,1
REQ-000189,LOC-07,SVC-05,Routine,59.6,2025-08-09,185,True,5,1,8,1,32,8,0
REQ-000190,LOC-09,SVC-05,Routine,14.7,2025-08-09,218,True,5,1,8,1,32,8,0
REQ-000191,LOC-05,SVC-04,Urgent,55.3,2025-08-09,24,True,5,1,8,1,32,8,0
REQ-000192,LOC-01,SVC-01,Urgent,39.7,2025-08-09,24,True,5,1,8,1,32,8,0
REQ-000194,LOC-10,SVC-03,Urgent,28.7,2025-08-10,31,True,6,1,8,1,32,9,0
REQ-000195,LOC-09,SVC-04,Routine,11.5,2025-08-10,218,True,6,1,8,1,32,9,0
REQ-000196,LOC-06,SVC-08,Routine,16.1,2025-08-10,185,True,6,1,8,1,32,9,0
REQ-000197,LOC-01,SVC-01,Routine,30.5,2025-08-10,168,True,6,1,8,1,32,9,0
REQ-000198,LOC-05,SVC-07,Priority,7.4,2025-08-10,72,True,6,1,8,1,32,9,0
REQ-000199,LOC-05,SVC-02,Priority,65.3,2025-08-10,72,True,6,1,8,1,32,9,0
REQ-000200,LOC-09,SVC-02,Urgent,86.3,2025-08-11,31,True,0,0,8,1,33,10,0
REQ-000202,LOC-01,SVC-07,Routine,7.9,2025-08-11,168,True,0,0,8,1,33,10,0
REQ-000203,LOC-05,SVC-01,Priority,35.9,2025-08-11,72,True,0,0,8,1,33,10,0
REQ-000204,LOC-07,SVC-08,Urgent,17.4,2025-08-11,26,True,0,0,8,1,33,10,0
REQ-000205,LOC-07,SVC-05,Routine,38.3,2025-08-11,185,True,0,0,8,1,33,10,0
REQ-000206,LOC-04,SVC-01,Routine,12.0,2025-08-11,168,True,0,0,8,1,33,10,0
REQ-000207,LOC-10,SVC-03,Routine,25.9,2025-08-11,218,True,0,0,8,1,33,10,0
REQ-000208,LOC-06,SVC-06,Urgent,78.1,2025-08-11,26,False,0,0,8,1,33,10,1
REQ-000209,LOC-02,SVC-07,Urgent,83.2,2025-08-11,24,False,0,0,8,1,33,10,1
REQ-000210,LOC-08,SVC-01,Routine,22.6,2025-08-11,218,True,0,0,8,1,33,10,0
REQ-000211,LOC-03,SVC-07,Urgent,63.8,2025-08-11,24,True,0,0,8,1,33,10,0
REQ-000213,LOC-10,SVC-01,Routine,28.0,2025-08-11,218,True,0,0,8,1,33,10,0
REQ-000214,LOC-01,SVC-01,Routine,11.7,2025-08-11,168,True,0,0,8,1,33,10,0
REQ-000215,LOC-02,SVC-01,Routine,18.6,2025-08-11,168,True,0,0,8,1,33,10,0
REQ-000216,LOC-05,SVC-09,Urgent,80.4,2025-08-11,24,True,0,0,8,1,33,10,0
REQ-000217,LOC-03,SVC-05,Priority,42.8,2025-08-11,72,True,0,0,8,1,33,10,0
REQ-000218,LOC-10,SVC-01,Routine,63.5,2025-08-11,218,True,0,0,8,1,33,10,0
REQ-000219,LOC-04,SVC-08,Routine,36.3,2025-08-11,168,True,0,0,8,1,33,10,0
REQ-000220,LOC-03,SVC-06,Routine,36.3,2025-08-11,168,True,0,0,8,1,33,10,0
REQ-000221,LOC-01,SVC-06,Urgent,83.6,2025-08-11,24,True,0,0,8,1,33,10,0
REQ-000222,LOC-09,SVC-01,Priority,87.0,2025-08-11,94,True,0,0,8,1,33,10,0
REQ-000223,LOC-03,SVC-02,Routine,85.7,2025-08-11,168,True,0,0,8,1,33,10,0
REQ-000225,LOC-03,SVC-05,Routine,15.9,2025-08-11,168,True,0,0,8,1,33,10,0
REQ-000226,LOC-09,SVC-04,Routine,38.0,2025-08-11,218,True,0,0,8,1,33,10,0
REQ-000227,LOC-09,SVC-05,Routine,67.0,2025-08-12,218,True,1,0,8,1,33,11,0
REQ-000228,LOC-05,SVC-07,Routine,14.6,2025-08-12,168,True,1,0,8,1,33,11,0
REQ-000229,LOC-06,SVC-05,Routine,15.1,2025-08-12,185,True,1,0,8,1,33,11,0
REQ-000230,LOC-05,SVC-02,Urgent,84.8,2025-08-12,24,False,1,0,8,1,33,11,1
REQ-000231,LOC-02,SVC-09,Routine,4.0,2025-08-12,168,True,1,0,8,1,33,11,0
REQ-000232,LOC-08,SVC-09,Routine,32.5,2025-08-12,218,True,1,0,8,1,33,11,0
REQ-000233,LOC-05,SVC-05,Routine,48.4,2025-08-12,168,True,1,0,8,1,33,11,0
REQ-000234,LOC-03,SVC-04,Routine,12.8,2025-08-12,168,True,1,0,8,1,33,11,0
REQ-000235,LOC-07,SVC-02,Routine,38.7,2025-08-12,185,True,1,0,8,1,33,11,0
REQ-000237,LOC-03,SVC-09,Routine,25.2,2025-08-12,168,True,1,0,8,1,33,11,0
REQ-000238,LOC-08,SVC-08,Urgent,45.3,2025-08-12,31,True,1,0,8,1,33,11,0
REQ-000240,LOC-10,SVC-01,Priority,23.6,2025-08-12,94,True,1,0,8,1,33,11,0
REQ-000241,LOC-07,SVC-02,Urgent,26.6,2025-08-12,26,True,1,0,8,1,33,11,0
REQ-000243,LOC-01,SVC-06,Routine,35.7,2025-08-12,168,True,1,0,8,1,33,11,0
REQ-000244,LOC-05,SVC-01,Urgent,54.5,2025-08-12,24,True,1,0,8,1,33,11,0
REQ-000245,LOC-01,SVC-05,Priority,54.7,2025-08-12,72,True,1,0,8,1,33,11,0
REQ-000246,LOC-04,SVC-08,Routine,36.3,2025-08-12,168,True,1,0,8,1,33,11,0
REQ-000247,LOC-03,SVC-06,Routine,87.6,2025-08-12,168,True,1,0,8,1,33,11,0
REQ-000248,LOC-04,SVC-01,Priority,41.4,2025-08-12,72,True,1,0,8,1,33,11,0
REQ-000249,LOC-08,SVC-05,Priority,9.4,2025-08-12,94,True,1,0,8,1,33,11,0
REQ-000250,LOC-01,SVC-06,Routine,43.7,2025-08-12,168,True,1,0,8,1,33,11,0
REQ-000251,LOC-04,SVC-05,Routine,16.0,2025-08-12,168,True,1,0,8,1,33,11,0
REQ-000252,LOC-04,SVC-02,Priority,65.4,2025-08-12,72,True,1,0,8,1,33,11,0
REQ-000253,LOC-08,SVC-06,Routine,9.6,2025-08-13,218,True,2,0,8,1,33,12,0
REQ-000254,LOC-01,SVC-05,Emergency,93.9,2025-08-13,4,False,2,0,8,1,33,12,1
REQ-000255,LOC-03,SVC-06,Priority,19.8,2025-08-13,72,True,2,0,8,1,33,12,0
REQ-000256,LOC-06,SVC-06,Urgent,70.1,2025-08-13,26,True,2,0,8,1,33,12,0
REQ-000257,LOC-10,SVC-02,Routine,12.9,2025-08-13,218,True,2,0,8,1,33,12,0
REQ-000258,LOC-09,SVC-04,Routine,65.6,2025-08-13,218,True,2,0,8,1,33,12,0
REQ-000259,LOC-03,SVC-02,Routine,65.0,2025-08-13,168,True,2,0,8,1,33,12,0
REQ-000260,LOC-06,SVC-01,Routine,43.1,2025-08-13,185,True,2,0,8,1,33,12,0
REQ-000262,LOC-01,SVC-09,Routine,17.9,2025-08-13,168,True,2,0,8,1,33,12,0
REQ-000263,LOC-06,SVC-01,Routine,38.9,2025-08-13,185,True,2,0,8,1,33,12,0
REQ-000264,LOC-09,SVC-07,Routine,36.9,2025-08-13,218,True,2,0,8,1,33,12,0
REQ-000265,LOC-02,SVC-08,Urgent,60.8,2025-08-14,24,True,3,0,8,1,33,13,0
REQ-000266,LOC-08,SVC-03,Priority,14.4,2025-08-14,94,True,3,0,8,1,33,13,0
REQ-000267,LOC-03,SVC-01,Routine,22.3,2025-08-14,168,True,3,0,8,1,33,13,0
REQ-000268,LOC-01,SVC-05,Routine,62.1,2025-08-14,168,True,3,0,8,1,33,13,0
REQ-000269,LOC-02,SVC-02,Routine,31.5,2025-08-14,168,True,3,0,8,1,33,13,0
REQ-000270,LOC-01,SVC-06,Priority,43.6,2025-08-14,72,True,3,0,8,1,33,13,0
REQ-000272,LOC-01,SVC-04,Routine,60.9,2025-08-14,168,True,3,0,8,1,33,13,0
REQ-000273,LOC-01,SVC-05,Priority,68.4,2025-08-14,72,True,3,0,8,1,33,13,0
REQ-000274,LOC-04,SVC-01,Urgent,77.7,2025-08-14,24,True,3,0,8,1,33,13,0
REQ-000275,LOC-09,SVC-02,Urgent,36.3,2025-08-14,31,True,3,0,8,1,33,13,0
REQ-000277,LOC-10,SVC-01,Routine,13.4,2025-08-14,218,True,3,0,8,1,33,13,0
REQ-000278,LOC-02,SVC-07,Priority,17.7,2025-08-14,72,True,3,0,8,1,33,13,0
REQ-000279,LOC-04,SVC-04,Routine,21.5,2025-08-14,168,True,3,0,8,1,33,13,0
REQ-000280,LOC-02,SVC-08,Routine,62.8,2025-08-14,168,True,3,0,8,1,33,13,0
REQ-000281,LOC-02,SVC-08,Routine,36.2,2025-08-14,168,True,3,0,8,1,33,13,0
REQ-000282,LOC-05,SVC-07,Routine,58.6,2025-08-14,168,True,3,0,8,1,33,13,0
REQ-000283,LOC-04,SVC-02,Urgent,12.7,2025-08-14,24,True,3,0,8,1,33,13,0
REQ-000284,LOC-08,SVC-07,Routine,11.0,2025-08-14,218,True,3,0,8,1,33,13,0
REQ-000285,LOC-01,SVC-05,Priority,13.2,2025-08-14,72,True,3,0,8,1,33,13,0
REQ-000286,LOC-05,SVC-01,Priority,16.5,2025-08-14,72,True,3,0,8,1,33,13,0
REQ-000289,LOC-06,SVC-02,Routine,27.7,2025-08-14,185,True,3,0,8,1,33,13,0
REQ-000290,LOC-08,SVC-07,Routine,23.6,2025-08-14,218,True,3,0,8,1,33,13,0
REQ-000291,LOC-02,SVC-05,Urgent,85.4,2025-08-14,24,False,3,0,8,1,33,13,1
REQ-000293,LOC-02,SVC-02,Routine,78.4,2025-08-14,168,True,3,0,8,1,33,13,0
REQ-000294,LOC-03,SVC-08,Routine,33.2,2025-08-14,168,True,3,0,8,1,33,13,0
REQ-000295,LOC-10,SVC-05,Priority,33.8,2025-08-14,94,True,3,0,8,1,33,13,0
REQ-000296,LOC-06,SVC-09,Routine,26.6,2025-08-14,185,True,3,0,8,1,33,13,0
REQ-000297,LOC-07,SVC-05,Urgent,91.6,2025-08-14,26,True,3,0,8,1,33,13,0
REQ-000298,LOC-07,SVC-02,Priority,75.7,2025-08-14,79,True,3,0,8,1,33,13,0
REQ-000300,LOC-02,SVC-02,Urgent,40.1,2025-08-15,24,False,4,0,8,1,33,14,1
REQ-000301,LOC-08,SVC-08,Routine,13.3,2025-08-15,218,True,4,0,8,1,33,14,0
REQ-000302,LOC-06,SVC-07,Routine,9.1,2025-08-15,185,True,4,0,8,1,33,14,0
REQ-000305,LOC-10,SVC-05,Routine,40.8,2025-08-15,218,True,4,0,8,1,33,14,0
REQ-000306,LOC-01,SVC-01,Urgent,69.2,2025-08-15,24,True,4,0,8,1,33,14,0
REQ-000307,LOC-10,SVC-01,Urgent,84.3,2025-08-15,31,False,4,0,8,1,33,14,1
REQ-000308,LOC-02,SVC-03,Routine,67.4,2025-08-15,168,True,4,0,8,1,33,14,0
