date_key,requests,avg_complexity_score,backlog_count,sla_met_count,day_of_week,is_weekend,month,is_winter,week_of_year,day_index,lag_1,lag_7,rolling_mean_7,rolling_mean_28
2025-09-24,19.0,53.40666666666667,1.0,15.0,2,0,9,0,39,54,24.0,21.0,17.285714285714285,18.142857142857142
2025-09-25,17.0,47.528124999999996,0.0,14.0,3,0,9,0,39,55,19.0,21.0,17.0,17.857142857142858
2025-09-26,16.0,37.74,0.0,15.0,4,0,9,0,39,56,17.0,22.0,16.428571428571427,17.321428571428573
2025-09-27,7.0,41.900000000000006,2.0,5.0,5,1,9,0,39,57,16.0,8.0,15.571428571428571,17.035714285714285
2025-09-28,8.0,37.142857142857146,1.0,6.0,6,1,9,0,39,58,7.0,6.0,15.428571428571429,17.142857142857142
2025-09-29,16.0,39.135714285714286,2.0,12.0,0,0,9,0,40,59,8.0,19.0,15.714285714285714,17.178571428571427
2025-09-30,18.0,38.00588235294118,1.0,15.0,1,0,9,0,40,60,16.0,24.0,15.285714285714286,17.0
2025-10-01,16.0,32.525,1.0,14.0,2,0,10,0,40,61,18.0,19.0,14.428571428571429,16.714285714285715
2025-10-02,22.0,33.3,0.0,19.0,3,0,10,0,40,62,16.0,17.0,14.0,16.785714285714285
2025-10-03,18.0,35.57058823529412,0.0,18.0,4,0,10,0,40,63,22.0,16.0,14.714285714285714,16.964285714285715
2025-10-04,8.0,41.4625,1.0,7.0,5,1,10,0,40,64,18.0,7.0,15.0,16.892857142857142
2025-10-05,9.0,31.012500000000003,3.0,6.0,6,1,10,0,40,65,8.0,8.0,15.142857142857142,16.642857142857142
2025-10-06,15.0,32.08571428571428,1.0,13.0,0,0,10,0,41,66,9.0,16.0,15.285714285714286,16.678571428571427
2025-10-07,22.0,35.42368421052631,0.0,20.0,1,0,10,0,41,67,15.0,18.0,15.142857142857142,16.464285714285715
2025-10-08,23.0,39.4695652173913,2.0,21.0,2,0,10,0,41,68,22.0,16.0,15.714285714285714,16.464285714285715
2025-10-09,32.0,41.06451612903226,2.0,24.0,3,0,10,0,41,69,23.0,22.0,16.714285714285715,16.357142857142858
2025-10-10,15.0,48.87142857142858,2.0,12.0,4,0,10,0,41,70,32.0,18.0,18.142857142857142,16.857142857142858
2025-10-11,8.0,57.0375,0.0,6.0,5,1,10,0,41,71,15.0,8.0,17.714285714285715,16.321428571428573
2025-10-12,9.0,36.68749999999999,1.0,6.0,6,1,10,0,41,72,8.0,9.0,17.714285714285715,16.357142857142858
2025-10-13,24.0,38.81590909090909,3.0,18.0,0,0,10,0,42,73,9.0,15.0,17.714285714285715,16.357142857142858
2025-10-14,18.0,41.805882352941175,0.0,18.0,1,0,10,0,42,74,24.0,22.0,19.0,16.5
2025-10-15,20.0,44.14117647058824,1.0,17.0,2,0,10,0,42,75,18.0,23.0,18.428571428571427,16.464285714285715
2025-10-16,21.0,39.95625,4.0,17.0,3,0,10,0,42,76,20.0,32.0,18.0,16.428571428571427
2025-10-17,24.0,38.19130434782609,2.0,21.0,4,0,10,0,42,77,21.0,15.0,16.428571428571427,16.428571428571427
2025-10-18,4.0,44.43333333333334,0.0,3.0,5,1,10,0,42,78,24.0,8.0,17.714285714285715,16.5
2025-10-19,9.0,44.5875,1.0,6.0,6,1,10,0,42,79,4.0,9.0,17.142857142857142,16.357142857142858
2025-10-20,21.0,32.89473684210526,1.0,17.0,0,0,10,0,43,80,9.0,24.0,17.142857142857142,16.464285714285715
2025-10-21,22.0,35.9125,4.0,17.0,1,0,10,0,43,81,21.0,18.0,16.714285714285715,16.535714285714285
2025-10-22,13.0,36.4,1.0,11.0,2,0,10,0,43,82,22.0,20.0,17.285714285714285,16.464285714285715
2025-10-23,25.0,36.12249999999999,3.0,21.0,3,0,10,0,43,83,13.0,21.0,16.285714285714285,16.25
2025-10-24,20.0,45.255263157894724,2.0,17.0,4,0,10,0,43,84,25.0,24.0,16.857142857142858,16.535714285714285
2025-10-25,13.0,46.3076923076923,0.0,10.0,5,1,10,0,43,85,20.0,4.0,16.285714285714285,16.678571428571427
2025-10-26,7.0,31.657142857142862,1.0,5.0,6,1,10,0,43,86,13.0,9.0,17.571428571428573,16.892857142857142
2025-10-27,15.0,39.66071428571429,2.0,12.0,0,0,10,0,44,87,7.0,21.0,17.285714285714285,16.857142857142858
2025-10-28,34.0,42.15312500000001,2.0,28.0,1,0,10,0,44,88,15.0,22.0,16.428571428571427,16.821428571428573
2025-10-29,18.0,32.23529411764706,2.0,15.0,2,0,10,0,44,89,34.0,13.0,18.142857142857142,17.392857142857142
2025-10-30,20.0,44.58500000000001,2.0,16.0,3,0,10,0,44,90,18.0,25.0,18.857142857142858,17.464285714285715
2025-10-31,23.0,42.122727272727275,0.0,20.0,4,0,10,0,44,91,20.0,20.0,18.142857142857142,17.392857142857142
2025-11-01,6.0,32.050000000000004,0.0,6.0,5,1,11,0,44,92,23.0,13.0,18.571428571428573,17.571428571428573
2025-11-02,11.0,39.870000000000005,0.0,10.0,6,1,11,0,44,93,6.0,7.0,17.571428571428573,17.5
2025-11-03,28.0,35.31250000000001,2.0,24.0,0,0,11,0,45,94,11.0,15.0,18.142857142857142,17.571428571428573
2025-11-04,23.0,41.152631578947364,1.0,17.0,1,0,11,0,45,95,28.0,34.0,20.0,18.035714285714285
2025-11-05,13.0,44.61249999999999,4.0,9.0,2,0,11,0,45,96,23.0,18.0,18.428571428571427,18.071428571428573
2025-11-06,20.0,42.00735294117647,2.0,16.0,3,0,11,0,45,97,13.0,20.0,17.714285714285715,17.714285714285715
2025-11-07,22.0,40.436363636363645,2.0,18.0,4,0,11,0,45,98,20.0,23.0,17.714285714285715,17.285714285714285
2025-11-08,6.0,43.73333333333333,1.0,4.0,5,1,11,0,45,99,22.0,6.0,17.571428571428573,17.535714285714285
2025-11-09,7.0,34.6,2.0,5.0,6,1,11,0,45,100,6.0,11.0,17.571428571428573,17.464285714285715
2025-11-10,20.0,41.391666666666666,1.0,16.0,0,0,11,0,46,101,7.0,28.0,17.0,17.392857142857142
2025-11-11,17.0,38.26470588235294,0.0,15.0,1,0,11,0,46,102,20.0,23.0,15.857142857142858,17.25
2025-11-12,29.0,36.6326923076923,1.0,25.0,2,0,11,0,46,103,17.0,13.0,15.0,17.214285714285715
2025-11-13,14.0,42.75,1.0,11.0,3,0,11,0,46,104,29.0,20.0,17.285714285714285,17.535714285714285
2025-11-14,24.0,49.0939393939394,1.0,20.0,4,0,11,0,46,105,14.0,22.0,16.428571428571427,17.285714285714285
2025-11-15,7.0,25.899999999999995,0.0,7.0,5,1,11,0,46,106,24.0,6.0,16.714285714285715,17.285714285714285
2025-11-16,9.0,43.51111111111111,0.0,7.0,6,1,11,0,46,107,7.0,7.0,16.857142857142858,17.392857142857142
2025-11-17,24.0,35.36363636363637,2.0,21.0,0,0,11,0,47,108,9.0,20.0,17.142857142857142,17.392857142857142
2025-11-18,25.0,35.4,1.0,21.0,1,0,11,0,47,109,24.0,17.0,17.714285714285715,17.5
2025-11-19,14.0,49.400000000000006,2.0,11.0,2,0,11,0,47,110,25.0,29.0,18.857142857142858,17.607142857142858
2025-11-20,21.0,30.72222222222222,0.0,20.0,3,0,11,0,47,111,14.0,14.0,16.714285714285715,17.642857142857142
2025-11-21,19.0,37.288888888888884,3.0,15.0,4,0,11,0,47,112,21.0,24.0,17.714285714285715,17.5
2025-11-22,13.0,38.604166666666664,1.0,11.0,5,1,11,0,47,113,19.0,7.0,17.0,17.464285714285715
2025-11-23,6.0,27.783333333333335,0.0,5.0,6,1,11,0,47,114,13.0,9.0,17.857142857142858,17.464285714285715
2025-11-24,21.0,40.647368421052626,0.0,17.0,0,0,11,0,48,115,6.0,24.0,17.428571428571427,17.428571428571427
2025-11-25,27.0,30.997916666666672,2.0,23.0,1,0,11,0,48,116,21.0,25.0,17.0,17.642857142857142
2025-11-26,16.0,34.306666666666665,1.0,14.0,2,0,11,0,48,117,27.0,14.0,17.285714285714285,17.392857142857142
2025-11-27,30.0,35.975,3.0,26.0,3,0,11,0,48,118,16.0,21.0,17.571428571428573,17.321428571428573
2025-11-28,25.0,39.969565217391306,2.0,20.0,4,0,11,0,48,119,30.0,19.0,18.857142857142858,17.678571428571427
2025-11-29,4.0,37.849999999999994,1.0,3.0,5,1,11,0,48,120,25.0,13.0,19.714285714285715,17.75
2025-11-30,11.0,49.71818181818182,0.0,10.0,6,1,11,0,48,121,4.0,6.0,18.428571428571427,17.678571428571427
2025-12-01,17.0,36.711764705882345,1.0,16.0,0,0,12,0,49,122,11.0,21.0,19.142857142857142,17.678571428571427
2025-12-02,17.0,44.53125,2.0,11.0,1,0,12,0,49,123,17.0,27.0,18.571428571428573,17.285714285714285
2025-12-03,32.0,33.12166666666667,2.0,29.0,2,0,12,0,49,124,17.0,16.0,17.142857142857142,17.071428571428573
2025-12-04,15.0,33.23461538461538,1.0,13.0,3,0,12,0,49,125,32.0,30.0,19.428571428571427,17.75
2025-12-05,25.0,41.7695652173913,0.0,23.0,4,0,12,0,49,126,15.0,25.0,17.285714285714285,17.571428571428573
2025-12-06,12.0,37.154545454545456,1.0,8.0,5,1,12,0,49,127,25.0,4.0,17.285714285714285,17.678571428571427
2025-12-07,8.0,44.475,1.0,6.0,6,1,12,0,49,128,12.0,11.0,18.428571428571427,17.892857142857142
2025-12-08,21.0,39.95249999999999,0.0,14.0,0,0,12,0,50,129,8.0,17.0,18.0,17.928571428571427
2025-12-09,18.0,39.982352941176465,1.0,15.0,1,0,12,0,50,130,21.0,17.0,18.571428571428573,17.964285714285715
2025-12-10,16.0,47.24375,1.0,12.0,2,0,12,0,50,131,18.0,32.0,18.714285714285715,18.0
2025-12-11,22.0,41.919047619047625,1.0,19.0,3,0,12,0,50,132,16.0,15.0,16.428571428571427,17.535714285714285
2025-12-12,16.0,43.39999999999999,1.0,9.0,4,0,12,0,50,133,22.0,25.0,17.428571428571427,17.821428571428573
2025-12-13,10.0,35.61,2.0,7.0,5,1,12,0,50,134,16.0,12.0,16.142857142857142,17.535714285714285
2025-12-14,8.0,40.787499999999994,0.0,6.0,6,1,12,0,50,135,10.0,8.0,15.857142857142858,17.642857142857142
2025-12-15,30.0,39.35344827586207,3.0,24.0,0,0,12,0,51,136,8.0,21.0,15.857142857142858,17.607142857142858
2025-12-16,17.0,49.20625,2.0,12.0,1,0,12,0,51,137,30.0,18.0,17.142857142857142,17.821428571428573
2025-12-17,20.0,35.21578947368421,1.0,18.0,2,0,12,0,51,138,17.0,16.0,17.0,17.535714285714285
2025-12-18,19.0,52.63157894736842,1.0,16.0,3,0,12,0,51,139,20.0,22.0,17.571428571428573,17.75
2025-12-19,18.0,31.96249999999999,3.0,15.0,4,0,12,0,51,140,19.0,16.0,17.142857142857142,17.678571428571427
2025-12-20,16.0,28.396428571428576,0.0,16.0,5,1,12,0,51,141,18.0,10.0,17.428571428571427,17.642857142857142
2025-12-21,7.0,32.01666666666667,0.0,7.0,6,1,12,0,51,142,16.0,8.0,18.285714285714285,17.75
2025-12-22,18.0,42.138888888888886,1.0,16.0,0,0,12,0,52,143,7.0,30.0,18.142857142857142,17.785714285714285
2025-12-23,19.0,34.752941176470586,0.0,15.0,1,0,12,0,52,144,18.0,17.0,16.428571428571427,17.678571428571427
2025-12-24,23.0,48.347727272727276,3.0,15.0,2,0,12,0,52,145,19.0,20.0,16.714285714285715,17.392857142857142
2025-12-25,21.0,34.13809523809524,3.0,17.0,3,0,12,0,52,146,23.0,19.0,17.142857142857142,17.642857142857142
2025-12-26,20.0,43.01388888888889,1.0,19.0,4,0,12,0,52,147,21.0,18.0,17.428571428571427,17.321428571428573
2025-12-27,12.0,42.89166666666667,1.0,11.0,5,1,12,0,52,148,20.0,16.0,17.714285714285715,17.142857142857142
2025-12-28,12.0,39.46363636363637,0.0,11.0,6,1,12,0,52,149,12.0,7.0,17.142857142857142,17.428571428571427
2025-12-29,18.0,45.98666666666667,0.0,17.0,0,0,12,0,1,150,12.0,18.0,17.857142857142858,17.464285714285715
2025-12-30,26.0,46.04999999999999,0.0,19.0,1,0,12,0,1,151,18.0,19.0,17.857142857142858,17.5
2025-12-31,23.0,35.09090909090909,2.0,20.0,2,0,12,0,1,152,26.0,23.0,18.857142857142858,17.821428571428573
2026-01-01,18.0,30.566666666666663,0.0,18.0,3,0,1,0,1,153,23.0,21.0,18.857142857142858,17.5
2026-01-02,24.0,32.06086956521739,1.0,19.0,4,0,1,0,1,154,18.0,20.0,18.428571428571427,17.607142857142858
2026-01-03,9.0,40.15555555555556,1.0,7.0,5,1,1,0,1,155,24.0,12.0,19.0,17.571428571428573
2026-01-04,5.0,57.449999999999996,1.0,3.0,6,1,1,0,1,156,9.0,12.0,18.571428571428573,17.464285714285715
2026-01-05,24.0,37.12,2.0,20.0,0,0,1,0,2,157,5.0,18.0,17.571428571428573,17.357142857142858
2026-01-06,18.0,37.76176470588235,1.0,17.0,1,0,1,0,2,158,24.0,26.0,18.428571428571427,17.464285714285715
2026-01-07,19.0,38.5388888888889,2.0,15.0,2,0,1,0,2,159,18.0,23.0,17.285714285714285,17.464285714285715
2026-01-08,27.0,43.336000000000006,1.0,22.0,3,0,1,0,2,160,19.0,18.0,16.714285714285715,17.571428571428573
2026-01-09,14.0,34.349999999999994,1.0,13.0,4,0,1,0,2,161,27.0,24.0,18.0,17.75
2026-01-10,14.0,40.57692307692308,1.0,11.0,5,1,1,0,2,162,14.0,9.0,16.571428571428573,17.678571428571427
2026-01-11,13.0,36.39166666666667,2.0,11.0,6,1,1,0,2,163,14.0,5.0,17.285714285714285,17.821428571428573
2026-01-12,19.0,40.699999999999996,0.0,18.0,0,0,1,0,3,164,13.0,24.0,18.428571428571427,18.0
2026-01-13,19.0,35.229166666666664,2.0,16.0,1,0,1,0,3,165,19.0,18.0,17.714285714285715,17.607142857142858
2026-01-14,26.0,40.013999999999996,2.0,24.0,2,0,1,0,3,166,19.0,19.0,17.857142857142858,17.678571428571427
2026-01-15,17.0,35.675,4.0,12.0,3,0,1,0,3,167,26.0,27.0,18.857142857142858,17.892857142857142
2026-01-16,25.0,39.99583333333334,0.0,19.0,4,0,1,0,3,168,17.0,14.0,17.428571428571427,17.821428571428573
2026-01-17,14.0,40.792857142857144,2.0,11.0,5,1,1,0,3,169,25.0,14.0,19.0,18.071428571428573
2026-01-18,6.0,31.575000000000003,0.0,6.0,6,1,1,0,3,170,14.0,13.0,19.0,18.0
2026-01-19,18.0,45.144444444444446,0.0,13.0,0,0,1,0,4,171,6.0,19.0,18.0,17.964285714285715
2026-01-20,23.0,39.021428571428565,2.0,19.0,1,0,1,0,4,172,18.0,19.0,17.857142857142858,17.964285714285715
2026-01-21,20.0,44.351851851851855,1.0,17.0,2,0,1,0,4,173,23.0,26.0,18.428571428571427,18.107142857142858
2026-01-22,19.0,34.69473684210526,0.0,16.0,3,0,1,0,4,174,20.0,17.0,17.571428571428573,18.0
2026-01-23,30.0,36.75892857142858,3.0,24.0,4,0,1,0,4,175,19.0,25.0,17.857142857142858,17.928571428571427
2026-01-24,6.0,42.70000000000001,2.0,4.0,5,1,1,0,4,176,30.0,14.0,18.571428571428573,18.285714285714285
2026-01-25,6.0,32.93333333333333,1.0,5.0,6,1,1,0,4,177,6.0,6.0,17.428571428571427,18.071428571428573
2026-01-26,29.0,30.40555555555556,3.0,23.0,0,0,1,0,5,178,6.0,18.0,17.428571428571427,17.857142857142858
2026-01-27,22.0,34.595238095238095,1.0,18.0,1,0,1,0,5,179,29.0,23.0,19.0,18.25
2026-01-28,26.0,46.29999999999999,3.0,21.0,2,0,1,0,5,180,22.0,20.0,18.857142857142858,18.107142857142858
2026-01-29,20.0,41.7,1.0,17.0,3,0,1,0,5,181,26.0,19.0,19.714285714285715,18.214285714285715
2026-01-30,18.0,44.48928571428571,1.0,14.0,4,0,1,0,5,182,20.0,30.0,19.857142857142858,18.285714285714285
2026-01-31,8.0,49.314285714285724,0.0,8.0,5,1,1,0,5,183,18.0,6.0,18.142857142857142,18.071428571428573
2026-02-01,9.0,41.05714285714286,0.0,8.0,6,1,2,0,5,184,8.0,6.0,18.428571428571427,18.035714285714285
2026-02-02,12.0,38.53333333333334,1.0,10.0,0,0,2,0,6,185,9.0,29.0,18.857142857142858,18.178571428571427
2026-02-03,29.0,35.260714285714286,2.0,26.0,1,0,2,0,6,186,12.0,22.0,16.428571428571427,17.75
2026-02-04,24.0,40.39999999999999,3.0,20.0,2,0,2,0,6,187,29.0,26.0,17.428571428571427,18.142857142857142
2026-02-05,23.0,36.33809523809524,2.0,18.0,3,0,2,0,6,188,24.0,20.0,17.142857142857142,18.321428571428573
2026-02-06,37.0,39.224999999999994,5.0,29.0,4,0,2,0,6,189,23.0,18.0,17.571428571428573,18.178571428571427
2026-02-07,7.0,36.800000000000004,2.0,5.0,5,1,2,0,6,190,37.0,8.0,20.285714285714285,19.0
2026-02-08,8.0,38.800000000000004,0.0,8.0,6,1,2,0,6,191,7.0,9.0,20.142857142857142,18.75
2026-02-09,22.0,45.1975,1.0,17.0,0,0,2,0,7,192,8.0,12.0,20.0,18.571428571428573
2026-02-10,32.0,37.181609195402295,1.0,26.0,1,0,2,0,7,193,22.0,29.0,21.428571428571427,18.678571428571427
2026-02-11,27.0,33.59629629629631,4.0,23.0,2,0,2,0,7,194,32.0,24.0,21.857142857142858,19.142857142857142
2026-02-12,32.0,41.566071428571426,3.0,27.0,3,0,2,0,7,195,27.0,23.0,22.285714285714285,19.178571428571427
2026-02-13,24.0,26.57857142857143,1.0,21.0,4,0,2,0,7,196,32.0,37.0,23.571428571428573,19.714285714285715
2026-02-14,8.0,38.237500000000004,2.0,6.0,5,1,2,0,7,197,24.0,7.0,21.714285714285715,19.678571428571427
2026-02-15,8.0,30.542857142857144,1.0,7.0,6,1,2,0,7,198,8.0,8.0,21.857142857142858,19.464285714285715
2026-02-16,19.0,37.88421052631579,2.0,17.0,0,0,2,0,8,199,8.0,22.0,21.857142857142858,19.535714285714285
2026-02-17,22.0,47.697500000000005,1.0,19.0,1,0,2,0,8,200,19.0,32.0,21.428571428571427,19.571428571428573
2026-02-18,18.0,37.64444444444444,0.0,16.0,2,0,2,0,8,201,22.0,27.0,20.0,19.535714285714285
2026-02-19,27.0,39.72307692307693,1.0,24.0,3,0,2,0,8,202,18.0,32.0,18.714285714285715,19.464285714285715
2026-02-20,19.0,55.00526315789473,0.0,16.0,4,0,2,0,8,203,27.0,24.0,18.0,19.75
2026-02-21,8.0,32.66250000000001,2.0,5.0,5,1,2,0,8,204,19.0,8.0,17.285714285714285,19.357142857142858
2026-02-22,9.0,29.5875,2.0,6.0,6,1,2,0,8,205,8.0,8.0,17.285714285714285,19.428571428571427
2026-02-23,16.0,43.192857142857136,0.0,14.0,0,0,2,0,9,206,9.0,19.0,17.428571428571427,19.535714285714285
2026-02-24,22.0,32.628571428571426,1.0,19.0,1,0,2,0,9,207,16.0,22.0,17.0,19.071428571428573
2026-02-25,17.0,40.56000000000001,1.0,14.0,2,0,2,0,9,208,22.0,18.0,17.0,19.071428571428573
2026-02-26,19.0,45.95882352941176,1.0,15.0,3,0,2,0,9,209,17.0,27.0,16.857142857142858,18.75
2026-02-27,16.0,38.36333333333334,2.0,14.0,4,0,2,0,9,210,19.0,19.0,15.714285714285714,18.714285714285715
2026-02-28,14.0,33.621428571428574,2.0,12.0,5,1,2,0,9,211,16.0,8.0,15.285714285714286,18.642857142857142
2026-03-01,12.0,44.975,0.0,12.0,6,1,3,0,9,212,14.0,9.0,16.142857142857142,18.857142857142858
2026-03-02,17.0,34.543749999999996,0.0,13.0,0,0,3,0,10,213,12.0,16.0,16.571428571428573,18.964285714285715
2026-03-03,23.0,50.213636363636354,1.0,21.0,1,0,3,0,10,214,17.0,22.0,16.714285714285715,19.142857142857142
2026-03-04,18.0,39.91470588235295,5.0,11.0,2,0,3,0,10,215,23.0,17.0,16.857142857142858,18.928571428571427
2026-03-05,26.0,49.16799999999999,3.0,21.0,3,0,3,0,10,216,18.0,19.0,17.0,18.714285714285715
2026-03-06,17.0,52.34705882352941,0.0,17.0,4,0,3,0,10,217,26.0,16.0,18.0,18.821428571428573
2026-03-07,18.0,30.488235294117644,1.0,17.0,5,1,3,0,10,218,17.0,14.0,18.142857142857142,18.107142857142858
2026-03-08,10.0,35.36,0.0,8.0,6,1,3,0,10,219,18.0,12.0,18.714285714285715,18.5
2026-03-09,20.0,39.344444444444456,0.0,20.0,0,0,3,0,11,220,10.0,17.0,18.428571428571427,18.571428571428573
2026-03-10,15.0,45.32000000000001,1.0,13.0,1,0,3,0,11,221,20.0,23.0,18.857142857142858,18.5
2026-03-11,21.0,38.08684210526315,1.0,17.0,2,0,3,0,11,222,15.0,18.0,17.714285714285715,17.892857142857142
2026-03-12,21.0,33.154999999999994,2.0,17.0,3,0,3,0,11,223,21.0,26.0,18.142857142857142,17.678571428571427
2026-03-13,24.0,39.53749999999999,2.0,18.0,4,0,3,0,11,224,21.0,17.0,17.428571428571427,17.285714285714285
2026-03-14,7.0,31.128571428571426,0.0,7.0,5,1,3,0,11,225,24.0,18.0,18.428571428571427,17.285714285714285
2026-03-15,10.0,40.269999999999996,0.0,10.0,6,1,3,0,11,226,7.0,10.0,16.857142857142858,17.25
2026-03-16,30.0,42.0551724137931,1.0,27.0,0,0,3,0,12,227,10.0,20.0,16.857142857142858,17.321428571428573
2026-03-17,31.0,45.707142857142856,1.0,23.0,1,0,3,0,12,228,30.0,15.0,18.285714285714285,17.714285714285715
2026-03-18,21.0,37.25500000000001,0.0,19.0,2,0,3,0,12,229,31.0,21.0,20.571428571428573,18.035714285714285
2026-03-19,22.0,39.3138888888889,2.0,17.0,3,0,3,0,12,230,21.0,21.0,20.571428571428573,18.142857142857142
2026-03-20,30.0,40.1462962962963,1.0,24.0,4,0,3,0,12,231,22.0,24.0,20.714285714285715,17.964285714285715
2026-03-21,12.0,49.01818181818181,0.0,9.0,5,1,3,0,12,232,30.0,7.0,21.571428571428573,18.357142857142858
2026-03-22,8.0,57.9125,0.0,4.0,6,1,3,0,12,233,12.0,10.0,22.285714285714285,18.5
2026-03-23,18.0,31.83823529411764,2.0,15.0,0,0,3,0,13,234,8.0,30.0,22.0,18.464285714285715
2026-03-24,22.0,36.528947368421065,5.0,15.0,1,0,3,0,13,235,18.0,31.0,20.285714285714285,18.535714285714285
2026-03-25,21.0,43.065000000000005,2.0,17.0,2,0,3,0,13,236,22.0,21.0,19.0,18.535714285714285
2026-03-26,23.0,50.28260869565217,4.0,17.0,3,0,3,0,13,237,21.0,22.0,19.0,18.678571428571427
2026-03-27,23.0,41.80434782608695,0.0,23.0,4,0,3,0,13,238,23.0,30.0,19.142857142857142,18.821428571428573
2026-03-28,13.0,36.88461538461539,0.0,11.0,5,1,3,0,13,239,23.0,12.0,18.142857142857142,19.071428571428573
2026-03-29,9.0,33.82222222222222,0.0,8.0,6,1,3,0,13,240,13.0,8.0,18.285714285714285,19.035714285714285
2026-03-30,30.0,43.06428571428571,3.0,22.0,0,0,3,0,14,241,9.0,18.0,18.428571428571427,18.928571428571427
2026-03-31,29.0,42.331034482758625,1.0,25.0,1,0,3,0,14,242,30.0,22.0,20.142857142857142,19.392857142857142
2026-04-01,32.0,39.7611111111111,2.0,25.0,2,0,4,0,14,243,29.0,21.0,21.142857142857142,19.607142857142858
2026-04-02,19.0,39.95,1.0,17.0,3,0,4,0,14,244,32.0,23.0,22.714285714285715,20.107142857142858
2026-04-03,22.0,36.00476190476191,0.0,22.0,4,0,4,0,14,245,19.0,23.0,22.142857142857142,19.857142857142858
2026-04-04,11.0,45.445454545454545,0.0,9.0,5,1,4,0,14,246,22.0,13.0,22.0,20.035714285714285
2026-04-05,7.0,46.42857142857143,1.0,5.0,6,1,4,0,14,247,11.0,9.0,21.714285714285715,19.785714285714285
2026-04-06,30.0,39.53600000000001,5.0,24.0,0,0,4,0,15,248,7.0,30.0,21.428571428571427,19.678571428571427
2026-04-07,20.0,41.83235294117647,0.0,18.0,1,0,4,0,15,249,30.0,29.0,21.428571428571427,20.035714285714285
2026-04-08,16.0,37.54374999999999,2.0,11.0,2,0,4,0,15,250,20.0,32.0,20.142857142857142,20.214285714285715
2026-04-09,17.0,33.884375,0.0,16.0,3,0,4,0,15,251,16.0,19.0,17.857142857142858,20.035714285714285
2026-04-10,21.0,43.449999999999996,2.0,16.0,4,0,4,0,15,252,17.0,22.0,17.571428571428573,19.892857142857142
