employee_id,pattern_type,specific_date,day_of_week,available_flag,earliest_start,latest_end,preferred_shift_type
EMP-00007,Recurring,,Sunday,True,07:00,21:00,Night
EMP-00008,Recurring,,Monday,False,,,
EMP-00008,Recurring,,Tuesday,False,,,
EMP-00008,Recurring,,Wednesday,False,,,
EMP-00008,Recurring,,Thursday,True,07:00,21:00,PM
EMP-00008,Recurring,,Friday,True,07:00,15:00,Split
EMP-00008,Recurring,,Saturday,False,,,
EMP-00008,Recurring,,Sunday,True,07:00,21:00,Night
EMP-00009,Recurring,,Monday,True,07:00,15:00,AM
EMP-00009,Recurring,,Tuesday,False,,,
EMP-00009,Recurring,,Wednesday,False,,,
EMP-00009,Recurring,,Thursday,True,07:00,17:00,PM
EMP-00009,Recurring,,Friday,True,07:00,15:00,PM
EMP-00009,Recurring,,Saturday,True,07:00,17:00,Night
EMP-00009,Recurring,,Sunday,False,,,
EMP-00010,Recurring,,Monday,False,,,
EMP-00010,Recurring,,Tuesday,True,07:00,19:00,Split
EMP-00010,Recurring,,Wednesday,False,,,
EMP-00010,Recurring,,Thursday,True,07:00,17:00,AM
EMP-00010,Recurring,,Friday,True,07:00,15:00,AM
EMP-00010,Recurring,,Saturday,False,,,
EMP-00010,Recurring,,Sunday,True,07:00,19:00,Night
EMP-00011,Recurring,,Monday,True,07:00,17:00,PM
EMP-00011,Recurring,,Tuesday,False,,,
EMP-00011,Recurring,,Wednesday,True,07:00,21:00,AM
EMP-00011,Recurring,,Thursday,False,,,
EMP-00011,Recurring,,Friday,True,07:00,19:00,AM
EMP-00011,Recurring,,Saturday,True,07:00,21:00,AM
EMP-00011,Recurring,,Sunday,False,,,
EMP-00012,Recurring,,Monday,False,,,
EMP-00012,Recurring,,Tuesday,True,07:00,19:00,Night
EMP-00012,Recurring,,Wednesday,False,,,
EMP-00012,Recurring,,Thursday,True,07:00,21:00,PM
EMP-00012,Recurring,,Friday,False,,,
EMP-00012,Recurring,,Saturday,True,07:00,19:00,Night
EMP-00012,Recurring,,Sunday,False,,,
EMP-00013,Recurring,,Monday,False,,,
EMP-00013,Recurring,,Tuesday,False,,,
EMP-00013,Recurring,,Wednesday,True,07:00,17:00,Night
EMP-00013,Recurring,,Thursday,True,07:00,21:00,Night
EMP-00013,Recurring,,Friday,False,,,
EMP-00013,Recurring,,Saturday,True,07:00,15:00,PM
EMP-00013,Recurring,,Sunday,False,,,
EMP-00014,Recurring,,Monday,True,07:00,15:00,Split
EMP-00014,Recurring,,Tuesday,True,07:00,19:00,AM
EMP-00014,Recurring,,Wednesday,True,07:00,21:00,Split
EMP-00014,Recurring,,Thursday,True,07:00,15:00,AM
EMP-00014,Recurring,,Friday,True,07:00,17:00,Night
EMP-00014,Recurring,,Saturday,False,,,
EMP-00014,Recurring,,Sunday,False,,,
EMP-00015,Recurring,,Monday,True,07:00,15:00,PM
EMP-00015,Recurring,,Tuesday,True,07:00,15:00,Split
EMP-00015,Recurring,,Wednesday,True,07:00,17:00,Split
EMP-00015,Recurring,,Thursday,True,07:00,19:00,Night
EMP-00015,Recurring,,Friday,False,,,
EMP-00015,Recurring,,Saturday,False,,,
EMP-00015,Recurring,,Sunday,True,07:00,19:00,AM
EMP-00016,Recurring,,Monday,False,,,
EMP-00016,Recurring,,Tuesday,False,,,
EMP-00016,Recurring,,Wednesday,True,07:00,15:00,PM
EMP-00016,Recurring,,Thursday,True,07:00,21:00,AM
EMP-00016,Recurring,,Friday,True,07:00,17:00,Night
EMP-00016,Recurring,,Saturday,False,,,
EMP-00016,Recurring,,Sunday,True,07:00,15:00,Split
EMP-00017,Recurring,,Monday,True,07:00,19:00,AM
EMP-00017,Recurring,,Tuesday,True,07:00,15:00,Night
EMP-00017,Recurring,,Wednesday,False,,,
EMP-00017,Recurring,,Thursday,False,,,
EMP-00017,Recurring,,Friday,True,07:00,17:00,Night
EMP-00017,Recurring,,Saturday,False,,,
EMP-00017,Recurring,,Sunday,True,07:00,21:00,AM
EMP-00018,Recurring,,Monday,False,,,
EMP-00018,Recurring,,Tuesday,False,,,
EMP-00018,Recurring,,Wednesday,True,07:00,21:00,Split
EMP-00018,Recurring,,Thursday,True,07:00,17:00,Night
EMP-00018,Recurring,,Friday,False,,,
EMP-00018,Recurring,,Saturday,True,07:00,17:00,PM
EMP-00018,Recurring,,Sunday,True,07:00,21:00,Night
EMP-00019,Recurring,,Monday,True,07:00,17:00,PM
EMP-00019,Recurring,,Tuesday,False,,,
EMP-00019,Recurring,,Wednesday,False,,,
EMP-00019,Recurring,,Thursday,True,07:00,19:00,AM
EMP-00019,Recurring,,Friday,True,07:00,17:00,Night
EMP-00019,Recurring,,Saturday,True,07:00,15:00,Split
EMP-00019,Recurring,,Sunday,True,07:00,19:00,AM
EMP-00020,Recurring,,Monday,False,,,
EMP-00020,Recurring,,Tuesday,True,07:00,17:00,Night
EMP-00020,Recurring,,Wednesday,False,,,
EMP-00020,Recurring,,Thursday,False,,,
EMP-00020,Recurring,,Friday,True,07:00,15:00,PM
EMP-00020,Recurring,,Saturday,False,,,
EMP-00020,Recurring,,Sunday,True,07:00,17:00,AM
EMP-00021,Recurring,,Monday,True,07:00,17:00,Split
EMP-00021,Recurring,,Tuesday,False,,,
EMP-00021,Recurring,,Wednesday,True,07:00,19:00,Night
EMP-00021,Recurring,,Thursday,True,07:00,15:00,Night
EMP-00021,Recurring,,Friday,False,,,
EMP-00021,Recurring,,Saturday,False,,,
EMP-00021,Recurring,,Sunday,True,07:00,21:00,Split
EMP-00022,Recurring,,Monday,True,07:00,17:00,PM
EMP-00022,Recurring,,Tuesday,True,07:00,17:00,AM
EMP-00022,Recurring,,Wednesday,False,,,
EMP-00022,Recurring,,Thursday,True,07:00,19:00,Night
EMP-00022,Recurring,,Friday,False,,,
EMP-00022,Recurring,,Saturday,True,07:00,17:00,PM
EMP-00022,Recurring,,Sunday,False,,,
EMP-00023,Recurring,,Monday,True,07:00,15:00,Night
EMP-00023,Recurring,,Tuesday,False,,,
EMP-00023,Recurring,,Wednesday,True,07:00,19:00,Split
EMP-00023,Recurring,,Thursday,True,07:00,17:00,PM
EMP-00023,Recurring,,Friday,True,07:00,21:00,Split
EMP-00023,Recurring,,Saturday,True,07:00,15:00,Night
EMP-00023,Recurring,,Sunday,False,,,
EMP-00024,Recurring,,Monday,True,07:00,17:00,Split
EMP-00024,Recurring,,Tuesday,True,07:00,15:00,Split
EMP-00024,Recurring,,Wednesday,True,07:00,15:00,AM
EMP-00024,Recurring,,Thursday,False,,,
EMP-00024,Recurring,,Friday,False,,,
EMP-00024,Recurring,,Saturday,True,07:00,15:00,Split
EMP-00024,Recurring,,Sunday,True,07:00,17:00,PM
EMP-00025,Recurring,,Monday,True,07:00,15:00,Split
EMP-00025,Recurring,,Tuesday,True,07:00,15:00,Night
EMP-00025,Recurring,,Wednesday,True,07:00,17:00,PM
EMP-00025,Recurring,,Thursday,True,07:00,17:00,PM
EMP-00025,Recurring,,Friday,False,,,
EMP-00025,Recurring,,Saturday,False,,,
EMP-00025,Recurring,,Sunday,False,,,
EMP-00026,Recurring,,Monday,False,,,
EMP-00026,Recurring,,Tuesday,False,,,
EMP-00026,Recurring,,Wednesday,True,07:00,17:00,Night
EMP-00026,Recurring,,Thursday,True,07:00,19:00,PM
EMP-00026,Recurring,,Friday,True,07:00,21:00,Split
EMP-00026,Recurring,,Saturday,True,07:00,17:00,Split
EMP-00026,Recurring,,Sunday,True,07:00,15:00,Split
EMP-00027,Recurring,,Monday,False,,,
EMP-00027,Recurring,,Tuesday,True,07:00,15:00,Split
EMP-00027,Recurring,,Wednesday,True,07:00,21:00,Night
EMP-00027,Recurring,,Thursday,True,07:00,19:00,Night
EMP-00027,Recurring,,Friday,False,,,
EMP-00027,Recurring,,Saturday,False,,,
EMP-00027,Recurring,,Sunday,False,,,
EMP-00028,Recurring,,Monday,False,,,
EMP-00028,Recurring,,Tuesday,True,07:00,21:00,AM
EMP-00028,Recurring,,Wednesday,False,,,
EMP-00028,Recurring,,Thursday,True,07:00,19:00,PM
EMP-00028,Recurring,,Friday,True,07:00,17:00,Night
EMP-00028,Recurring,,Saturday,False,,,
EMP-00028,Recurring,,Sunday,False,,,
EMP-00029,Recurring,,Monday,True,07:00,15:00,Night
EMP-00029,Recurring,,Tuesday,False,,,
EMP-00029,Recurring,,Wednesday,False,,,
EMP-00029,Recurring,,Thursday,True,07:00,19:00,Split
EMP-00029,Recurring,,Friday,True,07:00,17:00,PM
EMP-00029,Recurring,,Saturday,True,07:00,17:00,Split
EMP-00029,Recurring,,Sunday,True,07:00,21:00,PM
EMP-00030,Recurring,,Monday,True,07:00,19:00,PM
EMP-00030,Recurring,,Tuesday,True,07:00,17:00,Split
EMP-00030,Recurring,,Wednesday,False,,,
EMP-00030,Recurring,,Thursday,True,07:00,19:00,Night
EMP-00030,Recurring,,Friday,True,07:00,17:00,PM
EMP-00030,Recurring,,Saturday,True,07:00,19:00,Split
EMP-00030,Recurring,,Sunday,False,,,
EMP-00031,Recurring,,Monday,True,07:00,21:00,Split
EMP-00031,Recurring,,Tuesday,True,07:00,21:00,Night
EMP-00031,Recurring,,Wednesday,True,07:00,21:00,AM
EMP-00031,Recurring,,Thursday,False,,,
EMP-00031,Recurring,,Friday,False,,,
EMP-00031,Recurring,,Saturday,True,07:00,15:00,Night
EMP-00031,Recurring,,Sunday,False,,,
EMP-00032,Recurring,,Monday,False,,,
EMP-00032,Recurring,,Tuesday,False,,,
EMP-00032,Recurring,,Wednesday,True,07:00,21:00,Night
EMP-00032,Recurring,,Thursday,True,07:00,21:00,PM
EMP-00032,Recurring,,Friday,True,07:00,19:00,AM
EMP-00032,Recurring,,Saturday,True,07:00,21:00,AM
EMP-00032,Recurring,,Sunday,True,07:00,17:00,Split
EMP-00033,Recurring,,Monday,True,07:00,19:00,Night
EMP-00033,Recurring,,Tuesday,True,07:00,17:00,Split
EMP-00033,Recurring,,Wednesday,False,,,
EMP-00033,Recurring,,Thursday,True,07:00,19:00,AM
EMP-00033,Recurring,,Friday,False,,,
EMP-00033,Recurring,,Saturday,True,07:00,19:00,Night
EMP-00033,Recurring,,Sunday,True,07:00,21:00,AM
EMP-00034,Recurring,,Monday,False,,,
EMP-00034,Recurring,,Tuesday,True,07:00,19:00,Split
EMP-00034,Recurring,,Wednesday,True,07:00,17:00,AM
EMP-00034,Recurring,,Thursday,False,,,
EMP-00034,Recurring,,Friday,False,,,
EMP-00034,Recurring,,Saturday,False,,,
EMP-00034,Recurring,,Sunday,True,07:00,15:00,PM
EMP-00035,Recurring,,Monday,False,,,
EMP-00035,Recurring,,Tuesday,True,07:00,15:00,Split
EMP-00035,Recurring,,Wednesday,True,07:00,17:00,Split
EMP-00035,Recurring,,Thursday,False,,,
EMP-00035,Recurring,,Friday,False,,,
EMP-00035,Recurring,,Saturday,True,07:00,19:00,Night
EMP-00035,Recurring,,Sunday,True,07:00,17:00,PM
EMP-00036,Recurring,,Monday,False,,,
EMP-00036,Recurring,,Tuesday,True,07:00,21:00,PM
EMP-00036,Recurring,,Wednesday,True,07:00,19:00,Split
EMP-00036,Recurring,,Thursday,False,,,
EMP-00036,Recurring,,Friday,False,,,
EMP-00036,Recurring,,Saturday,False,,,
EMP-00036,Recurring,,Sunday,True,07:00,19:00,Night
EMP-00037,Recurring,,Monday,False,,,
EMP-00037,Recurring,,Tuesday,False,,,
EMP-00037,Recurring,,Wednesday,True,07:00,21:00,AM
EMP-00037,Recurring,,Thursday,False,,,
EMP-00037,Recurring,,Friday,True,07:00,17:00,Split
EMP-00037,Recurring,,Saturday,True,07:00,17:00,Split
EMP-00037,Recurring,,Sunday,True,07:00,21:00,Split
EMP-00038,Recurring,,Monday,False,,,
EMP-00038,Recurring,,Tuesday,False,,,
EMP-00038,Recurring,,Wednesday,True,07:00,15:00,Split
EMP-00038,Recurring,,Thursday,True,07:00,21:00,AM
EMP-00038,Recurring,,Friday,False,,,
EMP-00038,Recurring,,Saturday,True,07:00,15:00,PM
EMP-00038,Recurring,,Sunday,False,,,
EMP-00039,Recurring,,Monday,False,,,
EMP-00039,Recurring,,Tuesday,True,07:00,19:00,Night
EMP-00039,Recurring,,Wednesday,True,07:00,15:00,AM
EMP-00039,Recurring,,Thursday,True,07:00,15:00,Split
EMP-00039,Recurring,,Friday,True,07:00,19:00,Split
EMP-00039,Recurring,,Saturday,True,07:00,19:00,PM
EMP-00039,Recurring,,Sunday,False,,,
EMP-00040,Recurring,,Monday,False,,,
EMP-00040,Recurring,,Tuesday,True,07:00,15:00,PM
EMP-00040,Recurring,,Wednesday,True,07:00,19:00,Split
EMP-00040,Recurring,,Thursday,False,,,
EMP-00040,Recurring,,Friday,False,,,
EMP-00040,Recurring,,Saturday,True,07:00,17:00,PM
EMP-00040,Recurring,,Sunday,True,07:00,17:00,Split
EMP-00041,Recurring,,Monday,False,,,
EMP-00041,Recurring,,Tuesday,True,07:00,17:00,AM
EMP-00041,Recurring,,Wednesday,False,,,
EMP-00041,Recurring,,Thursday,False,,,
EMP-00041,Recurring,,Friday,False,,,
EMP-00041,Recurring,,Saturday,True,07:00,17:00,Split
EMP-00041,Recurring,,Sunday,True,07:00,19:00,Split
EMP-00042,Recurring,,Monday,False,,,
EMP-00042,Recurring,,Tuesday,True,07:00,15:00,Night
EMP-00042,Recurring,,Wednesday,True,07:00,21:00,AM
EMP-00042,Recurring,,Thursday,True,07:00,17:00,Split
EMP-00042,Recurring,,Friday,True,07:00,21:00,AM
EMP-00042,Recurring,,Saturday,True,07:00,19:00,AM
EMP-00042,Recurring,,Sunday,False,,,
EMP-00043,Recurring,,Monday,False,,,
EMP-00043,Recurring,,Tuesday,True,07:00,17:00,Night
EMP-00043,Recurring,,Wednesday,False,,,
EMP-00043,Recurring,,Thursday,True,07:00,17:00,PM
EMP-00043,Recurring,,Friday,False,,,
EMP-00043,Recurring,,Saturday,False,,,
EMP-00043,Recurring,,Sunday,True,07:00,19:00,Night
EMP-00044,Recurring,,Monday,False,,,
EMP-00044,Recurring,,Tuesday,False,,,
EMP-00044,Recurring,,Wednesday,False,,,
EMP-00044,Recurring,,Thursday,False,,,
EMP-00044,Recurring,,Friday,True,07:00,17:00,PM
EMP-00044,Recurring,,Saturday,True,07:00,17:00,AM
EMP-00044,Recurring,,Sunday,True,07:00,21:00,PM
EMP-00045,Recurring,,Monday,False,,,
EMP-00045,Recurring,,Tuesday,False,,,
EMP-00045,Recurring,,Wednesday,False,,,
EMP-00045,Recurring,,Thursday,True,07:00,19:00,PM
EMP-00045,Recurring,,Friday,True,07:00,15:00,Split
EMP-00045,Recurring,,Saturday,False,,,
EMP-00045,Recurring,,Sunday,True,07:00,17:00,Night
EMP-00046,Recurring,,Monday,False,,,
EMP-00046,Recurring,,Tuesday,True,07:00,15:00,AM
EMP-00046,Recurring,,Wednesday,True,07:00,15:00,AM
EMP-00046,Recurring,,Thursday,True,07:00,21:00,Split
EMP-00046,Recurring,,Friday,False,,,
EMP-00046,Recurring,,Saturday,True,07:00,19:00,Night
EMP-00046,Recurring,,Sunday,False,,,
EMP-00047,Recurring,,Monday,True,07:00,17:00,Split
EMP-00047,Recurring,,Tuesday,True,07:00,19:00,Night
EMP-00047,Recurring,,Wednesday,True,07:00,19:00,PM
EMP-00047,Recurring,,Thursday,True,07:00,19:00,AM
EMP-00047,Recurring,,Friday,False,,,
EMP-00047,Recurring,,Saturday,True,07:00,15:00,Split
EMP-00047,Recurring,,Sunday,False,,,
EMP-00048,Recurring,,Monday,True,07:00,15:00,PM
EMP-00048,Recurring,,Tuesday,False,,,
EMP-00048,Recurring,,Wednesday,True,07:00,17:00,AM
EMP-00048,Recurring,,Thursday,False,,,
EMP-00048,Recurring,,Friday,True,07:00,17:00,Split
EMP-00048,Recurring,,Saturday,True,07:00,21:00,PM
EMP-00048,Recurring,,Sunday,False,,,
EMP-00049,Recurring,,Monday,True,07:00,19:00,AM
EMP-00049,Recurring,,Tuesday,True,07:00,21:00,PM
EMP-00049,Recurring,,Wednesday,False,,,
EMP-00049,Recurring,,Thursday,True,07:00,19:00,Split
EMP-00049,Recurring,,Friday,False,,,
EMP-00049,Recurring,,Saturday,True,07:00,19:00,AM
EMP-00049,Recurring,,Sunday,True,07:00,15:00,AM
EMP-00050,Recurring,,Monday,False,,,
EMP-00050,Recurring,,Tuesday,True,07:00,17:00,AM
EMP-00050,Recurring,,Wednesday,True,07:00,17:00,AM
EMP-00050,Recurring,,Thursday,False,,,
EMP-00050,Recurring,,Friday,True,07:00,21:00,PM
EMP-00050,Recurring,,Saturday,True,07:00,15:00,Night
EMP-00050,Recurring,,Sunday,True,07:00,21:00,PM
EMP-00051,Recurring,,Monday,True,07:00,17:00,PM
EMP-00051,Recurring,,Tuesday,True,07:00,21:00,Night
EMP-00051,Recurring,,Wednesday,True,07:00,17:00,PM
EMP-00051,Recurring,,Thursday,False,,,
EMP-00051,Recurring,,Friday,True,07:00,21:00,AM
EMP-00051,Recurring,,Saturday,False,,,
EMP-00051,Recurring,,Sunday,True,07:00,15:00,Night
EMP-00052,Recurring,,Monday,True,07:00,15:00,AM
EMP-00052,Recurring,,Tuesday,False,,,
EMP-00052,Recurring,,Wednesday,True,07:00,21:00,AM
EMP-00052,Recurring,,Thursday,False,,,
EMP-00052,Recurring,,Friday,False,,,
EMP-00052,Recurring,,Saturday,True,07:00,19:00,PM
EMP-00052,Recurring,,Sunday,False,,,
EMP-00053,Recurring,,Monday,False,,,
EMP-00053,Recurring,,Tuesday,False,,,
EMP-00053,Recurring,,Wednesday,True,07:00,15:00,Night
EMP-00053,Recurring,,Thursday,True,07:00,19:00,AM
EMP-00053,Recurring,,Friday,True,07:00,21:00,Night
EMP-00053,Recurring,,Saturday,True,07:00,15:00,Split
EMP-00053,Recurring,,Sunday,False,,,
EMP-00054,Recurring,,Monday,True,07:00,19:00,Split
EMP-00054,Recurring,,Tuesday,True,07:00,15:00,AM
EMP-00054,Recurring,,Wednesday,False,,,
EMP-00054,Recurring,,Thursday,True,07:00,17:00,Night
EMP-00054,Recurring,,Friday,True,07:00,21:00,Night
EMP-00054,Recurring,,Saturday,True,07:00,19:00,AM
EMP-00054,Recurring,,Sunday,False,,,
EMP-00055,Recurring,,Monday,True,07:00,21:00,PM
EMP-00055,Recurring,,Tuesday,False,,,
EMP-00055,Recurring,,Wednesday,True,07:00,21:00,Night
EMP-00055,Recurring,,Thursday,True,07:00,19:00,Split
EMP-00055,Recurring,,Friday,False,,,
EMP-00055,Recurring,,Saturday,False,,,
EMP-00055,Recurring,,Sunday,False,,,
EMP-00056,Recurring,,Monday,False,,,
EMP-00056,Recurring,,Tuesday,False,,,
EMP-00056,Recurring,,Wednesday,False,,,
EMP-00056,Recurring,,Thursday,True,07:00,21:00,Split
EMP-00056,Recurring,,Friday,False,,,
EMP-00056,Recurring,,Saturday,True,07:00,21:00,Split
EMP-00056,Recurring,,Sunday,True,07:00,17:00,Night
EMP-00057,Recurring,,Monday,False,,,
EMP-00057,Recurring,,Tuesday,False,,,
EMP-00057,Recurring,,Wednesday,False,,,
EMP-00057,Recurring,,Thursday,True,07:00,19:00,Night
EMP-00057,Recurring,,Friday,True,07:00,19:00,Split
EMP-00057,Recurring,,Saturday,True,07:00,15:00,PM
EMP-00057,Recurring,,Sunday,True,07:00,19:00,Split
EMP-00058,Recurring,,Monday,False,,,
EMP-00058,Recurring,,Tuesday,True,07:00,19:00,Split
EMP-00058,Recurring,,Wednesday,True,07:00,15:00,Split
EMP-00058,Recurring,,Thursday,True,07:00,17:00,Night
EMP-00058,Recurring,,Friday,True,07:00,19:00,Night
EMP-00058,Recurring,,Saturday,True,07:00,21:00,AM
EMP-00058,Recurring,,Sunday,False,,,
EMP-00059,Recurring,,Monday,True,07:00,19:00,AM
EMP-00059,Recurring,,Tuesday,True,07:00,17:00,AM
EMP-00059,Recurring,,Wednesday,True,07:00,15:00,Split
EMP-00059,Recurring,,Thursday,False,,,
EMP-00059,Recurring,,Friday,False,,,
EMP-00059,Recurring,,Saturday,True,07:00,21:00,Night
EMP-00059,Recurring,,Sunday,True,07:00,15:00,AM
EMP-00060,Recurring,,Monday,False,,,
EMP-00060,Recurring,,Tuesday,True,07:00,21:00,PM
EMP-00060,Recurring,,Wednesday,False,,,
EMP-00060,Recurring,,Thursday,True,07:00,19:00,AM
EMP-00060,Recurring,,Friday,False,,,
EMP-00060,Recurring,,Saturday,False,,,
EMP-00060,Recurring,,Sunday,True,07:00,21:00,AM
EMP-00061,Recurring,,Monday,True,07:00,17:00,PM
EMP-00061,Recurring,,Tuesday,True,07:00,17:00,PM
EMP-00061,Recurring,,Wednesday,True,07:00,15:00,Split
EMP-00061,Recurring,,Thursday,True,07:00,15:00,AM
EMP-00061,Recurring,,Friday,False,,,
EMP-00061,Recurring,,Saturday,True,07:00,15:00,Split
EMP-00061,Recurring,,Sunday,False,,,
EMP-00062,Recurring,,Monday,True,07:00,17:00,Split
EMP-00062,Recurring,,Tuesday,True,07:00,21:00,Night
EMP-00062,Recurring,,Wednesday,True,07:00,15:00,PM
EMP-00062,Recurring,,Thursday,False,,,
EMP-00062,Recurring,,Friday,False,,,
EMP-00062,Recurring,,Saturday,False,,,
EMP-00062,Recurring,,Sunday,True,07:00,15:00,Night
EMP-00063,Recurring,,Monday,False,,,
EMP-00063,Recurring,,Tuesday,False,,,
EMP-00063,Recurring,,Wednesday,False,,,
EMP-00063,Recurring,,Thursday,True,07:00,17:00,Night
EMP-00063,Recurring,,Friday,False,,,
EMP-00063,Recurring,,Saturday,True,07:00,19:00,Split
EMP-00063,Recurring,,Sunday,True,07:00,17:00,Split
EMP-00064,Recurring,,Monday,False,,,
EMP-00064,Recurring,,Tuesday,True,07:00,15:00,Split
EMP-00064,Recurring,,Wednesday,True,07:00,19:00,AM
EMP-00064,Recurring,,Thursday,False,,,
EMP-00064,Recurring,,Friday,True,07:00,17:00,Split
EMP-00064,Recurring,,Saturday,False,,,
EMP-00064,Recurring,,Sunday,True,07:00,17:00,Split
EMP-00065,Recurring,,Monday,True,07:00,19:00,AM
EMP-00065,Recurring,,Tuesday,True,07:00,21:00,PM
EMP-00065,Recurring,,Wednesday,False,,,
EMP-00065,Recurring,,Thursday,True,07:00,19:00,Night
EMP-00065,Recurring,,Friday,True,07:00,15:00,AM
EMP-00065,Recurring,,Saturday,False,,,
EMP-00065,Recurring,,Sunday,False,,,
EMP-00066,Recurring,,Monday,True,07:00,19:00,Night
EMP-00066,Recurring,,Tuesday,True,07:00,17:00,Split
EMP-00066,Recurring,,Wednesday,False,,,
EMP-00066,Recurring,,Thursday,True,07:00,19:00,PM
EMP-00066,Recurring,,Friday,True,07:00,15:00,PM
EMP-00066,Recurring,,Saturday,True,07:00,15:00,AM
EMP-00066,Recurring,,Sunday,False,,,
EMP-00067,Recurring,,Monday,True,07:00,17:00,AM
EMP-00067,Recurring,,Tuesday,True,07:00,15:00,AM
EMP-00067,Recurring,,Wednesday,True,07:00,17:00,Night
EMP-00067,Recurring,,Thursday,False,,,
EMP-00067,Recurring,,Friday,False,,,
EMP-00067,Recurring,,Saturday,False,,,
EMP-00067,Recurring,,Sunday,False,,,
EMP-00068,Recurring,,Monday,False,,,
EMP-00068,Recurring,,Tuesday,True,07:00,21:00,Night
EMP-00068,Recurring,,Wednesday,True,07:00,15:00,AM
EMP-00068,Recurring,,Thursday,False,,,
EMP-00068,Recurring,,Friday,True,07:00,19:00,PM
EMP-00068,Recurring,,Saturday,True,07:00,17:00,PM
EMP-00068,Recurring,,Sunday,True,07:00,21:00,PM
EMP-00069,Recurring,,Monday,True,07:00,19:00,Split
EMP-00069,Recurring,,Tuesday,True,07:00,17:00,Night
EMP-00069,Recurring,,Wednesday,False,,,
EMP-00069,Recurring,,Thursday,False,,,
EMP-00069,Recurring,,Friday,True,07:00,15:00,Night
EMP-00069,Recurring,,Saturday,False,,,
EMP-00069,Recurring,,Sunday,False,,,
EMP-00070,Recurring,,Monday,True,07:00,15:00,PM
EMP-00070,Recurring,,Tuesday,False,,,
EMP-00070,Recurring,,Wednesday,True,07:00,21:00,Split
EMP-00070,Recurring,,Thursday,False,,,
EMP-00070,Recurring,,Friday,True,07:00,19:00,Night
EMP-00070,Recurring,,Saturday,False,,,
EMP-00070,Recurring,,Sunday,True,07:00,19:00,PM
EMP-00071,Recurring,,Monday,False,,,
EMP-00071,Recurring,,Tuesday,False,,,
EMP-00071,Recurring,,Wednesday,True,07:00,15:00,PM
EMP-00071,Recurring,,Thursday,True,07:00,19:00,Night
EMP-00071,Recurring,,Friday,False,,,
EMP-00071,Recurring,,Saturday,True,07:00,21:00,AM
EMP-00071,Recurring,,Sunday,True,07:00,21:00,Split
EMP-00072,Recurring,,Monday,False,,,
EMP-00072,Recurring,,Tuesday,True,07:00,15:00,Night
EMP-00072,Recurring,,Wednesday,False,,,
EMP-00072,Recurring,,Thursday,False,,,
EMP-00072,Recurring,,Friday,True,07:00,15:00,Split
EMP-00072,Recurring,,Saturday,True,07:00,21:00,Night
