employee_id,skill_id,proficiency_level,certified_date,expiry_date,expired_flag
EMP-00019,SK-14,3,2024-11-02,2026-11-02,False
EMP-00019,SK-12,1,2023-10-31,,False
EMP-00019,SK-01,3,2022-10-23,,False
EMP-00019,SK-13,2,2024-12-17,,False
EMP-00020,SK-07,2,2025-03-14,2028-03-13,False
EMP-00020,SK-02,1,2023-03-20,,False
EMP-00020,SK-08,3,2024-06-23,2027-06-23,False
EMP-00020,SK-09,2,2023-04-10,2025-04-09,True
EMP-00020,SK-01,3,2021-10-29,2023-10-29,True
EMP-00020,SK-04,1,2022-08-03,2024-08-02,True
EMP-00021,SK-02,1,2025-06-19,2027-06-19,False
EMP-00021,SK-03,1,2022-01-24,2025-01-23,True
EMP-00021,SK-05,2,2023-05-31,2026-05-30,True
EMP-00021,SK-08,2,2023-10-02,2024-10-01,True
EMP-00021,SK-12,3,2024-03-25,,False
EMP-00021,SK-01,3,2022-09-13,2023-09-13,True
EMP-00021,SK-04,3,2024-01-18,2026-01-17,True
EMP-00022,SK-02,1,2022-10-05,,False
EMP-00022,SK-14,2,2024-09-25,2027-09-25,False
EMP-00022,SK-08,3,2023-12-31,,False
EMP-00022,SK-09,1,2024-08-15,,False
EMP-00022,SK-01,2,2024-01-03,2025-01-02,True
EMP-00022,SK-04,3,2021-11-28,2023-11-28,True
EMP-00023,SK-02,1,2025-03-02,2027-03-02,False
EMP-00023,SK-05,2,2023-11-06,2024-11-05,True
EMP-00023,SK-08,1,2024-05-17,2025-05-17,True
EMP-00023,SK-11,3,2022-03-06,,False
EMP-00023,SK-01,3,2025-05-03,2027-05-03,False
EMP-00024,SK-02,1,2022-01-18,,False
EMP-00024,SK-14,1,2022-05-29,2023-05-29,True
EMP-00024,SK-12,1,2024-10-01,2025-10-01,True
EMP-00024,SK-01,2,2024-11-04,2025-11-04,True
EMP-00024,SK-04,3,2025-04-14,2026-04-14,True
EMP-00025,SK-02,1,2022-10-05,2025-10-04,True
EMP-00025,SK-01,2,2022-08-11,2023-08-11,True
EMP-00025,SK-13,1,2024-01-01,,False
EMP-00026,SK-07,2,2024-03-28,2025-03-28,True
EMP-00026,SK-02,2,2025-04-19,2026-04-19,True
EMP-00026,SK-05,1,2022-07-11,,False
EMP-00026,SK-10,3,2023-12-14,2024-12-13,True
EMP-00026,SK-01,3,2024-08-14,,False
EMP-00026,SK-13,3,2022-12-08,2024-12-07,True
EMP-00027,SK-07,3,2024-09-24,2026-09-24,False
EMP-00027,SK-02,1,2023-01-30,,False
EMP-00027,SK-10,2,2024-06-07,,False
EMP-00027,SK-11,2,2024-08-11,2026-08-11,False
EMP-00027,SK-01,2,2023-06-13,2025-06-12,True
EMP-00027,SK-13,1,2023-11-12,2026-11-11,False
EMP-00028,SK-02,1,2022-12-17,2025-12-16,True
EMP-00028,SK-05,1,2022-09-12,2024-09-11,True
EMP-00028,SK-10,1,2024-01-01,2025-12-31,True
EMP-00028,SK-11,1,2021-10-07,2022-10-07,True
EMP-00028,SK-01,3,2023-11-18,,False
EMP-00029,SK-07,1,2023-07-02,2025-07-01,True
EMP-00029,SK-02,3,2023-03-14,2026-03-13,True
EMP-00029,SK-10,3,2022-01-07,2024-01-07,True
EMP-00029,SK-03,2,2023-07-19,2026-07-18,True
EMP-00029,SK-08,1,2021-10-03,2024-10-02,True
EMP-00029,SK-12,2,2025-04-14,2027-04-14,False
EMP-00029,SK-01,2,2023-01-05,2025-01-04,True
EMP-00030,SK-06,1,2024-11-13,2026-11-13,False
EMP-00030,SK-07,2,2025-01-03,2026-01-03,True
EMP-00030,SK-02,2,2025-07-22,2028-07-21,False
EMP-00030,SK-14,2,2024-02-29,,False
EMP-00030,SK-01,1,2022-10-07,2025-10-06,True
EMP-00030,SK-13,3,2024-09-26,2027-09-26,False
EMP-00030,SK-04,3,2024-12-20,2025-12-20,True
EMP-00031,SK-02,1,2024-06-15,,False
EMP-00031,SK-03,3,2024-09-05,2025-09-05,True
EMP-00031,SK-14,1,2021-12-18,2024-12-17,True
EMP-00031,SK-05,3,2022-09-06,2024-09-05,True
EMP-00031,SK-08,3,2024-03-09,,False
EMP-00031,SK-01,1,2024-09-14,2027-09-14,False
EMP-00032,SK-02,1,2025-07-10,,False
EMP-00032,SK-03,2,2023-07-21,2025-07-20,True
EMP-00032,SK-14,2,2022-10-23,,False
EMP-00032,SK-09,1,2022-01-03,2024-01-03,True
EMP-00032,SK-01,3,2024-02-12,2027-02-11,False
EMP-00032,SK-04,1,2022-05-22,2023-05-22,True
EMP-00033,SK-06,1,2021-11-25,2023-11-25,True
EMP-00033,SK-02,2,2024-05-03,2027-05-03,False
EMP-00033,SK-03,1,2025-04-01,2028-03-31,False
EMP-00033,SK-14,2,2023-08-20,2026-08-19,False
EMP-00033,SK-05,3,2023-12-27,2025-12-26,True
EMP-00033,SK-12,2,2022-09-15,,False
EMP-00033,SK-01,2,2023-12-11,2025-12-10,True
EMP-00034,SK-06,1,2023-11-10,2024-11-09,True
EMP-00034,SK-02,3,2025-02-27,,False
EMP-00034,SK-03,1,2023-06-13,2024-06-12,True
EMP-00034,SK-08,1,2021-11-04,2023-11-04,True
EMP-00034,SK-01,2,2024-11-18,2026-11-18,False
EMP-00035,SK-02,1,2025-06-22,,False
EMP-00035,SK-03,2,2024-12-18,2027-12-18,False
EMP-00035,SK-14,3,2024-09-07,2026-09-07,False
EMP-00035,SK-08,1,2023-11-15,2025-11-14,True
EMP-00035,SK-01,2,2023-11-02,,False
EMP-00035,SK-13,1,2022-02-27,2023-02-27,True
EMP-00036,SK-02,3,2022-02-21,2023-02-21,True
EMP-00036,SK-05,3,2023-01-17,2024-01-17,True
EMP-00036,SK-08,3,2024-10-22,2027-10-22,False
EMP-00036,SK-12,2,2021-12-06,,False
EMP-00036,SK-01,3,2023-06-06,2025-06-05,True
EMP-00037,SK-02,3,2024-03-20,2026-03-20,True
EMP-00037,SK-05,1,2024-03-10,2025-03-10,True
EMP-00037,SK-10,2,2023-11-20,2026-11-19,False
EMP-00037,SK-09,2,2024-08-12,2027-08-12,False
EMP-00037,SK-01,3,2022-08-08,2025-08-07,True
EMP-00037,SK-04,1,2024-09-17,2027-09-17,False
EMP-00038,SK-07,1,2024-08-15,2025-08-15,True
EMP-00038,SK-02,2,2022-04-07,2023-04-07,True
EMP-00038,SK-11,2,2023-10-29,2024-10-28,True
EMP-00038,SK-09,1,2025-03-29,2026-03-29,True
EMP-00038,SK-01,3,2022-06-03,2025-06-02,True
EMP-00039,SK-02,2,2023-08-02,,False
EMP-00039,SK-03,3,2025-07-06,,False
EMP-00039,SK-14,1,2022-11-01,,False
EMP-00039,SK-08,3,2022-02-09,2023-02-09,True
EMP-00039,SK-01,3,2024-10-29,2027-10-29,False
EMP-00039,SK-13,3,2025-04-05,2026-04-05,True
EMP-00040,SK-02,2,2023-02-16,2026-02-15,True
EMP-00040,SK-08,3,2024-12-21,2027-12-21,False
EMP-00040,SK-09,3,2022-11-10,2023-11-10,True
EMP-00040,SK-01,3,2022-10-12,2023-10-12,True
EMP-00040,SK-13,3,2023-07-25,2025-07-24,True
EMP-00041,SK-06,1,2024-02-26,,False
EMP-00041,SK-02,3,2024-02-14,2025-02-13,True
EMP-00041,SK-14,3,2023-10-17,2026-10-16,False
EMP-00041,SK-01,1,2023-07-29,2026-07-28,True
EMP-00041,SK-13,3,2024-09-26,,False
EMP-00041,SK-04,1,2023-01-22,2025-01-21,True
EMP-00042,SK-07,3,2022-12-02,2025-12-01,True
EMP-00042,SK-02,2,2023-06-30,2024-06-29,True
EMP-00042,SK-03,3,2025-03-22,2028-03-21,False
EMP-00042,SK-08,1,2022-04-17,2024-04-16,True
EMP-00042,SK-12,2,2025-04-14,2027-04-14,False
EMP-00042,SK-09,1,2022-09-08,,False
EMP-00042,SK-01,2,2024-06-21,2027-06-21,False
EMP-00043,SK-02,3,2025-06-03,2027-06-03,False
EMP-00043,SK-10,2,2021-12-06,2023-12-06,True
EMP-00043,SK-08,2,2024-11-01,2025-11-01,True
EMP-00043,SK-11,2,2022-03-10,2025-03-09,True
EMP-00043,SK-01,1,2024-06-24,2025-06-24,True
EMP-00044,SK-02,1,2024-06-19,2026-06-19,True
EMP-00044,SK-03,3,2024-10-04,2026-10-04,False
EMP-00044,SK-09,2,2023-12-25,2026-12-24,False
EMP-00044,SK-01,2,2024-07-14,2026-07-14,True
EMP-00045,SK-02,1,2023-01-29,,False
EMP-00045,SK-05,2,2023-12-26,2024-12-25,True
EMP-00045,SK-08,2,2024-08-11,2026-08-11,False
EMP-00045,SK-09,3,2024-04-29,2026-04-29,True
EMP-00045,SK-01,2,2022-06-22,2023-06-22,True
EMP-00046,SK-06,3,2022-04-22,2024-04-21,True
EMP-00046,SK-02,3,2025-03-05,2026-03-05,True
EMP-00046,SK-03,1,2022-05-20,,False
EMP-00046,SK-08,2,2025-06-22,,False
EMP-00046,SK-01,3,2024-08-13,,False
EMP-00047,SK-02,3,2022-01-08,,False
EMP-00047,SK-10,2,2022-10-02,2023-10-02,True
EMP-00047,SK-08,2,2023-11-12,,False
EMP-00047,SK-11,3,2023-07-08,2024-07-07,True
EMP-00047,SK-01,3,2024-04-11,2025-04-11,True
EMP-00048,SK-07,1,2023-08-10,2025-08-09,True
EMP-00048,SK-02,3,2023-09-25,2024-09-24,True
EMP-00048,SK-01,1,2024-06-13,2026-06-13,True
EMP-00049,SK-02,2,2024-07-18,,False
EMP-00049,SK-03,2,2025-05-20,2026-05-20,True
EMP-00049,SK-11,3,2023-12-12,2024-12-11,True
EMP-00049,SK-01,3,2022-10-11,2025-10-10,True
EMP-00050,SK-07,3,2024-06-29,2026-06-29,True
EMP-00050,SK-02,1,2022-04-10,2024-04-09,True
EMP-00050,SK-03,3,2023-07-16,,False
EMP-00050,SK-10,3,2024-09-10,2025-09-10,True
EMP-00050,SK-14,1,2024-05-30,2025-05-30,True
EMP-00050,SK-11,2,2024-01-09,2026-01-08,True
EMP-00050,SK-01,3,2024-10-17,2027-10-17,False
EMP-00051,SK-06,1,2024-01-13,2026-01-12,True
EMP-00051,SK-07,2,2022-10-30,2024-10-29,True
EMP-00051,SK-02,1,2023-01-27,2025-01-26,True
EMP-00051,SK-09,2,2022-04-24,2023-04-24,True
EMP-00051,SK-01,1,2024-07-18,2025-07-18,True
EMP-00052,SK-02,3,2024-08-25,2027-08-25,False
EMP-00052,SK-05,1,2024-03-31,2025-03-31,True
EMP-00052,SK-08,3,2022-06-27,,False
EMP-00052,SK-09,1,2024-09-11,2027-09-11,False
EMP-00052,SK-01,3,2022-11-08,2024-11-07,True
EMP-00052,SK-04,2,2022-12-13,,False
EMP-00053,SK-06,2,2024-11-17,2026-11-17,False
EMP-00053,SK-02,1,2024-03-26,2025-03-26,True
EMP-00053,SK-08,1,2022-01-10,2025-01-09,True
EMP-00053,SK-01,3,2024-07-28,2025-07-28,True
EMP-00053,SK-13,1,2025-02-22,,False
EMP-00054,SK-02,2,2022-01-31,2024-01-31,True
EMP-00054,SK-05,2,2024-02-03,,False
EMP-00054,SK-10,1,2024-04-04,2026-04-04,True
EMP-00054,SK-01,1,2025-03-20,2028-03-19,False
EMP-00054,SK-04,1,2024-09-11,2025-09-11,True
EMP-00055,SK-06,3,2024-05-11,2025-05-11,True
EMP-00055,SK-02,3,2025-04-19,,False
EMP-00055,SK-05,3,2022-05-06,2024-05-05,True
EMP-00055,SK-11,1,2024-11-28,2026-11-28,False
EMP-00055,SK-01,3,2022-08-22,2025-08-21,True
EMP-00055,SK-13,1,2022-08-25,2024-08-24,True
EMP-00056,SK-07,1,2023-01-22,2024-01-22,True
EMP-00056,SK-02,3,2023-01-05,,False
EMP-00056,SK-05,2,2022-07-08,,False
EMP-00056,SK-12,2,2023-08-01,,False
EMP-00056,SK-01,1,2025-03-08,,False
EMP-00056,SK-13,3,2021-10-31,2023-10-31,True
EMP-00057,SK-06,2,2024-01-24,,False
EMP-00057,SK-07,1,2025-05-16,,False
EMP-00057,SK-02,3,2024-07-12,,False
EMP-00057,SK-08,3,2022-01-25,2024-01-25,True
EMP-00057,SK-01,2,2024-04-23,2027-04-23,False
EMP-00058,SK-06,3,2025-05-14,2026-05-14,True
EMP-00058,SK-07,2,2024-03-20,2027-03-20,False
EMP-00058,SK-02,2,2023-06-17,2025-06-16,True
EMP-00058,SK-01,1,2022-06-03,,False
EMP-00058,SK-04,1,2023-01-04,,False
EMP-00059,SK-07,3,2024-11-28,2025-11-28,True
EMP-00059,SK-02,1,2024-05-27,2027-05-27,False
EMP-00059,SK-03,3,2024-07-21,2025-07-21,True
EMP-00059,SK-05,2,2021-12-24,2022-12-24,True
EMP-00059,SK-11,3,2023-05-31,2025-05-30,True
EMP-00059,SK-01,2,2024-07-26,2025-07-26,True
EMP-00059,SK-13,3,2023-04-13,2024-04-12,True
EMP-00060,SK-07,2,2025-04-16,2028-04-15,False
EMP-00060,SK-02,3,2025-02-08,2027-02-08,False
EMP-00060,SK-08,1,2024-07-24,,False
EMP-00060,SK-01,1,2024-11-06,2026-11-06,False
EMP-00061,SK-02,3,2023-10-07,2024-10-06,True
EMP-00061,SK-05,3,2025-02-28,2028-02-28,False
EMP-00061,SK-08,1,2022-08-26,2024-08-25,True
EMP-00061,SK-11,2,2022-03-28,2024-03-27,True
EMP-00061,SK-01,3,2022-08-16,,False
EMP-00062,SK-02,1,2021-12-13,2023-12-13,True
EMP-00062,SK-11,3,2024-04-25,2026-04-25,True
EMP-00062,SK-09,2,2023-11-02,2026-11-01,False
EMP-00062,SK-01,2,2024-05-21,2025-05-21,True
EMP-00063,SK-06,2,2023-01-26,2024-01-26,True
EMP-00063,SK-02,2,2023-04-27,2026-04-26,True
EMP-00063,SK-03,3,2025-03-14,,False
EMP-00063,SK-10,2,2022-03-05,2025-03-04,True
EMP-00063,SK-14,1,2022-03-22,2024-03-21,True
EMP-00063,SK-09,3,2022-04-27,2024-04-26,True
EMP-00063,SK-01,2,2024-02-27,,False
EMP-00064,SK-07,1,2023-01-11,2025-01-10,True
EMP-00064,SK-02,1,2024-10-22,2027-10-22,False
EMP-00064,SK-11,1,2024-05-21,2027-05-21,False
EMP-00064,SK-01,2,2024-01-30,2025-01-29,True
EMP-00064,SK-04,3,2022-12-03,2025-12-02,True
EMP-00065,SK-02,3,2022-02-04,,False
EMP-00065,SK-05,3,2024-03-21,2025-03-21,True
EMP-00065,SK-14,3,2023-12-04,,False
EMP-00065,SK-08,3,2023-07-05,,False
EMP-00065,SK-01,1,2023-10-24,2024-10-23,True
EMP-00065,SK-04,1,2023-11-14,2026-11-13,False
EMP-00066,SK-02,3,2022-10-21,,False
EMP-00066,SK-10,3,2023-04-13,2026-04-12,True
EMP-00066,SK-09,3,2023-03-24,2025-03-23,True
EMP-00066,SK-01,2,2023-04-23,,False
EMP-00067,SK-02,2,2023-02-02,2025-02-01,True
EMP-00067,SK-10,3,2025-06-24,2026-06-24,True
EMP-00067,SK-08,3,2024-04-07,2027-04-07,False
EMP-00067,SK-11,3,2024-05-18,2025-05-18,True
EMP-00067,SK-01,3,2025-03-14,2027-03-14,False
EMP-00068,SK-02,1,2023-04-29,2026-04-28,True
EMP-00068,SK-03,1,2024-05-21,2027-05-21,False
EMP-00068,SK-05,1,2022-12-01,2023-12-01,True
EMP-00068,SK-08,1,2022-10-14,2025-10-13,True
EMP-00068,SK-01,3,2022-02-19,2023-02-19,True
EMP-00068,SK-04,3,2022-10-13,,False
EMP-00069,SK-07,1,2022-03-28,2024-03-27,True
EMP-00069,SK-02,2,2024-04-27,,False
EMP-00069,SK-03,1,2023-06-05,2025-06-04,True
EMP-00069,SK-10,3,2023-04-13,2026-04-12,True
EMP-00069,SK-01,3,2023-03-17,,False
EMP-00070,SK-06,1,2024-03-20,2025-03-20,True
EMP-00070,SK-02,1,2024-07-06,2025-07-06,True
EMP-00070,SK-05,2,2022-08-25,,False
EMP-00070,SK-01,3,2023-03-20,,False
EMP-00071,SK-02,1,2025-04-02,2027-04-02,False
EMP-00071,SK-14,1,2024-01-17,,False
EMP-00071,SK-12,1,2024-10-05,2025-10-05,True
EMP-00071,SK-01,2,2025-01-18,2028-01-18,False
EMP-00072,SK-06,2,2025-01-11,2028-01-11,False
EMP-00072,SK-07,1,2025-03-11,2028-03-10,False
EMP-00072,SK-02,2,2022-04-03,,False
EMP-00072,SK-10,2,2023-06-11,2026-06-10,True
EMP-00072,SK-03,1,2025-04-17,2027-04-17,False
EMP-00072,SK-01,2,2022-11-26,2023-11-26,True
EMP-00073,SK-02,1,2022-05-18,2023-05-18,True
EMP-00073,SK-10,3,2024-05-30,2025-05-30,True
EMP-00073,SK-14,3,2025-05-05,2028-05-04,False
EMP-00073,SK-01,2,2022-10-05,2023-10-05,True
EMP-00073,SK-13,2,2023-06-21,,False
EMP-00073,SK-04,3,2024-06-21,,False
EMP-00074,SK-07,1,2022-05-25,,False
EMP-00074,SK-02,1,2024-06-14,2026-06-14,True
EMP-00074,SK-14,2,2022-03-08,2023-03-08,True
EMP-00074,SK-12,3,2022-01-23,2025-01-22,True
EMP-00074,SK-01,2,2024-07-21,,False
EMP-00075,SK-02,3,2023-12-06,2025-12-05,True
EMP-00075,SK-05,1,2024-05-24,,False
EMP-00075,SK-08,1,2022-04-07,2024-04-06,True
EMP-00075,SK-01,3,2024-12-26,,False
EMP-00075,SK-13,2,2024-10-01,2027-10-01,False
EMP-00076,SK-06,1,2024-08-26,2026-08-26,False
EMP-00076,SK-02,1,2023-05-21,2024-05-20,True
EMP-00076,SK-10,3,2025-05-18,2027-05-18,False
EMP-00076,SK-14,1,2024-11-18,,False
EMP-00076,SK-01,3,2025-05-21,2027-05-21,False
EMP-00077,SK-02,2,2022-05-06,2024-05-05,True
EMP-00077,SK-12,2,2025-07-07,2027-07-07,False
EMP-00077,SK-09,3,2024-10-22,,False
EMP-00077,SK-01,1,2024-07-29,2026-07-29,True
EMP-00078,SK-02,2,2022-12-04,,False
EMP-00078,SK-05,3,2022-02-28,2024-02-28,True
EMP-00078,SK-08,2,2024-10-13,2025-10-13,True
EMP-00078,SK-09,1,2023-06-11,2026-06-10,True
EMP-00078,SK-01,2,2022-03-28,2024-03-27,True
EMP-00079,SK-06,1,2023-09-14,2025-09-13,True
EMP-00079,SK-07,3,2024-01-28,2025-01-27,True
EMP-00079,SK-02,1,2023-07-20,2024-07-19,True
EMP-00079,SK-08,3,2022-04-27,,False
EMP-00079,SK-11,1,2025-01-31,2026-01-31,True
EMP-00079,SK-01,3,2022-09-12,,False
EMP-00079,SK-13,3,2025-03-10,2026-03-10,True
EMP-00080,SK-02,3,2025-05-01,,False
EMP-00080,SK-10,2,2022-10-28,,False
EMP-00080,SK-08,3,2023-10-10,2025-10-09,True
EMP-00080,SK-01,3,2022-11-26,2023-11-26,True
EMP-00080,SK-13,1,2025-05-01,2028-04-30,False
EMP-00081,SK-06,1,2024-12-12,2025-12-12,True
EMP-00081,SK-02,2,2022-12-05,2025-12-04,True
EMP-00081,SK-05,2,2023-09-22,,False
EMP-00081,SK-11,2,2025-05-03,2026-05-03,True
EMP-00081,SK-09,2,2024-01-08,,False
EMP-00081,SK-01,2,2022-09-04,2025-09-03,True
EMP-00082,SK-07,2,2023-03-07,,False
EMP-00082,SK-02,3,2025-06-18,2028-06-17,False
EMP-00082,SK-03,1,2025-03-04,2026-03-04,True
EMP-00082,SK-14,3,2022-05-06,2025-05-05,True
EMP-00082,SK-09,3,2022-03-27,2025-03-26,True
EMP-00082,SK-01,2,2024-04-18,2025-04-18,True
EMP-00083,SK-11,2,2023-04-20,,False
EMP-00083,SK-02,3,2024-06-06,2026-06-06,True
EMP-00083,SK-03,3,2023-11-10,,False
EMP-00083,SK-12,2,2025-06-03,2028-06-02,False
EMP-00083,SK-01,2,2023-07-31,2025-07-30,True
EMP-00084,SK-02,3,2024-12-11,2026-12-11,False
EMP-00084,SK-03,2,2021-12-18,2023-12-18,True
EMP-00084,SK-11,3,2021-10-21,2022-10-21,True
EMP-00084,SK-01,2,2025-02-26,2026-02-26,True
EMP-00085,SK-06,2,2022-07-05,,False
EMP-00085,SK-02,2,2025-02-18,,False
EMP-00085,SK-10,1,2022-02-16,,False
EMP-00085,SK-12,1,2024-01-11,2025-01-10,True
EMP-00085,SK-01,3,2021-11-17,,False
EMP-00086,SK-06,1,2023-08-29,2024-08-28,True
EMP-00086,SK-07,3,2023-03-04,2026-03-03,True
EMP-00086,SK-02,3,2021-12-09,2023-12-09,True
EMP-00086,SK-08,3,2022-10-31,2024-10-30,True
EMP-00086,SK-12,3,2025-05-09,2028-05-08,False
EMP-00086,SK-09,1,2023-01-19,,False
EMP-00086,SK-01,2,2023-07-13,,False
EMP-00087,SK-06,2,2024-05-08,,False
EMP-00087,SK-02,1,2025-01-01,2026-01-01,True
EMP-00087,SK-05,3,2022-01-28,2025-01-27,True
EMP-00087,SK-08,1,2024-09-26,2026-09-26,False
EMP-00087,SK-12,3,2024-01-16,2027-01-15,False
EMP-00087,SK-01,2,2024-02-27,,False
EMP-00088,SK-06,3,2025-05-15,,False
EMP-00088,SK-02,2,2022-05-27,2024-05-26,True
EMP-00088,SK-03,2,2023-07-05,2026-07-04,True
EMP-00088,SK-11,3,2023-02-15,2026-02-14,True
EMP-00088,SK-01,1,2023-07-22,2024-07-21,True
EMP-00089,SK-07,2,2023-08-14,2025-08-13,True
EMP-00089,SK-02,2,2025-07-22,2027-07-22,False
EMP-00089,SK-03,1,2024-04-06,,False
EMP-00089,SK-10,3,2025-01-12,2028-01-12,False
EMP-00089,SK-14,3,2024-02-17,2025-02-16,True
EMP-00089,SK-11,2,2023-11-13,2024-11-12,True
EMP-00089,SK-01,1,2024-05-04,,False
EMP-00090,SK-06,2,2024-04-26,2026-04-26,True
EMP-00090,SK-07,1,2022-12-03,,False
EMP-00090,SK-02,1,2024-08-25,2026-08-25,False
EMP-00090,SK-03,1,2023-10-17,,False
EMP-00090,SK-01,2,2022-06-14,2025-06-13,True
EMP-00091,SK-07,1,2025-05-26,2028-05-25,False
EMP-00091,SK-02,1,2023-10-24,2026-10-23,False
EMP-00091,SK-03,1,2021-10-08,2023-10-08,True
EMP-00091,SK-10,2,2023-01-19,2026-01-18,True
