request_id,service_type_name,location_id,urgency,rank,employee_id,match_score
REQ-003849,Care Plan Review,LOC-06,Priority,2,EMP-00110,0.6613
REQ-003849,Care Plan Review,LOC-06,Priority,3,EMP-00096,0.6512
REQ-003882,Community Access Outing,LOC-09,Emergency,1,EMP-00006,0.9227
REQ-003882,Community Access Outing,LOC-09,Emergency,2,EMP-00126,0.8471
REQ-003882,Community Access Outing,LOC-09,Emergency,3,EMP-00027,0.803
REQ-004049,In-Home Support Visit,LOC-07,Urgent,1,EMP-00146,0.9447
REQ-004049,In-Home Support Visit,LOC-07,Urgent,2,EMP-00066,0.9263
REQ-004049,In-Home Support Visit,LOC-07,Urgent,3,EMP-00089,0.8686
REQ-004081,Equipment Assessment,LOC-08,Routine,1,EMP-00112,0.8881
REQ-004081,Equipment Assessment,LOC-08,Routine,2,EMP-00137,0.8167
REQ-004081,Equipment Assessment,LOC-08,Routine,3,EMP-00128,0.7873
REQ-004508,Transport Assistance,LOC-05,Priority,1,EMP-00027,0.803
REQ-004508,Transport Assistance,LOC-05,Priority,2,EMP-00008,0.7905
REQ-004508,Transport Assistance,LOC-05,Priority,3,EMP-00006,0.7727
REQ-005347,Nursing Review,LOC-10,Urgent,1,EMP-00044,0.8093
REQ-005347,Nursing Review,LOC-10,Urgent,2,EMP-00083,0.7994
REQ-005347,Nursing Review,LOC-10,Urgent,3,EMP-00063,0.7817
REQ-005890,In-Home Support Visit,LOC-01,Priority,1,EMP-00047,0.9247
REQ-005890,In-Home Support Visit,LOC-01,Priority,2,EMP-00098,0.8605
REQ-005890,In-Home Support Visit,LOC-01,Priority,3,EMP-00146,0.7947
REQ-005899,Allied Health Session,LOC-02,Priority,1,EMP-00124,0.8366
REQ-005899,Allied Health Session,LOC-02,Priority,2,EMP-00021,0.7808
REQ-005899,Allied Health Session,LOC-02,Priority,3,EMP-00008,0.7738
REQ-006177,Equipment Assessment,LOC-04,Routine,1,EMP-00100,0.8591
REQ-006177,Equipment Assessment,LOC-04,Routine,2,EMP-00018,0.7825
REQ-006177,Equipment Assessment,LOC-04,Routine,3,EMP-00041,0.7671
REQ-006380,Equipment Assessment,LOC-06,Routine,1,EMP-00110,0.8413
REQ-006380,Equipment Assessment,LOC-06,Routine,2,EMP-00018,0.7825
REQ-006380,Equipment Assessment,LOC-06,Routine,3,EMP-00041,0.7671
REQ-006592,In-Home Support Visit,LOC-08,Urgent,1,EMP-00084,0.9237
REQ-006592,In-Home Support Visit,LOC-08,Urgent,2,EMP-00128,0.854
REQ-006592,In-Home Support Visit,LOC-08,Urgent,3,EMP-00043,0.8416
REQ-006677,Nursing Review,LOC-05,Routine,1,EMP-00063,0.9317
REQ-006677,Nursing Review,LOC-05,Routine,2,EMP-00035,0.8965
REQ-006677,Nursing Review,LOC-05,Routine,3,EMP-00092,0.8583
REQ-000040,Transport Assistance,LOC-01,Priority,1,EMP-00027,0.803
REQ-000040,Transport Assistance,LOC-01,Priority,2,EMP-00006,0.7727
REQ-000040,Transport Assistance,LOC-01,Priority,3,EMP-00110,0.758
REQ-000063,Community Access Outing,LOC-10,Urgent,1,EMP-00018,0.8658
REQ-000063,Community Access Outing,LOC-10,Urgent,2,EMP-00027,0.803
REQ-000063,Community Access Outing,LOC-10,Urgent,3,EMP-00060,0.7875
REQ-000299,Allied Health Session,LOC-02,Routine,1,EMP-00124,0.8366
REQ-000299,Allied Health Session,LOC-02,Routine,2,EMP-00021,0.7808
REQ-000299,Allied Health Session,LOC-02,Routine,3,EMP-00008,0.7738
REQ-000385,Behaviour Support Session,LOC-05,Urgent,1,EMP-00023,0.8107
REQ-000385,Behaviour Support Session,LOC-05,Urgent,2,EMP-00092,0.7916
REQ-000385,Behaviour Support Session,LOC-05,Urgent,3,EMP-00106,0.7862
REQ-000488,Behaviour Support Session,LOC-09,Priority,1,EMP-00023,0.8107
REQ-000488,Behaviour Support Session,LOC-09,Priority,2,EMP-00027,0.7364
REQ-000488,Behaviour Support Session,LOC-09,Priority,3,EMP-00083,0.7327
REQ-000719,Allied Health Session,LOC-03,Routine,1,EMP-00083,0.8827
REQ-000719,Allied Health Session,LOC-03,Routine,2,EMP-00036,0.8576
REQ-000719,Allied Health Session,LOC-03,Routine,3,EMP-00139,0.8106
REQ-001063,Equipment Assessment,LOC-07,Routine,1,EMP-00018,0.7825
REQ-001063,Equipment Assessment,LOC-07,Routine,2,EMP-00041,0.7671
REQ-001063,Equipment Assessment,LOC-07,Routine,3,EMP-00112,0.7381
REQ-001137,Nursing Review,LOC-07,Urgent,1,EMP-00136,0.8169
REQ-001137,Nursing Review,LOC-07,Urgent,2,EMP-00044,0.8093
REQ-001137,Nursing Review,LOC-07,Urgent,3,EMP-00089,0.8019
REQ-001166,Care Plan Review,LOC-07,Routine,1,EMP-00146,0.698
REQ-001166,Care Plan Review,LOC-07,Routine,2,EMP-00089,0.6886
REQ-001166,Care Plan Review,LOC-07,Routine,3,EMP-00066,0.6797
REQ-001245,Community Access Outing,LOC-03,Routine,1,EMP-00027,0.953
REQ-001245,Community Access Outing,LOC-03,Routine,2,EMP-00006,0.7727
REQ-001245,Community Access Outing,LOC-03,Routine,3,EMP-00110,0.758
REQ-001354,Allied Health Session,LOC-04,Priority,1,EMP-00021,0.9308
REQ-001354,Allied Health Session,LOC-04,Priority,2,EMP-00008,0.7738
REQ-001354,Allied Health Session,LOC-04,Priority,3,EMP-00086,0.7737
REQ-001582,Nursing Review,LOC-01,Routine,1,EMP-00044,0.8093
REQ-001582,Nursing Review,LOC-01,Routine,2,EMP-00083,0.7994
REQ-001582,Nursing Review,LOC-01,Routine,3,EMP-00063,0.7817
REQ-001702,In-Home Support Visit,LOC-08,Routine,1,EMP-00084,0.9237
REQ-001702,In-Home Support Visit,LOC-08,Routine,2,EMP-00128,0.854
REQ-001702,In-Home Support Visit,LOC-08,Routine,3,EMP-00043,0.8416
REQ-002203,Equipment Assessment,LOC-02,Routine,1,EMP-00018,0.7825
REQ-002203,Equipment Assessment,LOC-02,Routine,2,EMP-00041,0.7671
REQ-002203,Equipment Assessment,LOC-02,Routine,3,EMP-00112,0.7381
REQ-002229,Transport Assistance,LOC-10,Routine,1,EMP-00018,0.8658
REQ-002229,Transport Assistance,LOC-10,Routine,2,EMP-00027,0.803
REQ-002229,Transport Assistance,LOC-10,Routine,3,EMP-00060,0.7875
REQ-002524,Nursing Review,LOC-10,Emergency,1,EMP-00044,0.8093
REQ-002524,Nursing Review,LOC-10,Emergency,2,EMP-00083,0.7994
REQ-002524,Nursing Review,LOC-10,Emergency,3,EMP-00063,0.7817
REQ-002573,Behaviour Support Session,LOC-05,Priority,1,EMP-00023,0.8107
REQ-002573,Behaviour Support Session,LOC-05,Priority,2,EMP-00092,0.7916
REQ-002573,Behaviour Support Session,LOC-05,Priority,3,EMP-00106,0.7862
