shift_id,employee_id,shift_date,location_id,shift_type,planned_start,planned_end,planned_hours,actual_hours,status,is_overtime_flag,hours_outlier_flag
SFT-000043,EMP-00002,2025-11-10,LOC-10,AM,07:00:00,15:00:00,8.0,8.04,Completed,False,False
SFT-000044,EMP-00002,2025-11-11,LOC-10,PM,13:00:00,21:00:00,8.0,8.13,Completed,False,False
SFT-000045,EMP-00002,2025-11-16,LOC-10,PM,13:00:00,21:00:00,8.0,8.57,Completed,True,False
SFT-000046,EMP-00002,2025-11-17,LOC-10,AM,07:00:00,15:00:00,8.0,8.16,Completed,False,False
SFT-000047,EMP-00002,2025-11-18,LOC-10,PM,13:00:00,21:00:00,8.0,8.04,Completed,False,False
SFT-000048,EMP-00002,2025-11-23,LOC-10,AM,07:00:00,15:00:00,8.0,7.68,Completed,False,False
SFT-000049,EMP-00002,2025-11-24,LOC-10,AM,07:00:00,15:00:00,8.0,8.24,Completed,False,False
SFT-000050,EMP-00002,2025-11-25,LOC-10,PM,13:00:00,21:00:00,8.0,7.99,Completed,False,False
SFT-000051,EMP-00002,2025-11-30,LOC-10,AM,07:00:00,15:00:00,8.0,7.96,Completed,False,False
SFT-000052,EMP-00002,2025-12-01,LOC-10,AM,07:00:00,15:00:00,8.0,10.68,Completed,True,False
SFT-000053,EMP-00002,2025-12-02,LOC-10,AM,07:00:00,15:00:00,8.0,0.0,Cancelled,False,False
SFT-000054,EMP-00002,2025-12-07,LOC-10,PM,13:00:00,21:00:00,8.0,8.05,Completed,False,False
SFT-000055,EMP-00002,2025-12-08,LOC-10,PM,13:00:00,21:00:00,8.0,7.76,Completed,False,False
SFT-000056,EMP-00002,2025-12-14,LOC-10,PM,13:00:00,21:00:00,8.0,8.1,Completed,False,False
SFT-000057,EMP-00002,2025-12-15,LOC-10,PM,13:00:00,21:00:00,8.0,8.16,Completed,False,False
SFT-000058,EMP-00002,2025-12-16,LOC-10,AM,07:00:00,15:00:00,8.0,7.81,Completed,False,False
SFT-000059,EMP-00002,2025-12-21,LOC-10,Night,21:00:00,07:00:00,8.0,8.13,Completed,False,False
SFT-000060,EMP-00002,2025-12-22,LOC-10,AM,07:00:00,15:00:00,8.0,8.11,Completed,False,False
SFT-000061,EMP-00002,2025-12-23,LOC-10,PM,13:00:00,21:00:00,8.0,7.86,Completed,False,False
SFT-000062,EMP-00002,2025-12-28,LOC-10,PM,13:00:00,21:00:00,8.0,7.97,Completed,False,False
SFT-000063,EMP-00002,2025-12-29,LOC-10,PM,13:00:00,21:00:00,8.0,9.39,Completed,True,False
SFT-000064,EMP-00002,2025-12-30,LOC-10,Split,07:00:00,19:00:00,10.0,9.99,Completed,False,False
SFT-000065,EMP-00002,2026-01-04,LOC-10,PM,13:00:00,21:00:00,8.0,8.14,Completed,False,False
SFT-000066,EMP-00002,2026-01-05,LOC-10,Night,21:00:00,07:00:00,8.0,8.04,Completed,False,False
SFT-000067,EMP-00002,2026-01-06,LOC-10,Split,07:00:00,19:00:00,10.0,9.87,Completed,False,False
SFT-000068,EMP-00002,2026-01-11,LOC-10,AM,07:00:00,15:00:00,8.0,10.59,Completed,True,False
SFT-000069,EMP-00002,2026-01-12,LOC-10,AM,07:00:00,15:00:00,8.0,7.9,Completed,False,False
SFT-000070,EMP-00002,2026-01-13,LOC-10,PM,13:00:00,21:00:00,8.0,8.05,Completed,False,False
SFT-000071,EMP-00002,2026-01-18,LOC-10,Night,21:00:00,07:00:00,8.0,9.27,Completed,True,False
SFT-000072,EMP-00002,2026-01-19,LOC-10,Split,07:00:00,19:00:00,10.0,9.8,Completed,False,False
SFT-000073,EMP-00002,2026-01-20,LOC-10,AM,07:00:00,15:00:00,8.0,8.04,Completed,False,False
SFT-000074,EMP-00002,2026-01-25,LOC-10,PM,13:00:00,21:00:00,8.0,8.07,Completed,False,False
SFT-000075,EMP-00002,2026-01-26,LOC-10,PM,13:00:00,21:00:00,8.0,8.23,Completed,False,False
SFT-000076,EMP-00002,2026-01-27,LOC-10,AM,07:00:00,15:00:00,8.0,8.12,Completed,False,False
SFT-000077,EMP-00002,2026-02-01,LOC-10,AM,07:00:00,15:00:00,8.0,7.95,Completed,False,False
SFT-000078,EMP-00002,2026-02-02,LOC-10,PM,13:00:00,21:00:00,8.0,9.48,Completed,True,False
SFT-000079,EMP-00002,2026-02-09,LOC-10,AM,07:00:00,15:00:00,8.0,7.92,Completed,False,False
SFT-000080,EMP-00002,2026-02-10,LOC-10,Night,21:00:00,07:00:00,8.0,9.36,Completed,True,False
SFT-000081,EMP-00002,2026-02-15,LOC-10,Night,21:00:00,07:00:00,8.0,8.03,Completed,False,False
SFT-000082,EMP-00002,2026-02-16,LOC-10,Night,21:00:00,07:00:00,8.0,8.22,Completed,False,False
SFT-000083,EMP-00002,2026-02-17,LOC-10,PM,13:00:00,21:00:00,8.0,8.2,Completed,False,False
SFT-000084,EMP-00002,2026-02-23,LOC-10,Split,07:00:00,19:00:00,10.0,10.0,Completed,False,False
SFT-000085,EMP-00002,2026-02-24,LOC-10,Split,07:00:00,19:00:00,10.0,9.71,Completed,False,False
SFT-000086,EMP-00002,2026-03-01,LOC-10,PM,13:00:00,21:00:00,8.0,7.92,Completed,False,False
SFT-000087,EMP-00002,2026-03-02,LOC-10,AM,07:00:00,15:00:00,8.0,8.12,Completed,False,False
SFT-000088,EMP-00002,2026-03-03,LOC-10,AM,07:00:00,15:00:00,8.0,8.03,Completed,False,False
SFT-000089,EMP-00002,2026-03-08,LOC-10,AM,07:00:00,15:00:00,8.0,7.8,Completed,False,False
SFT-000090,EMP-00002,2026-03-09,LOC-10,PM,13:00:00,21:00:00,8.0,7.99,Completed,False,False
SFT-000091,EMP-00002,2026-03-10,LOC-10,AM,07:00:00,15:00:00,8.0,7.99,Completed,False,False
SFT-000092,EMP-00002,2026-03-15,LOC-10,AM,07:00:00,15:00:00,8.0,8.16,Completed,False,False
SFT-000093,EMP-00002,2026-03-16,LOC-10,AM,07:00:00,15:00:00,8.0,8.05,Completed,False,False
SFT-000094,EMP-00002,2026-03-17,LOC-10,AM,07:00:00,15:00:00,8.0,8.43,Completed,False,False
SFT-000095,EMP-00002,2026-03-22,LOC-10,Night,21:00:00,07:00:00,8.0,8.17,Completed,False,False
SFT-000096,EMP-00002,2026-03-23,LOC-10,AM,07:00:00,15:00:00,8.0,8.12,Completed,False,False
SFT-000097,EMP-00002,2026-03-24,LOC-10,AM,07:00:00,15:00:00,8.0,0.0,Cancelled,False,False
SFT-000098,EMP-00002,2026-03-29,LOC-10,AM,07:00:00,15:00:00,8.0,8.21,Completed,False,False
SFT-000099,EMP-00002,2026-03-31,LOC-10,PM,13:00:00,21:00:00,8.0,8.1,Completed,False,False
SFT-000100,EMP-00002,2026-04-05,LOC-10,PM,13:00:00,21:00:00,8.0,8.15,Completed,False,False
SFT-000101,EMP-00002,2026-04-06,LOC-10,AM,07:00:00,15:00:00,8.0,8.24,Completed,False,False
SFT-000102,EMP-00002,2026-04-07,LOC-10,AM,07:00:00,15:00:00,8.0,8.01,Completed,False,False
SFT-000103,EMP-00002,2026-04-12,LOC-10,PM,13:00:00,21:00:00,8.0,8.06,Completed,False,False
SFT-000104,EMP-00002,2026-04-13,LOC-10,Night,21:00:00,07:00:00,8.0,8.21,Completed,False,False
SFT-000105,EMP-00002,2026-04-14,LOC-10,Split,07:00:00,19:00:00,10.0,10.52,Completed,True,False
SFT-000106,EMP-00002,2026-04-19,LOC-10,AM,07:00:00,15:00:00,8.0,8.09,Completed,False,False
SFT-000107,EMP-00002,2026-04-20,LOC-10,AM,07:00:00,15:00:00,8.0,7.95,Completed,False,False
SFT-000108,EMP-00002,2026-04-26,LOC-10,PM,13:00:00,21:00:00,8.0,7.9,Completed,False,False
SFT-000109,EMP-00002,2026-04-27,LOC-10,Night,21:00:00,07:00:00,8.0,8.17,Completed,False,False
SFT-000110,EMP-00002,2026-04-28,LOC-10,AM,07:00:00,15:00:00,8.0,8.46,Completed,False,False
SFT-000111,EMP-00002,2026-05-04,LOC-10,PM,13:00:00,21:00:00,8.0,7.94,Completed,False,False
SFT-000112,EMP-00002,2026-05-05,LOC-10,Split,07:00:00,19:00:00,10.0,9.71,Completed,False,False
SFT-000113,EMP-00002,2026-05-10,LOC-10,AM,07:00:00,15:00:00,8.0,7.94,Completed,False,False
SFT-000114,EMP-00002,2026-05-11,LOC-10,Night,21:00:00,07:00:00,8.0,8.01,Completed,False,False
SFT-000115,EMP-00002,2026-05-12,LOC-10,Night,21:00:00,07:00:00,8.0,8.28,Completed,False,False
SFT-000116,EMP-00002,2026-05-17,LOC-10,AM,07:00:00,15:00:00,8.0,7.91,Completed,False,False
SFT-000117,EMP-00002,2026-05-18,LOC-10,AM,07:00:00,15:00:00,8.0,8.06,Completed,False,False
SFT-000118,EMP-00002,2026-05-19,LOC-10,AM,07:00:00,15:00:00,8.0,7.87,Completed,False,False
SFT-000119,EMP-00002,2026-05-24,LOC-10,PM,13:00:00,21:00:00,8.0,7.97,Completed,False,False
SFT-000120,EMP-00002,2026-05-25,LOC-10,PM,13:00:00,21:00:00,8.0,7.99,Completed,False,False
SFT-000121,EMP-00002,2026-05-26,LOC-10,AM,07:00:00,15:00:00,8.0,9.57,Completed,True,False
SFT-000122,EMP-00002,2026-05-31,LOC-10,AM,07:00:00,15:00:00,8.0,8.08,Completed,False,False
SFT-000123,EMP-00002,2026-06-01,LOC-10,AM,07:00:00,15:00:00,8.0,7.96,Completed,False,False
SFT-000124,EMP-00002,2026-06-02,LOC-10,AM,07:00:00,15:00:00,8.0,7.99,Completed,False,False
SFT-000125,EMP-00002,2026-06-07,LOC-10,PM,13:00:00,21:00:00,8.0,8.02,Completed,False,False
SFT-000126,EMP-00002,2026-06-08,LOC-10,Split,07:00:00,19:00:00,10.0,10.75,Completed,True,False
SFT-000127,EMP-00002,2026-06-09,LOC-10,PM,13:00:00,21:00:00,8.0,8.74,Completed,True,False
SFT-000128,EMP-00002,2026-06-14,LOC-10,Split,07:00:00,19:00:00,10.0,10.09,Completed,False,False
SFT-000129,EMP-00002,2026-06-15,LOC-10,PM,13:00:00,21:00:00,8.0,8.2,Completed,False,False
SFT-000130,EMP-00002,2026-06-16,LOC-10,PM,13:00:00,21:00:00,8.0,10.22,Completed,True,False
SFT-000131,EMP-00002,2026-06-21,LOC-10,AM,07:00:00,15:00:00,8.0,7.83,Completed,False,False
SFT-000132,EMP-00002,2026-06-22,LOC-10,AM,07:00:00,15:00:00,8.0,7.96,Completed,False,False
SFT-000133,EMP-00002,2026-06-23,LOC-10,PM,13:00:00,21:00:00,8.0,8.0,Completed,False,False
SFT-000134,EMP-00002,2026-06-28,LOC-10,PM,13:00:00,21:00:00,8.0,7.86,Completed,False,False
SFT-000135,EMP-00002,2026-06-29,LOC-10,Split,07:00:00,19:00:00,10.0,10.01,Completed,False,False
SFT-000136,EMP-00002,2026-06-30,LOC-10,Split,07:00:00,19:00:00,10.0,9.98,Completed,False,False
SFT-000137,EMP-00002,2026-07-05,LOC-10,PM,13:00:00,21:00:00,8.0,8.1,Completed,False,False
SFT-000138,EMP-00002,2026-07-06,LOC-10,AM,07:00:00,15:00:00,8.0,8.11,Completed,False,False
SFT-000139,EMP-00002,2026-07-07,LOC-10,Night,21:00:00,07:00:00,8.0,8.2,Completed,False,False
SFT-000140,EMP-00002,2026-07-12,LOC-10,PM,13:00:00,21:00:00,8.0,8.04,Completed,False,False
SFT-000141,EMP-00002,2026-07-13,LOC-10,PM,13:00:00,21:00:00,8.0,8.09,Completed,False,False
SFT-000142,EMP-00002,2026-07-14,LOC-10,PM,13:00:00,21:00:00,8.0,10.78,Completed,True,False
SFT-000143,EMP-00002,2026-07-19,LOC-10,AM,07:00:00,15:00:00,8.0,7.73,Completed,False,False
SFT-000144,EMP-00002,2026-07-20,LOC-10,Night,21:00:00,07:00:00,8.0,7.89,Completed,False,False
SFT-000145,EMP-00002,2026-07-21,LOC-10,AM,07:00:00,15:00:00,8.0,7.95,Completed,False,False
SFT-000146,EMP-00002,2026-07-26,LOC-10,AM,07:00:00,15:00:00,8.0,7.92,Completed,False,False
SFT-000147,EMP-00002,2026-07-27,LOC-10,PM,13:00:00,21:00:00,8.0,7.79,Completed,False,False
SFT-000148,EMP-00002,2026-07-28,LOC-10,AM,07:00:00,15:00:00,8.0,8.09,Completed,False,False
SFT-000149,EMP-00004,2025-08-01,LOC-05,AM,07:00:00,15:00:00,8.0,7.88,Completed,False,False
SFT-000150,EMP-00004,2025-08-06,LOC-05,PM,13:00:00,21:00:00,8.0,7.99,Completed,False,False
SFT-000151,EMP-00004,2025-08-08,LOC-05,PM,13:00:00,21:00:00,8.0,7.78,Completed,False,False
SFT-000152,EMP-00004,2025-08-13,LOC-05,PM,13:00:00,21:00:00,8.0,0.0,No-show,False,False
SFT-000153,EMP-00004,2025-08-15,LOC-05,PM,13:00:00,21:00:00,8.0,8.03,Completed,False,False
SFT-000154,EMP-00004,2025-08-20,LOC-05,AM,07:00:00,15:00:00,8.0,8.22,Completed,False,False
SFT-000155,EMP-00004,2025-08-22,LOC-05,AM,07:00:00,15:00:00,8.0,7.88,Completed,False,False
SFT-000156,EMP-00004,2025-08-27,LOC-05,PM,13:00:00,21:00:00,8.0,8.06,Completed,False,False
SFT-000157,EMP-00004,2025-08-29,LOC-05,Night,21:00:00,07:00:00,8.0,9.24,Completed,True,False
SFT-000158,EMP-00004,2025-09-03,LOC-05,AM,07:00:00,15:00:00,8.0,10.38,Completed,True,False
SFT-000159,EMP-00004,2025-09-05,LOC-05,PM,13:00:00,21:00:00,8.0,8.09,Completed,False,False
SFT-000160,EMP-00004,2025-09-10,LOC-05,Split,07:00:00,19:00:00,10.0,10.16,Completed,False,False
SFT-000161,EMP-00004,2025-09-12,LOC-05,PM,13:00:00,21:00:00,8.0,8.09,Completed,False,False
SFT-000162,EMP-00004,2025-09-17,LOC-05,PM,13:00:00,21:00:00,8.0,7.93,Completed,False,False
SFT-000163,EMP-00004,2025-09-19,LOC-05,PM,13:00:00,21:00:00,8.0,8.2,Completed,False,False
SFT-000164,EMP-00004,2025-09-24,LOC-05,PM,13:00:00,21:00:00,8.0,0.0,Cancelled,False,False
SFT-000165,EMP-00004,2025-09-26,LOC-05,AM,07:00:00,15:00:00,8.0,9.04,Completed,True,False
SFT-000166,EMP-00004,2025-10-01,LOC-05,PM,13:00:00,21:00:00,8.0,8.0,Completed,False,False
SFT-000167,EMP-00004,2025-10-03,LOC-05,PM,13:00:00,21:00:00,8.0,7.89,Completed,False,False
SFT-000168,EMP-00004,2025-10-08,LOC-05,AM,07:00:00,15:00:00,8.0,7.91,Completed,False,False
SFT-000169,EMP-00004,2025-10-10,LOC-05,PM,13:00:00,21:00:00,8.0,8.14,Completed,False,False
SFT-000170,EMP-00004,2025-10-15,LOC-05,PM,13:00:00,21:00:00,8.0,7.96,Completed,False,False
SFT-000171,EMP-00004,2025-10-17,LOC-05,AM,07:00:00,15:00:00,8.0,8.08,Completed,False,False
SFT-000172,EMP-00004,2025-10-22,LOC-05,PM,13:00:00,21:00:00,8.0,8.09,Completed,False,False
SFT-000173,EMP-00004,2025-10-24,LOC-05,PM,13:00:00,21:00:00,8.0,7.88,Completed,False,False
SFT-000174,EMP-00004,2025-10-29,LOC-05,AM,07:00:00,15:00:00,8.0,7.81,Completed,False,False
SFT-000175,EMP-00004,2025-10-31,LOC-05,AM,07:00:00,15:00:00,8.0,7.92,Completed,False,False
SFT-000176,EMP-00004,2025-11-05,LOC-05,Night,21:00:00,07:00:00,8.0,8.09,Completed,False,False
SFT-000177,EMP-00004,2025-11-07,LOC-05,PM,13:00:00,21:00:00,8.0,8.1,Completed,False,False
SFT-000178,EMP-00004,2025-11-12,LOC-05,AM,07:00:00,15:00:00,8.0,9.47,Completed,True,False
SFT-000179,EMP-00004,2025-11-14,LOC-05,AM,07:00:00,15:00:00,8.0,8.09,Completed,False,False
SFT-000180,EMP-00004,2025-11-19,LOC-05,AM,07:00:00,15:00:00,8.0,8.13,Completed,False,False
SFT-000181,EMP-00004,2025-11-21,LOC-05,PM,13:00:00,21:00:00,8.0,7.85,Completed,False,False
SFT-000182,EMP-00004,2025-11-26,LOC-05,AM,07:00:00,15:00:00,8.0,8.41,Completed,False,False
SFT-000183,EMP-00004,2025-11-28,LOC-05,PM,13:00:00,21:00:00,8.0,0.0,No-show,False,False
SFT-000184,EMP-00004,2025-12-03,LOC-05,AM,07:00:00,15:00:00,8.0,7.94,Completed,False,False
SFT-000185,EMP-00004,2025-12-05,LOC-05,PM,13:00:00,21:00:00,8.0,7.94,Completed,False,False
SFT-000186,EMP-00004,2025-12-10,LOC-05,AM,07:00:00,15:00:00,8.0,7.9,Completed,False,False
SFT-000187,EMP-00004,2025-12-12,LOC-05,AM,07:00:00,15:00:00,8.0,8.09,Completed,False,False
SFT-000188,EMP-00004,2025-12-17,LOC-05,Night,21:00:00,07:00:00,8.0,10.56,Completed,True,False
SFT-000189,EMP-00004,2025-12-19,LOC-05,PM,13:00:00,21:00:00,8.0,7.8,Completed,False,False
SFT-000190,EMP-00004,2025-12-24,LOC-05,PM,13:00:00,21:00:00,8.0,7.86,Completed,False,False
SFT-000191,EMP-00004,2025-12-26,LOC-05,Night,21:00:00,07:00:00,8.0,10.43,Completed,True,False
SFT-000192,EMP-00004,2025-12-31,LOC-05,PM,13:00:00,21:00:00,8.0,7.92,Completed,False,False
SFT-000193,EMP-00004,2026-01-02,LOC-05,Night,21:00:00,07:00:00,8.0,9.37,Completed,True,False
SFT-000194,EMP-00004,2026-01-07,LOC-05,AM,07:00:00,15:00:00,8.0,0.0,Cancelled,False,False
SFT-000195,EMP-00004,2026-01-09,LOC-05,AM,07:00:00,15:00:00,8.0,7.85,Completed,False,False
SFT-000196,EMP-00004,2026-01-14,LOC-05,AM,07:00:00,15:00:00,8.0,10.09,Completed,True,False
SFT-000197,EMP-00004,2026-01-16,LOC-05,Split,07:00:00,19:00:00,10.0,9.96,Completed,False,False
SFT-000198,EMP-00004,2026-01-21,LOC-05,PM,13:00:00,21:00:00,8.0,7.78,Completed,False,False
SFT-000199,EMP-00004,2026-01-23,LOC-05,AM,07:00:00,15:00:00,8.0,8.03,Completed,False,False
SFT-000200,EMP-00004,2026-01-28,LOC-05,PM,13:00:00,21:00:00,8.0,7.93,Completed,False,False
SFT-000201,EMP-00004,2026-02-04,LOC-05,AM,07:00:00,15:00:00,8.0,8.0,Completed,False,False
SFT-000202,EMP-00004,2026-02-06,LOC-05,PM,13:00:00,21:00:00,8.0,8.27,Completed,False,False
SFT-000203,EMP-00004,2026-02-11,LOC-05,AM,07:00:00,15:00:00,8.0,7.97,Completed,False,False
SFT-000204,EMP-00004,2026-02-13,LOC-05,AM,07:00:00,15:00:00,8.0,10.93,Completed,True,False
SFT-000205,EMP-00004,2026-02-18,LOC-05,PM,13:00:00,21:00:00,8.0,7.74,Completed,False,False
SFT-000206,EMP-00004,2026-02-20,LOC-05,PM,13:00:00,21:00:00,8.0,8.33,Completed,False,False
SFT-000207,EMP-00004,2026-02-25,LOC-05,AM,07:00:00,15:00:00,8.0,7.79,Completed,False,False
SFT-000208,EMP-00004,2026-02-27,LOC-05,AM,07:00:00,15:00:00,8.0,8.05,Completed,False,False
SFT-000209,EMP-00004,2026-03-04,LOC-05,Split,07:00:00,19:00:00,10.0,10.13,Completed,False,False
SFT-000210,EMP-00004,2026-03-06,LOC-05,PM,13:00:00,21:00:00,8.0,7.98,Completed,False,False
SFT-000211,EMP-00004,2026-03-11,LOC-05,AM,07:00:00,15:00:00,8.0,8.06,Completed,False,False
SFT-000212,EMP-00004,2026-03-13,LOC-05,PM,13:00:00,21:00:00,8.0,8.71,Completed,True,False
SFT-000213,EMP-00004,2026-03-18,LOC-05,PM,13:00:00,21:00:00,8.0,10.57,Completed,True,False
SFT-000214,EMP-00004,2026-03-20,LOC-05,Night,21:00:00,07:00:00,8.0,0.0,Cancelled,False,False
SFT-000215,EMP-00004,2026-03-25,LOC-05,Night,21:00:00,07:00:00,8.0,8.27,Completed,False,False
SFT-000216,EMP-00004,2026-03-27,LOC-05,AM,07:00:00,15:00:00,8.0,8.03,Completed,False,False
SFT-000217,EMP-00004,2026-04-01,LOC-05,Night,21:00:00,07:00:00,8.0,10.2,Completed,True,False
SFT-000218,EMP-00004,2026-04-03,LOC-05,AM,07:00:00,15:00:00,8.0,7.92,Completed,False,False
SFT-000219,EMP-00004,2026-04-08,LOC-05,Night,21:00:00,07:00:00,8.0,0.0,Cancelled,False,False
SFT-000220,EMP-00004,2026-04-10,LOC-05,PM,13:00:00,21:00:00,8.0,8.01,Completed,False,False
SFT-000221,EMP-00004,2026-04-15,LOC-05,AM,07:00:00,15:00:00,8.0,8.14,Completed,False,False
SFT-000222,EMP-00004,2026-04-17,LOC-05,PM,13:00:00,21:00:00,8.0,8.09,Completed,False,False
SFT-000223,EMP-00004,2026-04-22,LOC-05,PM,13:00:00,21:00:00,8.0,7.82,Completed,False,False
SFT-000224,EMP-00004,2026-04-24,LOC-05,Night,21:00:00,07:00:00,8.0,8.02,Completed,False,False
SFT-000225,EMP-00004,2026-04-29,LOC-05,AM,07:00:00,15:00:00,8.0,8.19,Completed,False,False
SFT-000226,EMP-00004,2026-05-01,LOC-05,Night,21:00:00,07:00:00,8.0,7.97,Completed,False,False
SFT-000227,EMP-00004,2026-05-06,LOC-05,Split,07:00:00,19:00:00,10.0,10.01,Completed,False,False
SFT-000228,EMP-00004,2026-05-08,LOC-05,AM,07:00:00,15:00:00,8.0,8.0,Completed,False,False
SFT-000229,EMP-00004,2026-05-13,LOC-05,AM,07:00:00,15:00:00,8.0,8.32,Completed,False,False
SFT-000230,EMP-00004,2026-05-15,LOC-05,AM,07:00:00,15:00:00,8.0,8.23,Completed,False,False
SFT-000231,EMP-00004,2026-05-20,LOC-05,AM,07:00:00,15:00:00,8.0,7.91,Completed,False,False
SFT-000232,EMP-00004,2026-06-03,LOC-05,Night,21:00:00,07:00:00,8.0,7.86,Completed,False,False
SFT-000233,EMP-00004,2026-06-05,LOC-05,Night,21:00:00,07:00:00,8.0,7.87,Completed,False,False
SFT-000234,EMP-00004,2026-06-10,LOC-05,AM,07:00:00,15:00:00,8.0,7.82,Completed,False,False
SFT-000235,EMP-00004,2026-06-12,LOC-05,PM,13:00:00,21:00:00,8.0,7.88,Completed,False,False
SFT-000236,EMP-00004,2026-06-17,LOC-05,PM,13:00:00,21:00:00,8.0,8.02,Completed,False,False
SFT-000237,EMP-00004,2026-06-19,LOC-05,Split,07:00:00,19:00:00,10.0,10.02,Completed,False,False
SFT-000238,EMP-00004,2026-06-24,LOC-05,PM,13:00:00,21:00:00,8.0,8.0,Completed,False,False
