location_id,service_type_id,month_start_date,appointments,avg_satisfaction,avg_quality_score,incident_count,cancelled_count,goals_achieved_count
LOC-10,SVC-02,2025-10-01,8,3.5,81.15,0.0,4.0,2.0
LOC-09,SVC-01,2025-10-01,8,4.2,84.11666666666666,0.0,1.0,4.0
LOC-07,SVC-09,2025-10-01,2,5.0,71.1,0.0,1.0,1.0
LOC-02,SVC-06,2025-10-01,8,4.6,85.125,0.0,0.0,4.0
LOC-08,SVC-05,2025-10-01,8,4.833333333333333,92.56666666666668,0.0,2.0,3.0
LOC-03,SVC-02,2025-11-01,6,3.8499999999999996,88.26666666666665,0.0,3.0,3.0
LOC-09,SVC-01,2025-11-01,19,4.461538461538462,81.95333333333335,0.0,3.0,12.0
LOC-08,SVC-05,2025-11-01,7,4.775,83.77499999999999,0.0,2.0,4.0
LOC-04,SVC-01,2025-11-01,12,3.866666666666667,84.26666666666667,0.0,1.0,8.0
LOC-04,SVC-06,2025-11-01,6,4.8,78.85,0.0,2.0,4.0
LOC-06,SVC-05,2025-11-01,7,4.2,79.49999999999999,1.0,3.0,1.0
LOC-10,SVC-06,2025-11-01,3,4.0,91.5,0.0,2.0,0.0
LOC-08,SVC-01,2025-11-01,8,4.28,85.17999999999999,0.0,1.0,4.0
LOC-10,SVC-01,2025-11-01,17,4.191666666666667,81.9076923076923,0.0,3.0,10.0
LOC-02,SVC-06,2025-11-01,3,,,0.0,2.0,0.0
LOC-01,SVC-09,2025-11-01,4,4.733333333333333,83.93333333333334,0.0,1.0,3.0
LOC-04,SVC-07,2025-11-01,4,4.4,83.16666666666667,0.0,1.0,3.0
LOC-09,SVC-09,2025-11-01,4,3.5,80.99999999999999,0.0,1.0,2.0
LOC-06,SVC-07,2025-09-01,7,3.6833333333333336,77.55,0.0,0.0,6.0
LOC-10,SVC-03,2025-09-01,3,4.066666666666666,83.93333333333332,0.0,0.0,2.0
LOC-07,SVC-08,2025-09-01,3,4.3,85.56666666666666,0.0,0.0,2.0
LOC-05,SVC-07,2025-09-01,5,4.125,85.61999999999999,0.0,0.0,5.0
LOC-03,SVC-04,2025-09-01,2,3.7,83.0,0.0,0.0,2.0
LOC-04,SVC-08,2025-09-01,2,3.9,77.6,0.0,0.0,1.0
LOC-05,SVC-04,2025-09-01,3,4.266666666666667,88.3,0.0,0.0,3.0
LOC-05,SVC-08,2025-09-01,2,5.0,84.9,0.0,0.0,1.0
LOC-10,SVC-05,2025-10-01,7,4.166666666666667,79.34285714285714,0.0,0.0,6.0
LOC-04,SVC-04,2025-10-01,3,4.5,82.10000000000001,0.0,0.0,3.0
LOC-02,SVC-04,2025-10-01,5,4.1499999999999995,86.08,0.0,0.0,5.0
LOC-01,SVC-04,2025-10-01,2,3.4,82.7,0.0,0.0,2.0
LOC-09,SVC-04,2025-10-01,2,3.1,82.30000000000001,0.0,0.0,2.0
LOC-02,SVC-09,2025-11-01,5,3.6800000000000006,76.2,0.0,0.0,2.0
LOC-02,SVC-05,2025-11-01,5,4.26,78.9,0.0,0.0,4.0
LOC-01,SVC-04,2025-11-01,3,3.9,75.94999999999999,0.0,0.0,1.0
LOC-10,SVC-05,2025-11-01,3,3.45,70.65,0.0,0.0,1.0
LOC-09,SVC-04,2025-11-01,2,4.1,85.35,0.0,0.0,2.0
LOC-07,SVC-09,2025-11-01,2,3.7,86.4,0.0,0.0,2.0
LOC-09,SVC-03,2025-11-01,3,4.7,85.75,0.0,0.0,2.0
LOC-02,SVC-04,2025-11-01,3,4.75,83.85,0.0,0.0,2.0
LOC-01,SVC-02,2025-12-01,10,4.357142857142857,85.43750000000001,0.0,2.0,6.0
LOC-01,SVC-01,2025-12-01,9,3.9799999999999995,86.84,0.0,2.0,4.0
LOC-04,SVC-02,2025-12-01,6,4.033333333333333,76.43333333333334,0.0,3.0,3.0
LOC-02,SVC-07,2025-12-01,5,3.5666666666666664,78.56666666666666,0.0,1.0,0.0
LOC-05,SVC-07,2025-12-01,5,4.366666666666666,79.56666666666666,0.0,1.0,3.0
LOC-03,SVC-05,2025-12-01,10,3.8,84.45,0.0,1.0,7.0
LOC-08,SVC-07,2025-12-01,6,4.18,80.94,0.0,0.0,3.0
LOC-09,SVC-06,2025-12-01,3,3.7,83.2,0.0,2.0,1.0
LOC-03,SVC-03,2025-12-01,9,4.5,83.16,0.0,4.0,4.0
LOC-10,SVC-03,2025-12-01,4,3.9666666666666672,81.33333333333333,0.0,1.0,3.0
LOC-06,SVC-07,2025-12-01,7,3.8,88.16,0.0,2.0,5.0
LOC-07,SVC-03,2025-12-01,5,4.4750000000000005,88.07499999999999,0.0,0.0,4.0
LOC-05,SVC-04,2025-12-01,5,4.175,82.47500000000001,0.0,1.0,4.0
LOC-09,SVC-07,2025-12-01,7,4.279999999999999,89.33333333333333,0.0,1.0,6.0
LOC-08,SVC-03,2025-12-01,7,4.14,80.61666666666666,0.0,1.0,6.0
LOC-10,SVC-04,2025-12-01,3,3.7,83.75,0.0,0.0,2.0
LOC-09,SVC-05,2026-01-01,7,3.95,83.55,0.0,3.0,3.0
LOC-06,SVC-01,2026-01-01,11,4.62,83.52000000000001,0.0,5.0,4.0
LOC-05,SVC-01,2026-01-01,8,4.0,76.1,0.0,2.0,4.0
LOC-03,SVC-01,2026-01-01,8,4.128571428571428,84.64285714285714,0.0,0.0,7.0
LOC-02,SVC-01,2026-01-01,10,3.983333333333333,74.38571428571429,0.0,2.0,7.0
LOC-07,SVC-02,2026-01-01,7,4.7,84.5,0.0,5.0,2.0
LOC-01,SVC-06,2026-01-01,7,4.55,78.375,0.0,2.0,3.0
LOC-06,SVC-03,2026-01-01,8,4.266666666666667,80.89999999999999,0.0,1.0,4.0
LOC-07,SVC-07,2026-01-01,4,4.65,77.55,0.0,0.0,2.0
LOC-10,SVC-07,2026-01-01,10,3.942857142857143,81.64285714285714,0.0,2.0,6.0
LOC-06,SVC-04,2026-01-01,8,3.7750000000000004,80.13333333333334,0.0,0.0,4.0
LOC-10,SVC-08,2026-01-01,4,4.066666666666666,94.60000000000001,0.0,0.0,3.0
LOC-05,SVC-02,2026-01-01,11,4.58,81.86666666666667,0.0,3.0,5.0
LOC-05,SVC-09,2026-01-01,3,4.05,90.5,0.0,1.0,2.0
LOC-07,SVC-08,2026-02-01,1,,,0.0,0.0,0.0
LOC-09,SVC-07,2026-02-01,4,3.9,75.7,0.0,2.0,0.0
LOC-03,SVC-05,2026-02-01,7,4.539999999999999,75.74000000000001,0.0,2.0,4.0
LOC-04,SVC-02,2026-02-01,5,3.9,79.3,0.0,1.0,2.0
LOC-05,SVC-08,2026-02-01,4,3.0,96.0,1.0,2.0,1.0
LOC-08,SVC-07,2026-02-01,2,,,0.0,2.0,0.0
LOC-10,SVC-04,2026-02-01,9,3.9200000000000004,78.38,1.0,2.0,5.0
LOC-07,SVC-03,2026-02-01,5,4.733333333333333,91.96666666666665,0.0,1.0,3.0
LOC-10,SVC-03,2026-02-01,5,4.5,84.6,0.0,1.0,3.0
LOC-08,SVC-03,2026-02-01,6,4.2,90.15,0.0,3.0,2.0
LOC-06,SVC-07,2026-02-01,7,3.9500000000000006,85.65000000000002,0.0,1.0,3.0
LOC-05,SVC-04,2026-02-01,4,3.7999999999999994,78.93333333333334,0.0,1.0,3.0
LOC-01,SVC-01,2026-02-01,11,4.242857142857143,80.7875,0.0,2.0,4.0
LOC-02,SVC-07,2026-02-01,3,3.8,83.7,0.0,1.0,2.0
LOC-09,SVC-06,2026-03-01,6,3.35,81.06666666666666,0.0,3.0,2.0
LOC-05,SVC-07,2026-03-01,5,4.3,89.125,0.0,0.0,3.0
LOC-07,SVC-08,2026-03-01,6,4.36,83.96,0.0,1.0,5.0
LOC-08,SVC-03,2026-03-01,4,4.7,99.95,0.0,1.0,2.0
LOC-03,SVC-04,2026-03-01,5,4.3999999999999995,85.63333333333333,0.0,1.0,3.0
LOC-04,SVC-02,2026-03-01,8,4.55,75.75,0.0,4.0,2.0
LOC-02,SVC-07,2026-03-01,7,3.5666666666666664,83.53333333333335,1.0,4.0,2.0
LOC-01,SVC-02,2026-03-01,4,4.0,84.85,0.0,2.0,1.0
LOC-01,SVC-01,2026-03-01,13,4.24,82.79090909090907,0.0,1.0,10.0
LOC-10,SVC-03,2026-03-01,3,4.65,82.1,0.0,1.0,2.0
LOC-08,SVC-07,2026-03-01,4,4.15,84.0,0.0,1.0,1.0
LOC-03,SVC-05,2026-03-01,8,4.26,79.1,0.0,1.0,4.0
LOC-09,SVC-07,2026-03-01,4,4.95,80.4,0.0,2.0,1.0
LOC-04,SVC-04,2025-11-01,3,3.8000000000000003,86.59999999999998,0.0,0.0,3.0
LOC-10,SVC-02,2025-11-01,1,3.4,89.3,0.0,0.0,0.0
LOC-07,SVC-08,2025-12-01,2,3.8,81.35,0.0,0.0,2.0
LOC-04,SVC-08,2025-12-01,2,3.8,96.05,0.0,0.0,2.0
LOC-05,SVC-08,2025-12-01,2,3.8,86.6,0.0,0.0,2.0
LOC-01,SVC-03,2026-01-01,4,3.9,82.85,1.0,0.0,4.0
LOC-03,SVC-07,2026-01-01,1,4.0,87.5,0.0,0.0,1.0
LOC-03,SVC-08,2026-01-01,6,4.5,83.68333333333332,0.0,0.0,6.0
LOC-08,SVC-08,2026-01-01,3,4.466666666666667,70.53333333333333,0.0,0.0,3.0
LOC-04,SVC-05,2026-01-01,7,4.24,84.54,0.0,0.0,4.0
LOC-05,SVC-06,2026-01-01,1,4.9,82.2,0.0,0.0,0.0
LOC-03,SVC-03,2026-02-01,3,4.2,83.93333333333334,0.0,0.0,2.0
LOC-05,SVC-07,2026-02-01,4,4.225,78.0,0.0,0.0,3.0
LOC-01,SVC-02,2026-02-01,2,4.5,89.69999999999999,0.0,0.0,2.0
LOC-03,SVC-04,2026-02-01,4,4.333333333333333,78.05,0.0,0.0,4.0
LOC-09,SVC-06,2026-02-01,4,4.3,84.02499999999999,0.0,0.0,4.0
LOC-03,SVC-03,2026-03-01,8,3.900000000000001,79.0125,0.0,0.0,8.0
LOC-05,SVC-08,2026-03-01,4,3.8666666666666667,73.575,0.0,0.0,4.0
LOC-10,SVC-04,2026-03-01,5,3.9000000000000004,86.475,0.0,0.0,3.0
LOC-06,SVC-07,2026-03-01,5,3.8499999999999996,76.74,0.0,0.0,5.0
LOC-04,SVC-08,2026-03-01,3,4.133333333333334,85.73333333333333,0.0,0.0,3.0
LOC-04,SVC-08,2026-02-01,1,,,0.0,0.0,0.0
LOC-07,SVC-03,2026-03-01,4,,74.9,0.0,1.0,1.0
LOC-05,SVC-04,2026-03-01,3,5.0,80.1,0.0,0.0,0.0
LOC-09,SVC-02,2026-04-01,10,4.0,83.44,0.0,3.0,5.0
LOC-07,SVC-01,2026-04-01,9,4.14,80.84,0.0,2.0,5.0
LOC-03,SVC-09,2026-04-01,2,,,0.0,1.0,0.0
LOC-06,SVC-02,2026-04-01,7,4.26,83.8,0.0,1.0,5.0
LOC-02,SVC-02,2026-04-01,6,,67.8,0.0,4.0,1.0
LOC-01,SVC-05,2026-04-01,13,4.3,79.44444444444446,0.0,3.0,9.0
LOC-03,SVC-06,2026-04-01,3,3.7,88.1,0.0,1.0,0.0
LOC-10,SVC-09,2026-04-01,4,3.5,71.15,0.0,1.0,2.0
LOC-01,SVC-07,2026-04-01,5,4.0,84.1,0.0,2.0,2.0
LOC-02,SVC-03,2026-04-01,8,4.525,80.96000000000001,0.0,0.0,5.0
LOC-07,SVC-05,2026-04-01,5,4.3999999999999995,76.575,1.0,1.0,3.0
LOC-07,SVC-06,2026-04-01,8,3.466666666666667,89.825,0.0,4.0,3.0
LOC-08,SVC-06,2026-04-01,6,4.4,89.5,0.0,2.0,1.0
LOC-05,SVC-03,2026-04-01,3,2.7,82.9,0.0,1.0,1.0
LOC-09,SVC-08,2026-04-01,4,3.7,74.73333333333333,0.0,1.0,1.0
LOC-08,SVC-02,2026-04-01,4,4.15,77.95,0.0,2.0,1.0
LOC-04,SVC-03,2026-04-01,3,,83.4,0.0,0.0,1.0
LOC-10,SVC-04,2026-05-01,8,3.7,93.8,0.0,3.0,2.0
LOC-06,SVC-06,2026-04-01,2,4.8,78.1,0.0,1.0,1.0
LOC-05,SVC-05,2026-04-01,7,4.25,79.76666666666667,0.0,1.0,5.0
LOC-03,SVC-05,2026-05-01,13,4.0200000000000005,88.0090909090909,0.0,1.0,10.0
LOC-05,SVC-07,2026-05-01,6,3.733333333333333,90.39999999999999,0.0,3.0,3.0
LOC-01,SVC-02,2026-05-01,8,4.2,74.8,0.0,6.0,1.0
LOC-01,SVC-01,2026-05-01,17,4.314285714285714,82.1,0.0,5.0,9.0
LOC-08,SVC-07,2026-05-01,5,4.35,81.85,0.0,0.0,3.0
LOC-09,SVC-06,2026-05-01,7,3.8333333333333335,77.43333333333334,0.0,2.0,1.0
LOC-05,SVC-04,2026-05-01,10,4.583333333333333,79.93333333333334,0.0,3.0,4.0
LOC-07,SVC-08,2026-05-01,5,4.566666666666666,76.76666666666667,0.0,2.0,3.0
LOC-07,SVC-03,2026-05-01,9,3.9749999999999996,78.26666666666667,0.0,3.0,5.0
LOC-10,SVC-03,2026-05-01,7,4.083333333333333,80.35,0.0,1.0,6.0
LOC-03,SVC-03,2026-05-01,5,4.466666666666666,82.86666666666667,0.0,2.0,3.0
LOC-08,SVC-03,2026-05-01,4,4.033333333333333,83.56666666666668,0.0,1.0,3.0
LOC-04,SVC-02,2026-05-01,3,4.2,86.3,0.0,1.0,1.0
LOC-06,SVC-07,2026-05-01,7,4.4799999999999995,84.47999999999999,1.0,1.0,5.0
LOC-08,SVC-06,2026-06-01,8,4.2,88.82000000000002,0.0,3.0,3.0
LOC-07,SVC-04,2026-06-01,13,4.324999999999999,80.02000000000001,0.0,4.0,4.0
LOC-06,SVC-02,2026-06-01,8,3.8199999999999994,82.22,0.0,2.0,4.0
LOC-08,SVC-02,2026-06-01,14,3.7249999999999996,81.1,0.0,5.0,3.0
LOC-03,SVC-06,2026-06-01,7,4.3999999999999995,81.33333333333333,0.0,3.0,3.0
LOC-06,SVC-06,2026-06-01,7,4.566666666666666,82.03333333333335,0.0,2.0,2.0
LOC-07,SVC-05,2026-06-01,10,3.9250000000000003,79.45,0.0,3.0,3.0
LOC-02,SVC-03,2026-06-01,6,4.1000000000000005,86.13333333333333,0.0,1.0,3.0
LOC-05,SVC-05,2026-06-01,11,4.075,79.75555555555556,1.0,2.0,6.0
LOC-07,SVC-01,2026-06-01,17,4.183333333333333,79.47500000000001,0.0,4.0,7.0
LOC-06,SVC-09,2026-06-01,3,4.6,87.1,0.0,0.0,2.0
LOC-01,SVC-07,2026-06-01,7,3.2999999999999994,81.15,0.0,3.0,4.0
LOC-07,SVC-06,2026-06-01,5,4.1,69.5,0.0,3.0,1.0
LOC-02,SVC-08,2026-06-01,3,3.5,84.35,0.0,0.0,2.0
LOC-01,SVC-05,2026-06-01,3,5.0,95.4,0.0,2.0,1.0
LOC-03,SVC-09,2026-06-01,6,4.1,81.93333333333332,0.0,2.0,2.0
LOC-08,SVC-04,2026-06-01,5,4.45,76.6,0.0,1.0,2.0
LOC-06,SVC-08,2026-06-01,3,4.55,79.95,0.0,1.0,2.0
LOC-02,SVC-02,2026-06-01,9,3.833333333333334,81.51666666666667,1.0,2.0,4.0
LOC-09,SVC-02,2026-06-01,7,3.8666666666666667,78.2,0.0,3.0,3.0
LOC-04,SVC-03,2026-06-01,7,4.319999999999999,84.8,0.0,2.0,3.0
LOC-10,SVC-09,2026-06-01,8,4.516666666666667,88.15714285714286,0.0,0.0,7.0
LOC-09,SVC-07,2026-07-01,7,4.45,74.9,0.0,3.0,2.0
LOC-08,SVC-09,2026-04-01,7,4.220000000000001,81.41428571428571,0.0,0.0,5.0
LOC-08,SVC-04,2026-04-01,5,4.220000000000001,86.58,0.0,0.0,4.0
LOC-02,SVC-08,2026-04-01,3,3.8000000000000003,73.73333333333333,0.0,0.0,3.0
LOC-06,SVC-09,2026-04-01,4,4.166666666666666,83.55000000000001,0.0,0.0,4.0
LOC-01,SVC-08,2026-04-01,3,4.0,82.66666666666667,0.0,0.0,2.0
LOC-07,SVC-04,2026-04-01,2,,87.5,0.0,0.0,1.0
LOC-06,SVC-08,2026-04-01,1,4.2,64.6,0.0,0.0,1.0
LOC-02,SVC-07,2026-05-01,6,4.5,78.64999999999999,0.0,0.0,6.0
LOC-09,SVC-07,2026-05-01,4,4.75,80.07499999999999,0.0,0.0,3.0
LOC-05,SVC-08,2026-05-01,3,4.133333333333334,87.13333333333333,0.0,0.0,2.0
LOC-03,SVC-04,2026-05-01,3,3.45,71.25,0.0,0.0,2.0
LOC-04,SVC-08,2026-05-01,1,5.0,87.6,0.0,0.0,1.0
LOC-05,SVC-03,2026-06-01,6,3.9666666666666663,86.16666666666667,0.0,0.0,4.0
LOC-01,SVC-08,2026-06-01,5,4.466666666666666,78.3,0.0,0.0,3.0
LOC-08,SVC-09,2026-06-01,2,4.4,92.8,0.0,0.0,2.0
LOC-04,SVC-02,2026-07-01,11,3.0,85.26666666666667,0.0,3.0,2.0
LOC-10,SVC-04,2026-07-01,8,4.56,78.67999999999999,0.0,2.0,5.0
LOC-08,SVC-03,2026-07-01,7,3.6,78.39999999999999,1.0,3.0,4.0
LOC-09,SVC-06,2026-07-01,4,4.3,78.2,0.0,3.0,1.0
LOC-03,SVC-05,2026-07-01,10,4.485714285714286,78.75714285714287,1.0,2.0,5.0
LOC-05,SVC-08,2026-07-01,3,3.05,75.3,0.0,0.0,2.0
LOC-01,SVC-01,2026-07-01,16,3.890909090909091,87.60000000000001,0.0,2.0,10.0
LOC-02,SVC-07,2026-07-01,5,4.2,87.02499999999999,0.0,1.0,4.0
LOC-10,SVC-03,2026-07-01,8,4.3500000000000005,80.76666666666667,0.0,1.0,6.0
LOC-07,SVC-03,2026-07-01,11,4.3,75.84285714285714,0.0,4.0,5.0
LOC-04,SVC-08,2026-07-01,1,,,0.0,0.0,0.0
LOC-05,SVC-07,2026-07-01,2,4.6,67.1,0.0,1.0,1.0
LOC-05,SVC-04,2026-07-01,3,4.5,96.6,0.0,0.0,2.0
LOC-01,SVC-02,2026-07-01,4,4.15,80.1,0.0,1.0,2.0
LOC-03,SVC-03,2026-07-01,7,4.075,85.30000000000001,0.0,1.0,4.0
LOC-08,SVC-07,2026-07-01,4,4.333333333333333,81.06666666666668,0.0,0.0,2.0
LOC-07,SVC-08,2026-07-01,4,4.550000000000001,95.05,0.0,0.0,2.0
LOC-06,SVC-07,2026-07-01,4,3.775,73.4,0.0,0.0,4.0
LOC-03,SVC-04,2026-07-01,1,,67.3,0.0,0.0,1.0
LOC-08,SVC-06,2026-08-01,1,3.5,100.0,0.0,0.0,0.0
LOC-09,SVC-02,2026-08-01,1,4.5,100.0,0.0,0.0,1.0
LOC-04,SVC-03,2026-08-01,1,3.7,94.8,0.0,0.0,1.0
LOC-01,SVC-05,2026-08-01,1,4.9,87.5,0.0,0.0,1.0
LOC-06,SVC-08,2026-08-01,1,5.0,74.7,0.0,0.0,1.0
LOC-01,SVC-07,2026-08-01,1,,,0.0,0.0,0.0
LOC-01,SVC-07,2025-08-01,5,3.4,72.0,0.0,2.0,0.0
LOC-06,SVC-02,2025-08-01,9,3.9,84.6,0.0,6.0,0.0
LOC-06,SVC-06,2025-08-01,5,,79.75,0.0,2.0,1.0
LOC-08,SVC-02,2025-08-01,8,4.7,84.425,1.0,4.0,4.0
LOC-07,SVC-05,2025-08-01,8,4.275,80.92,0.0,2.0,3.0
LOC-07,SVC-06,2025-08-01,2,,,0.0,1.0,0.0
LOC-08,SVC-06,2025-08-01,7,3.85,79.9,0.0,3.0,1.0
LOC-09,SVC-02,2025-08-01,6,4.225,84.875,0.0,2.0,4.0
LOC-06,SVC-08,2025-08-01,4,3.9,76.45,0.0,1.0,1.0
LOC-05,SVC-05,2025-08-01,2,4.6,93.3,0.0,0.0,1.0
LOC-03,SVC-06,2025-08-01,4,4.0,75.46666666666665,0.0,1.0,3.0
LOC-01,SVC-05,2025-08-01,9,3.766666666666667,77.79999999999998,1.0,2.0,6.0
LOC-02,SVC-02,2025-08-01,6,3.8,83.16666666666667,0.0,2.0,3.0
LOC-06,SVC-09,2025-08-01,4,4.333333333333333,81.63333333333333,0.0,0.0,2.0
LOC-08,SVC-04,2025-08-01,2,,,0.0,1.0,0.0
LOC-01,SVC-08,2025-08-01,3,4.1,73.3,0.0,2.0,1.0
LOC-04,SVC-03,2025-08-01,3,4.4,72.2,1.0,2.0,1.0
LOC-07,SVC-04,2025-08-01,2,2.6,84.7,0.0,0.0,1.0
LOC-07,SVC-01,2025-08-01,9,4.133333333333334,85.38571428571427,1.0,2.0,7.0
LOC-03,SVC-02,2025-09-01,9,3.925,83.64999999999999,0.0,2.0,1.0
LOC-08,SVC-01,2025-09-01,14,4.2666666666666675,80.27777777777779,0.0,2.0,7.0
LOC-06,SVC-05,2025-09-01,8,4.633333333333334,84.4,0.0,3.0,3.0
LOC-10,SVC-05,2025-09-01,5,3.7,86.45,0.0,2.0,2.0
LOC-04,SVC-06,2025-09-01,5,,,0.0,4.0,0.0
LOC-10,SVC-02,2025-09-01,9,4.516666666666667,86.33333333333333,0.0,2.0,6.0
LOC-10,SVC-01,2025-09-01,9,4.333333333333333,84.6,0.0,2.0,2.0
LOC-09,SVC-01,2025-09-01,17,4.0,85.03636363636363,0.0,4.0,9.0
LOC-10,SVC-06,2025-09-01,4,4.5,78.4,0.0,3.0,1.0
LOC-09,SVC-04,2025-09-01,3,4.25,72.44999999999999,0.0,1.0,2.0
LOC-08,SVC-05,2025-09-01,8,3.7399999999999998,78.32,0.0,3.0,4.0
LOC-01,SVC-04,2025-09-01,4,4.2,74.7,0.0,2.0,1.0
LOC-02,SVC-06,2025-09-01,7,3.6999999999999997,82.96,0.0,1.0,3.0
LOC-02,SVC-05,2025-09-01,8,4.0,78.64285714285714,0.0,1.0,6.0
LOC-02,SVC-04,2025-09-01,6,4.625,77.75,1.0,1.0,4.0
LOC-09,SVC-09,2025-09-01,6,3.8200000000000003,81.55999999999999,0.0,1.0,5.0
LOC-07,SVC-09,2025-09-01,4,4.7,94.8,0.0,2.0,1.0
LOC-04,SVC-07,2025-09-01,5,4.1,80.0,0.0,0.0,4.0
LOC-01,SVC-01,2025-10-01,15,4.25,83.16666666666666,0.0,3.0,9.0
LOC-09,SVC-06,2025-10-01,3,3.9000000000000004,76.6,0.0,1.0,2.0
LOC-04,SVC-02,2025-10-01,8,4.050000000000001,80.875,1.0,4.0,4.0
LOC-03,SVC-05,2025-10-01,12,4.1,86.78,0.0,4.0,4.0
LOC-08,SVC-07,2025-10-01,4,4.3,84.35,0.0,2.0,1.0
LOC-08,SVC-03,2025-10-01,3,4.05,84.0,0.0,0.0,2.0
LOC-03,SVC-03,2025-10-01,5,4.3999999999999995,80.275,1.0,1.0,3.0
LOC-10,SVC-03,2025-10-01,9,4.36,84.72,0.0,3.0,5.0
LOC-05,SVC-07,2025-10-01,6,4.425,80.975,0.0,1.0,4.0
LOC-01,SVC-02,2025-10-01,4,4.266666666666667,76.53333333333333,0.0,1.0,3.0
LOC-06,SVC-07,2025-10-01,4,4.666666666666667,80.3,0.0,1.0,2.0
LOC-01,SVC-01,2025-11-01,13,4.033333333333332,81.10000000000001,0.0,4.0,6.0
LOC-05,SVC-04,2025-11-01,5,4.0,80.025,0.0,0.0,2.0
LOC-01,SVC-02,2025-11-01,5,5.0,87.5,0.0,3.0,2.0
LOC-09,SVC-06,2025-11-01,3,3.5,83.2,0.0,0.0,1.0
LOC-04,SVC-02,2025-11-01,7,4.65,77.19999999999999,0.0,3.0,2.0
LOC-10,SVC-03,2025-11-01,7,4.375,81.975,0.0,2.0,4.0
LOC-08,SVC-07,2025-11-01,6,4.2,85.725,0.0,2.0,3.0
LOC-03,SVC-04,2025-11-01,10,4.0625,86.25,0.0,1.0,7.0
LOC-05,SVC-07,2025-11-01,6,3.8,88.25,0.0,2.0,2.0
