week_start_date,location_id,primary_role,employees_with_overtime,total_overtime_hours,avg_overtime_hours,total_hours_worked,total_contracted_hours
2025-10-06,LOC-01,Coordinator,2,16.06,8.03,32.06,16.0
2025-10-20,LOC-01,Coordinator,2,15.75,7.875,31.75,16.0
2025-11-03,LOC-01,Coordinator,2,19.79,9.895,35.79,16.0
2025-12-08,LOC-01,Coordinator,2,19.16,9.58,35.16,16.0
2025-12-22,LOC-01,Coordinator,2,15.51,7.755,31.509999999999998,16.0
2026-01-19,LOC-01,Coordinator,2,9.15,4.575,25.14,16.0
2026-02-02,LOC-01,Coordinator,2,8.31,4.155,24.230000000000004,16.0
2026-02-23,LOC-01,Coordinator,2,15.6,7.8,31.6,16.0
2026-04-20,LOC-01,Coordinator,2,16.03,8.015,32.03,16.0
2026-06-01,LOC-01,Coordinator,2,20.05,10.025,36.05,16.0
2026-07-20,LOC-01,Coordinator,2,15.940000000000001,7.970000000000001,31.94,16.0
2026-07-27,LOC-01,Coordinator,2,20.0,10.0,36.0,16.0
2025-09-22,LOC-09,Support Worker,6,19.07,3.1783333333333332,167.20000000000002,154.0
2025-10-06,LOC-09,Support Worker,7,13.0,1.8571428571428572,136.72,178.0
2025-12-08,LOC-09,Support Worker,7,27.57,3.9385714285714286,189.31,178.0
2026-01-05,LOC-09,Support Worker,7,11.129999999999999,1.5899999999999999,168.31,178.0
2026-02-23,LOC-09,Support Worker,7,11.52,1.6457142857142857,166.10000000000002,178.0
2026-03-16,LOC-09,Support Worker,7,16.85,2.4071428571428575,176.99999999999997,178.0
2026-04-13,LOC-09,Support Worker,6,13.09,2.1816666666666666,161.74,166.0
2026-04-27,LOC-09,Support Worker,7,23.28,3.325714285714286,181.73000000000002,178.0
2026-05-04,LOC-09,Support Worker,7,8.12,1.16,152.78,178.0
2026-06-08,LOC-09,Support Worker,7,18.79,2.684285714285714,182.85,178.0
2026-06-29,LOC-09,Support Worker,7,17.07,2.4385714285714286,177.46,178.0
2026-07-06,LOC-09,Support Worker,7,21.200000000000003,3.028571428571429,184.39,178.0
2026-07-20,LOC-09,Support Worker,7,13.19,1.8842857142857141,163.9,178.0
2026-07-27,LOC-09,Support Worker,6,0.02,0.0033333333333333335,136.27,154.0
2025-08-25,LOC-05,Team Leader,3,0.0,0.0,50.99,60.0
2025-09-29,LOC-05,Team Leader,3,1.28,0.4266666666666667,56.980000000000004,60.0
2025-12-08,LOC-05,Team Leader,3,0.0,0.0,48.75,60.0
2026-02-23,LOC-05,Team Leader,3,1.32,0.44,51.71,60.0
2026-03-16,LOC-05,Team Leader,3,0.07,0.023333333333333334,55.71,60.0
2026-03-23,LOC-05,Team Leader,3,0.13,0.043333333333333335,57.849999999999994,60.0
2026-04-06,LOC-05,Team Leader,3,0.41,0.13666666666666666,40.379999999999995,60.0
2026-04-13,LOC-05,Team Leader,3,0.0,0.0,47.32,60.0
2026-04-20,LOC-05,Team Leader,3,2.5,0.8333333333333334,60.31,60.0
2026-05-04,LOC-05,Team Leader,3,0.18,0.06,56.06999999999999,60.0
2026-05-18,LOC-05,Team Leader,2,0.13,0.065,32.44,40.0
2026-06-08,LOC-05,Team Leader,2,0.19,0.095,32.17,40.0
2026-06-22,LOC-05,Team Leader,3,0.0,0.0,44.02,60.0
2026-07-06,LOC-05,Team Leader,3,0.29,0.09666666666666666,49.89,60.0
2025-09-08,LOC-05,Support Worker,6,10.27,1.7116666666666667,150.48,160.0
2025-10-20,LOC-05,Support Worker,6,8.389999999999999,1.3983333333333332,156.04,160.0
2025-10-27,LOC-05,Support Worker,6,2.53,0.42166666666666663,126.17999999999999,160.0
2025-11-10,LOC-05,Support Worker,5,9.72,1.9440000000000002,133.74,140.0
2025-11-17,LOC-05,Support Worker,5,7.120000000000001,1.4240000000000002,137.85,144.0
2025-12-22,LOC-05,Support Worker,6,1.81,0.3016666666666667,143.48000000000002,160.0
2026-01-19,LOC-05,Support Worker,6,11.73,1.955,152.43,160.0
2026-02-09,LOC-05,Support Worker,6,5.0,0.8333333333333334,140.95000000000002,160.0
2026-03-02,LOC-05,Support Worker,6,3.23,0.5383333333333333,145.46999999999997,160.0
2026-03-09,LOC-05,Support Worker,6,5.6,0.9333333333333332,144.94,160.0
2026-05-25,LOC-05,Support Worker,6,11.71,1.9516666666666669,144.06,160.0
2026-06-15,LOC-05,Support Worker,6,13.030000000000001,2.171666666666667,150.57000000000002,160.0
2026-07-20,LOC-05,Support Worker,6,3.9000000000000004,0.65,139.54,160.0
2026-07-27,LOC-05,Support Worker,5,0.0,0.0,103.88,136.0
2025-09-15,LOC-06,Support Worker,4,20.52,5.13,142.51999999999998,122.0
2025-10-06,LOC-06,Support Worker,4,22.269999999999996,5.567499999999999,144.27,122.0
2025-12-08,LOC-06,Support Worker,4,15.829999999999998,3.9574999999999996,136.07999999999998,122.0
2025-12-22,LOC-06,Support Worker,4,17.99,4.4975,139.98999999999998,122.0
2025-12-29,LOC-06,Support Worker,4,20.64,5.16,142.64000000000001,122.0
2026-01-12,LOC-06,Support Worker,3,9.08,3.026666666666667,93.08000000000001,84.0
2026-01-26,LOC-06,Support Worker,3,9.43,3.143333333333333,118.48,114.0
2026-03-02,LOC-06,Support Worker,4,21.869999999999997,5.467499999999999,140.16,122.0
2026-04-06,LOC-06,Support Worker,4,12.04,3.01,132.27999999999997,122.0
2026-05-04,LOC-06,Support Worker,4,28.24,7.06,150.24,122.0
2026-06-15,LOC-06,Support Worker,4,9.39,2.3475,131.26999999999998,122.0
2026-07-06,LOC-06,Support Worker,4,17.67,4.4175,133.76,122.0
2026-07-20,LOC-06,Support Worker,4,20.11,5.0275,142.11,122.0
2025-10-27,LOC-03,Support Worker,6,7.6899999999999995,1.2816666666666665,104.01,112.0
2025-11-03,LOC-03,Support Worker,5,2.45,0.49000000000000005,84.23,100.0
2025-11-24,LOC-03,Support Worker,6,8.27,1.3783333333333332,92.44,112.0
2025-12-22,LOC-03,Support Worker,6,11.309999999999999,1.8849999999999998,103.51000000000002,112.0
2026-01-19,LOC-03,Support Worker,6,5.18,0.8633333333333333,92.75,112.0
2026-03-02,LOC-03,Support Worker,5,8.29,1.658,94.38000000000001,96.0
2026-03-09,LOC-03,Support Worker,6,4.380000000000001,0.7300000000000001,90.43,112.0
2026-04-13,LOC-03,Support Worker,6,8.56,1.4266666666666667,101.78999999999999,112.0
2026-04-27,LOC-03,Support Worker,6,4.17,0.695,79.78,112.0
2026-05-18,LOC-03,Support Worker,5,5.75,1.15,82.32,96.0
2026-06-15,LOC-03,Support Worker,6,6.86,1.1433333333333333,82.65,112.0
2026-06-29,LOC-03,Support Worker,6,5.85,0.975,100.81,112.0
2025-08-25,LOC-07,Support Worker,7,12.259999999999998,1.7514285714285711,114.26000000000002,140.0
2025-09-08,LOC-07,Support Worker,7,15.98,2.282857142857143,118.52999999999999,140.0
2025-09-15,LOC-07,Support Worker,7,8.0,1.1428571428571428,118.44999999999999,140.0
2025-10-06,LOC-07,Support Worker,7,8.34,1.1914285714285715,112.51999999999998,140.0
2025-11-03,LOC-07,Support Worker,7,18.16,2.5942857142857143,130.71,140.0
2025-11-24,LOC-07,Support Worker,7,11.42,1.6314285714285715,119.09000000000002,140.0
2026-01-26,LOC-07,Support Worker,7,15.98,2.282857142857143,115.29,140.0
2026-02-02,LOC-07,Support Worker,7,12.559999999999999,1.794285714285714,108.62,140.0
2026-03-09,LOC-07,Support Worker,6,14.69,2.4483333333333333,105.89,110.0
2026-03-16,LOC-07,Support Worker,7,11.870000000000001,1.695714285714286,103.90999999999998,140.0
2026-04-06,LOC-07,Support Worker,7,11.89,1.6985714285714286,125.96000000000001,140.0
2026-05-04,LOC-07,Support Worker,7,17.0,2.4285714285714284,110.77,140.0
2026-05-11,LOC-07,Support Worker,7,7.99,1.1414285714285715,110.4,140.0
2026-05-18,LOC-07,Support Worker,7,16.27,2.3242857142857143,120.11,140.0
2026-06-08,LOC-07,Support Worker,7,11.719999999999999,1.6742857142857142,119.32000000000002,140.0
2026-06-15,LOC-07,Support Worker,7,16.990000000000002,2.4271428571428575,126.68999999999998,140.0
2026-06-22,LOC-07,Support Worker,6,15.260000000000002,2.5433333333333334,99.86,110.0
2026-06-29,LOC-07,Support Worker,7,17.759999999999998,2.537142857142857,120.47999999999999,140.0
2025-09-01,LOC-08,Support Worker,10,40.92999999999999,4.092999999999999,320.09000000000003,284.0
2025-11-03,LOC-08,Support Worker,10,24.020000000000003,2.402,292.67,284.0
2025-12-01,LOC-08,Support Worker,10,39.79,3.979,320.07000000000005,284.0
2025-12-08,LOC-08,Support Worker,10,46.69,4.669,330.62,284.0
2025-12-15,LOC-08,Support Worker,10,41.46000000000001,4.146000000000001,317.35,284.0
2025-12-22,LOC-08,Support Worker,10,40.519999999999996,4.052,309.28000000000003,284.0
2026-02-09,LOC-08,Support Worker,10,41.56,4.156000000000001,308.79999999999995,284.0
2026-03-02,LOC-08,Support Worker,10,36.400000000000006,3.6400000000000006,296.17,284.0
2026-03-16,LOC-08,Support Worker,10,33.14,3.314,305.08,284.0
2026-07-06,LOC-08,Support Worker,10,44.44,4.444,325.17,284.0
2026-07-27,LOC-08,Support Worker,9,25.49,2.832222222222222,203.90999999999997,246.0
2026-02-16,LOC-08,Support Worker,9,33.69,3.743333333333333,263.86,246.0
2025-08-04,LOC-04,Coordinator,1,8.07,8.07,16.07,8.0
2025-10-13,LOC-04,Coordinator,1,8.01,8.01,16.009999999999998,8.0
2025-10-20,LOC-04,Coordinator,1,10.0,10.0,18.0,8.0
2025-10-27,LOC-04,Coordinator,1,10.02,10.02,18.02,8.0
2025-11-10,LOC-04,Coordinator,1,9.65,9.65,17.65,8.0
2025-11-24,LOC-04,Coordinator,1,7.63,7.63,15.629999999999999,8.0
2025-12-08,LOC-04,Coordinator,1,8.45,8.45,16.45,8.0
2025-12-22,LOC-04,Coordinator,1,7.99,7.99,15.989999999999998,8.0
2026-01-26,LOC-04,Coordinator,1,7.66,7.66,15.66,8.0
2026-02-02,LOC-04,Coordinator,1,8.25,8.25,16.25,8.0
2026-03-30,LOC-04,Coordinator,1,7.96,7.96,15.96,8.0
2026-05-04,LOC-04,Coordinator,1,12.06,12.06,20.060000000000002,8.0
2026-05-11,LOC-04,Coordinator,1,8.05,8.05,16.049999999999997,8.0
2026-06-22,LOC-04,Coordinator,1,7.83,7.83,15.83,8.0
2025-08-11,LOC-10,Team Leader,1,7.88,7.88,23.88,16.0
2025-09-29,LOC-10,Team Leader,1,8.4,8.4,24.4,16.0
2025-10-13,LOC-10,Team Leader,1,7.8,7.8,23.8,16.0
2025-11-17,LOC-10,Team Leader,1,0.19,0.19,16.189999999999998,16.0
2025-12-01,LOC-10,Team Leader,1,0.0,0.0,9.04,16.0
2025-12-22,LOC-10,Team Leader,1,10.32,10.32,26.32,16.0
2026-02-02,LOC-10,Team Leader,1,0.0,0.0,15.59,16.0
2026-02-16,LOC-10,Team Leader,1,9.72,9.72,25.72,16.0
2026-03-16,LOC-10,Team Leader,1,11.38,11.38,27.38,16.0
2026-04-06,LOC-10,Team Leader,1,7.8,7.8,23.8,16.0
2026-04-13,LOC-10,Team Leader,1,9.82,9.82,25.82,16.0
2026-04-27,LOC-10,Team Leader,1,11.21,11.21,27.21,16.0
2026-06-01,LOC-10,Team Leader,1,0.0,0.0,15.76,16.0
2026-07-06,LOC-10,Team Leader,1,11.25,11.25,27.25,16.0
2026-06-08,LOC-03,Support Worker,5,5.98,1.1960000000000002,76.1,92.0
2025-09-15,LOC-01,Allied Health Clinician,1,0.0,0.0,7.69,12.0
2025-10-27,LOC-01,Allied Health Clinician,1,0.0,0.0,9.02,12.0
2025-11-17,LOC-01,Allied Health Clinician,1,0.0,0.0,8.06,12.0
2026-02-09,LOC-01,Allied Health Clinician,1,0.0,0.0,8.09,12.0
2026-03-02,LOC-01,Allied Health Clinician,1,0.0,0.0,8.14,12.0
2026-04-13,LOC-01,Allied Health Clinician,1,0.0,0.0,7.99,12.0
2026-04-27,LOC-01,Allied Health Clinician,1,0.0,0.0,7.88,12.0
2026-05-04,LOC-01,Allied Health Clinician,1,0.0,0.0,8.15,12.0
2026-06-15,LOC-01,Allied Health Clinician,1,0.0,0.0,7.57,12.0
2025-10-06,LOC-02,Support Worker,7,19.11,2.73,162.81,152.0
2025-10-20,LOC-02,Support Worker,6,8.15,1.3583333333333334,130.98,144.0
2025-11-10,LOC-02,Support Worker,7,18.580000000000002,2.6542857142857144,168.21,152.0
2025-12-08,LOC-02,Support Worker,6,17.96,2.9933333333333336,140.12,132.0
2026-03-16,LOC-02,Support Worker,6,21.7,3.6166666666666667,129.59,114.0
2026-04-06,LOC-02,Support Worker,7,23.59,3.37,165.9,152.0
2026-06-29,LOC-02,Support Worker,7,24.31,3.472857142857143,164.48000000000002,152.0
2026-07-06,LOC-02,Support Worker,7,18.39,2.6271428571428572,159.60000000000002,152.0
2025-08-04,LOC-09,Allied Health Clinician,2,12.16,6.08,88.16,76.0
2025-08-11,LOC-09,Allied Health Clinician,2,6.15,3.075,82.15,76.0
2025-08-18,LOC-09,Allied Health Clinician,2,8.75,4.375,84.75,76.0
2025-08-25,LOC-09,Allied Health Clinician,2,5.96,2.98,81.96000000000001,76.0
2025-09-01,LOC-09,Allied Health Clinician,2,0.0,0.0,64.37,76.0
2025-09-08,LOC-09,Allied Health Clinician,2,3.46,1.73,77.39,76.0
2025-09-29,LOC-09,Allied Health Clinician,1,0.0,0.0,35.620000000000005,38.0
2025-11-10,LOC-09,Allied Health Clinician,2,8.91,4.455,84.91,76.0
2025-11-17,LOC-09,Allied Health Clinician,2,6.3999999999999995,3.1999999999999997,82.4,76.0
2025-12-22,LOC-09,Allied Health Clinician,2,5.91,2.955,76.96000000000001,76.0
2026-01-12,LOC-09,Allied Health Clinician,2,4.48,2.24,75.36000000000001,76.0
2026-03-23,LOC-09,Allied Health Clinician,2,4.94,2.47,74.78,76.0
2026-04-06,LOC-09,Allied Health Clinician,2,6.85,3.425,82.85,76.0
2026-04-20,LOC-09,Allied Health Clinician,2,0.0,0.0,69.52000000000001,76.0
2026-05-11,LOC-09,Allied Health Clinician,2,8.24,4.12,84.24,76.0
2026-05-18,LOC-09,Allied Health Clinician,2,0.0,0.0,39.739999999999995,76.0
2026-06-01,LOC-09,Allied Health Clinician,2,3.5700000000000003,1.7850000000000001,79.57,76.0
2025-08-18,LOC-05,Support Worker,5,4.19,0.8380000000000001,123.72999999999999,136.0
2025-09-01,LOC-08,Coordinator,1,7.0,7.0,27.0,20.0
2025-11-03,LOC-08,Coordinator,1,4.12,4.12,24.119999999999997,20.0
2025-12-01,LOC-08,Coordinator,1,4.21,4.21,24.21,20.0
2025-12-08,LOC-08,Coordinator,1,0.0,0.0,18.58,20.0
2025-12-15,LOC-08,Coordinator,1,4.36,4.36,24.36,20.0
2025-12-22,LOC-08,Coordinator,1,0.89,0.89,20.89,20.0
2026-02-09,LOC-08,Coordinator,1,3.92,3.92,23.92,20.0
2026-02-16,LOC-08,Coordinator,1,5.67,5.67,25.67,20.0
2026-03-02,LOC-08,Coordinator,1,3.96,3.96,23.96,20.0
2026-03-16,LOC-08,Coordinator,1,6.42,6.42,26.42,20.0
2026-07-06,LOC-08,Coordinator,1,4.02,4.02,24.02,20.0
2026-07-27,LOC-08,Coordinator,1,0.0,0.0,15.989999999999998,20.0
2025-09-08,LOC-05,Coordinator,2,0.0,0.0,17.08,38.0
2025-10-20,LOC-05,Coordinator,2,0.11,0.055,23.71,38.0
2025-10-27,LOC-05,Coordinator,2,0.0,0.0,25.75,38.0
2025-11-10,LOC-05,Coordinator,2,0.01,0.005,25.39,38.0
2025-11-17,LOC-05,Coordinator,2,0.14,0.07,24.060000000000002,38.0
2025-12-22,LOC-05,Coordinator,2,0.0,0.0,23.900000000000002,38.0
2026-03-02,LOC-05,Coordinator,2,0.05,0.025,23.880000000000003,38.0
2026-03-09,LOC-05,Coordinator,2,0.0,0.0,25.9,38.0
2026-05-25,LOC-05,Coordinator,2,0.0,0.0,23.810000000000002,38.0
2026-06-15,LOC-05,Coordinator,2,2.14,1.07,26.25,38.0
2026-07-20,LOC-05,Coordinator,2,0.0,0.0,26.05,38.0
2026-07-27,LOC-05,Coordinator,2,0.03,0.015,16.31,38.0
2025-07-28,LOC-02,Allied Health Clinician,2,0.0,0.0,25.43,50.0
2025-08-04,LOC-02,Allied Health Clinician,2,5.8100000000000005,2.9050000000000002,55.81,50.0
2025-08-11,LOC-02,Allied Health Clinician,2,18.439999999999998,9.219999999999999,68.44,50.0
2025-10-27,LOC-02,Allied Health Clinician,2,11.62,5.81,61.620000000000005,50.0
2025-11-24,LOC-02,Allied Health Clinician,2,3.98,1.99,50.239999999999995,50.0
2025-12-01,LOC-02,Allied Health Clinician,2,5.79,2.895,55.790000000000006,50.0
2025-12-22,LOC-02,Allied Health Clinician,2,6.11,3.055,56.11,50.0
2026-01-12,LOC-02,Allied Health Clinician,2,8.34,4.17,58.34,50.0
2026-02-09,LOC-02,Allied Health Clinician,2,8.28,4.14,58.28,50.0
2026-02-23,LOC-02,Allied Health Clinician,2,9.32,4.66,59.32,50.0
2026-04-27,LOC-02,Allied Health Clinician,2,9.51,4.755,59.510000000000005,50.0
2026-05-18,LOC-02,Allied Health Clinician,2,8.01,4.005,58.01,50.0
2026-06-01,LOC-02,Allied Health Clinician,2,4.14,2.07,51.68,50.0
2026-06-15,LOC-02,Allied Health Clinician,2,3.74,1.87,47.550000000000004,50.0
2026-07-13,LOC-02,Allied Health Clinician,2,11.64,5.82,61.64,50.0
2026-07-20,LOC-02,Allied Health Clinician,2,3.93,1.965,48.79,50.0
2025-12-29,LOC-09,Support Worker,6,14.589999999999998,2.431666666666666,154.3,158.0
2026-03-30,LOC-09,Support Worker,5,12.68,2.536,144.77,146.0
2025-08-18,LOC-10,Coordinator,1,0.0,0.0,31.48,38.0
2025-08-25,LOC-10,Coordinator,1,0.0,0.0,32.519999999999996,38.0
2025-09-22,LOC-10,Coordinator,1,3.69,3.69,41.69,38.0
2025-10-06,LOC-10,Coordinator,1,4.13,4.13,42.13,38.0
2025-10-20,LOC-10,Coordinator,1,1.82,1.82,39.82,38.0
2025-11-03,LOC-10,Coordinator,1,0.0,0.0,36.97,38.0
2026-01-12,LOC-10,Coordinator,1,1.9,1.9,39.9,38.0
2026-03-09,LOC-10,Coordinator,1,3.37,3.37,41.370000000000005,38.0
2026-03-23,LOC-10,Coordinator,1,7.78,7.78,45.78,38.0
2026-06-08,LOC-10,Coordinator,1,0.0,0.0,8.11,38.0
2026-07-27,LOC-10,Coordinator,1,0.0,0.0,24.15,38.0
2025-08-04,LOC-07,Allied Health Clinician,2,4.77,2.385,78.99,76.0
2025-08-18,LOC-07,Allied Health Clinician,2,4.66,2.33,74.74,76.0
2025-09-01,LOC-07,Allied Health Clinician,2,8.27,4.135,84.27000000000001,76.0
2025-10-13,LOC-07,Allied Health Clinician,2,2.22,1.11,71.94999999999999,76.0
2025-10-20,LOC-07,Allied Health Clinician,2,0.61,0.305,64.67,76.0
2025-12-01,LOC-07,Allied Health Clinician,2,0.0,0.0,68.12,76.0
2025-12-22,LOC-07,Allied Health Clinician,2,3.83,1.915,76.83,76.0
2026-03-02,LOC-07,Allied Health Clinician,2,9.68,4.84,85.67999999999999,76.0
2026-04-13,LOC-07,Allied Health Clinician,2,0.0,0.0,59.31,76.0
2025-08-04,LOC-09,Team Leader,1,8.99,8.99,46.99,38.0
2025-08-11,LOC-09,Team Leader,1,1.96,1.96,39.96,38.0
2025-08-18,LOC-09,Team Leader,1,3.11,3.11,41.11,38.0
2025-08-25,LOC-09,Team Leader,1,2.56,2.56,40.56,38.0
2025-09-01,LOC-09,Team Leader,1,0.0,0.0,32.14,38.0
2025-09-08,LOC-09,Team Leader,1,1.57,1.57,39.57,38.0
2025-09-29,LOC-09,Team Leader,1,3.74,3.74,41.74,38.0
2025-11-10,LOC-09,Team Leader,1,3.41,3.41,41.41,38.0
2025-11-17,LOC-09,Team Leader,1,1.42,1.42,39.42,38.0
2025-12-22,LOC-09,Team Leader,1,5.97,5.97,43.97,38.0
2026-01-12,LOC-09,Team Leader,1,0.0,0.0,16.25,38.0
2026-03-23,LOC-09,Team Leader,1,2.86,2.86,40.86,38.0
2026-04-06,LOC-09,Team Leader,1,3.05,3.05,41.05,38.0
2026-04-20,LOC-09,Team Leader,1,6.2,6.2,44.2,38.0
2026-05-11,LOC-09,Team Leader,1,6.46,6.46,44.46,38.0
2026-05-18,LOC-09,Team Leader,1,4.12,4.12,42.120000000000005,38.0
2026-06-01,LOC-09,Team Leader,1,2.08,2.08,40.08,38.0
2025-08-04,LOC-04,Support Worker,6,3.85,0.6416666666666667,120.25,152.0
2025-10-13,LOC-04,Support Worker,6,5.67,0.945,133.41,152.0
2025-10-27,LOC-04,Support Worker,6,1.34,0.22333333333333336,127.32000000000001,152.0
2025-11-24,LOC-04,Support Worker,6,3.63,0.605,118.02,152.0
2025-12-08,LOC-04,Support Worker,6,7.74,1.29,131.41,152.0
2025-12-22,LOC-04,Support Worker,5,5.89,1.178,123.78,136.0
2026-01-26,LOC-04,Support Worker,5,9.260000000000002,1.8520000000000003,117.18,132.0
2026-02-02,LOC-04,Support Worker,5,10.6,2.12,112.29,128.0
2026-03-30,LOC-04,Support Worker,6,6.14,1.0233333333333332,126.47,152.0
2026-05-04,LOC-04,Support Worker,6,1.53,0.255,124.21000000000001,152.0
2026-05-11,LOC-04,Support Worker,6,7.02,1.17,114.87,152.0
2026-06-22,LOC-04,Support Worker,6,3.84,0.64,123.50000000000001,152.0
2025-10-06,LOC-02,Coordinator,2,11.85,5.925,65.85,54.0
2025-10-20,LOC-02,Coordinator,2,13.440000000000001,6.720000000000001,67.44,54.0
2025-11-10,LOC-02,Coordinator,2,9.73,4.865,63.73,54.0
2025-12-08,LOC-02,Coordinator,2,12.15,6.075,66.15,54.0
2026-03-16,LOC-02,Coordinator,2,10.14,5.07,64.12,54.0
2026-04-06,LOC-02,Coordinator,2,15.350000000000001,7.675000000000001,69.35,54.0
2026-06-29,LOC-02,Coordinator,2,12.12,6.06,66.12,54.0
2026-07-06,LOC-02,Coordinator,2,18.880000000000003,9.440000000000001,72.88,54.0
2025-07-28,LOC-07,Support Worker,5,0.16,0.032,47.79,98.0
2025-10-20,LOC-04,Support Worker,5,0.0,0.0,100.42,136.0
2025-11-10,LOC-04,Support Worker,5,5.21,1.042,113.07000000000001,136.0
2025-08-11,LOC-03,Team Leader,6,5.81,0.9683333333333333,192.95000000000002,200.0
2025-08-18,LOC-03,Team Leader,6,10.87,1.8116666666666665,192.76999999999998,200.0
2025-08-25,LOC-03,Team Leader,6,13.469999999999999,2.2449999999999997,199.27,200.0
2025-10-06,LOC-03,Team Leader,6,6.74,1.1233333333333333,174.38000000000002,200.0
2025-10-20,LOC-03,Team Leader,6,4.97,0.8283333333333333,180.99,200.0
2025-11-10,LOC-03,Team Leader,6,15.600000000000001,2.6,194.15,200.0
2025-12-29,LOC-03,Team Leader,6,6.050000000000001,1.0083333333333335,166.43,200.0
2026-01-05,LOC-03,Team Leader,6,10.459999999999999,1.7433333333333332,197.11,200.0
2026-01-12,LOC-03,Team Leader,6,7.720000000000001,1.2866666666666668,174.92999999999998,200.0
2026-02-02,LOC-03,Team Leader,5,9.149999999999999,1.8299999999999996,170.77,176.0
2026-02-16,LOC-03,Team Leader,6,9.600000000000001,1.6000000000000003,182.93,200.0
2026-04-20,LOC-03,Team Leader,6,7.92,1.32,189.43,200.0
2026-06-22,LOC-03,Team Leader,6,13.98,2.33,206.19,200.0
2026-07-06,LOC-03,Team Leader,6,6.92,1.1533333333333333,183.29999999999998,200.0
2026-07-13,LOC-03,Team Leader,6,29.01,4.835,213.15,200.0
2026-07-20,LOC-03,Team Leader,6,14.38,2.396666666666667,208.38,200.0
2025-08-11,LOC-10,Allied Health Clinician,1,0.07,0.07,8.07,8.0
2025-09-29,LOC-10,Allied Health Clinician,1,0.06,0.06,8.06,8.0
2025-10-13,LOC-10,Allied Health Clinician,1,1.81,1.81,9.81,8.0
2025-11-17,LOC-10,Allied Health Clinician,1,0.0,0.0,7.98,8.0
2025-12-01,LOC-10,Allied Health Clinician,1,0.1,0.1,8.1,8.0
2025-12-22,LOC-10,Allied Health Clinician,1,2.08,2.08,10.08,8.0
2026-01-26,LOC-10,Allied Health Clinician,1,0.01,0.01,8.01,8.0
2026-02-02,LOC-10,Allied Health Clinician,1,0.0,0.0,8.0,8.0
2026-02-16,LOC-10,Allied Health Clinician,1,1.67,1.67,9.67,8.0
2026-03-16,LOC-10,Allied Health Clinician,1,0.24,0.24,8.24,8.0
2026-04-06,LOC-10,Allied Health Clinician,1,0.18,0.18,8.18,8.0
2026-04-27,LOC-10,Allied Health Clinician,1,0.09,0.09,8.09,8.0
2025-09-22,LOC-09,Coordinator,2,4.73,2.365,58.730000000000004,54.0
2025-10-06,LOC-09,Coordinator,2,3.53,1.765,57.35,54.0
2025-12-08,LOC-09,Coordinator,2,3.8899999999999997,1.9449999999999998,57.89,54.0
2025-12-29,LOC-09,Coordinator,2,4.28,2.14,57.89,54.0
