date_key,location_id,service_type_id,urgency,requests,avg_complexity_score,sla_met_count,backlog_count
2025-09-13,LOC-08,SVC-04,Priority,1,62.6,1.0,0.0
2025-09-14,LOC-07,SVC-02,Routine,1,17.0,1.0,0.0
2025-09-14,LOC-08,SVC-07,Routine,1,16.4,1.0,0.0
2025-09-14,LOC-10,SVC-01,Priority,1,58.1,1.0,0.0
2025-09-16,LOC-08,SVC-05,Routine,1,4.2,1.0,0.0
2025-09-16,LOC-07,SVC-06,Priority,1,87.9,1.0,0.0
2025-09-16,LOC-09,SVC-07,Routine,1,29.9,1.0,0.0
2025-09-16,LOC-03,SVC-03,Routine,1,,1.0,0.0
2025-09-17,LOC-02,SVC-05,Routine,2,33.9,2.0,0.0
2025-09-17,LOC-07,SVC-02,Priority,1,12.9,1.0,0.0
2025-09-18,LOC-05,SVC-04,Routine,1,15.3,1.0,0.0
2025-09-18,LOC-10,SVC-01,Routine,1,17.1,1.0,0.0
2025-09-18,LOC-08,SVC-07,Routine,1,10.9,1.0,0.0
2025-09-18,LOC-01,SVC-01,Routine,1,17.5,1.0,0.0
2025-09-18,LOC-02,SVC-08,Routine,1,83.1,1.0,0.0
2025-09-19,LOC-02,SVC-01,Routine,1,48.5,1.0,0.0
2025-09-19,LOC-01,SVC-08,Routine,1,,1.0,0.0
2025-09-19,LOC-05,SVC-06,Urgent,1,66.5,0.0,0.0
2025-09-19,LOC-06,SVC-07,Urgent,1,26.3,1.0,0.0
2025-09-19,LOC-08,SVC-02,Priority,1,20.0,1.0,0.0
2025-09-19,LOC-04,SVC-01,Emergency,1,64.3,0.0,0.0
2025-09-20,LOC-06,SVC-09,Priority,1,39.6,1.0,0.0
2025-09-20,LOC-07,SVC-01,Priority,1,36.0,1.0,0.0
2025-09-21,LOC-03,SVC-09,Routine,1,36.4,1.0,0.0
2025-09-21,LOC-02,SVC-02,Priority,1,66.1,1.0,0.0
2025-09-22,LOC-01,SVC-03,Urgent,1,18.5,1.0,0.0
2025-09-22,LOC-08,SVC-04,Routine,1,16.8,1.0,0.0
2025-09-22,LOC-04,SVC-01,Urgent,2,52.550000000000004,2.0,0.0
2025-09-22,LOC-07,SVC-09,Routine,1,60.7,1.0,0.0
2025-09-22,LOC-01,SVC-02,Routine,1,48.5,1.0,0.0
2025-09-22,LOC-10,SVC-09,Priority,1,30.3,1.0,0.0
2025-09-22,LOC-02,SVC-05,Priority,1,43.8,1.0,0.0
2025-09-23,LOC-02,SVC-06,Priority,1,28.8,1.0,0.0
2025-09-23,LOC-01,SVC-07,Priority,1,65.9,1.0,0.0
2025-09-23,LOC-01,SVC-04,Routine,1,14.2,1.0,0.0
2025-09-23,LOC-06,SVC-09,Routine,1,33.0,1.0,0.0
2025-09-23,LOC-06,SVC-01,Routine,1,24.9,1.0,0.0
2025-09-24,LOC-03,SVC-01,Routine,1,16.6,1.0,0.0
2025-09-24,LOC-07,SVC-02,Priority,1,38.0,1.0,0.0
2025-09-24,LOC-10,SVC-01,Priority,1,23.4,1.0,0.0
2025-09-24,LOC-07,SVC-04,Urgent,1,,1.0,0.0
2025-09-24,LOC-01,SVC-05,Routine,1,22.8,1.0,0.0
2025-09-24,LOC-09,SVC-01,Emergency,1,87.9,0.0,0.0
2025-09-25,LOC-06,SVC-05,Priority,2,73.15,1.0,0.0
2025-09-25,LOC-06,SVC-01,Routine,1,37.5,1.0,0.0
2025-09-26,LOC-10,SVC-09,Priority,1,11.0,1.0,0.0
2025-09-26,LOC-01,SVC-04,Routine,1,45.2,1.0,0.0
2025-09-26,LOC-04,SVC-07,Priority,1,57.2,1.0,0.0
2025-09-27,LOC-02,SVC-02,Priority,1,,1.0,0.0
2025-09-27,LOC-02,SVC-04,Routine,1,34.5,1.0,0.0
2025-09-28,LOC-02,SVC-07,Urgent,1,95.0,0.0,0.0
2025-09-28,LOC-08,SVC-04,Routine,1,11.6,1.0,0.0
2025-09-28,LOC-01,SVC-03,Priority,1,29.5,1.0,0.0
2025-09-29,LOC-07,SVC-04,Routine,1,16.7,1.0,0.0
2025-09-29,LOC-05,SVC-03,Urgent,1,60.6,1.0,0.0
2025-09-29,LOC-01,SVC-01,Urgent,1,59.0,0.0,0.0
2025-09-29,LOC-07,SVC-06,Priority,1,62.1,1.0,0.0
2025-09-30,LOC-06,SVC-01,Routine,1,15.1,1.0,0.0
2025-10-01,LOC-02,SVC-03,Urgent,1,60.9,1.0,0.0
2025-10-01,LOC-03,SVC-08,Urgent,1,26.4,1.0,0.0
2025-10-01,LOC-09,SVC-01,Priority,1,47.1,1.0,0.0
2025-10-01,LOC-02,SVC-08,Priority,1,17.1,1.0,0.0
2025-10-02,LOC-06,SVC-05,Priority,1,65.5,1.0,0.0
2025-10-02,LOC-09,SVC-06,Urgent,1,16.1,1.0,0.0
2025-10-02,LOC-04,SVC-05,Urgent,1,16.4,1.0,0.0
2025-10-02,LOC-04,SVC-08,Routine,1,45.6,1.0,0.0
2025-10-02,LOC-03,SVC-01,Routine,1,9.9,1.0,0.0
2025-10-03,LOC-06,SVC-08,Priority,1,68.8,1.0,0.0
2025-10-03,LOC-04,SVC-01,Routine,1,13.9,1.0,0.0
2025-10-03,LOC-03,SVC-08,Routine,1,15.8,1.0,0.0
2025-10-03,LOC-04,SVC-02,Routine,1,40.8,1.0,0.0
2025-10-04,LOC-09,SVC-08,Priority,1,52.6,1.0,0.0
2025-10-04,LOC-04,SVC-01,Priority,1,30.0,1.0,0.0
2025-10-05,LOC-08,SVC-01,Priority,1,30.8,1.0,0.0
2025-10-06,LOC-09,SVC-08,Priority,1,90.7,1.0,0.0
2025-10-06,LOC-04,SVC-01,Priority,1,14.0,1.0,0.0
2025-10-06,LOC-03,SVC-08,Urgent,1,21.7,1.0,0.0
2025-10-06,LOC-08,SVC-08,Urgent,1,27.7,1.0,0.0
2025-10-07,LOC-03,SVC-06,Routine,2,19.35,2.0,0.0
2025-10-07,LOC-07,SVC-06,Priority,1,10.0,1.0,0.0
2025-10-07,LOC-08,SVC-01,Routine,1,42.6,1.0,0.0
2025-10-07,LOC-01,SVC-02,Routine,1,13.2,1.0,0.0
2025-10-07,LOC-06,SVC-06,Urgent,1,15.8,1.0,0.0
2025-10-07,LOC-09,SVC-07,Routine,1,18.4,1.0,0.0
2025-10-07,LOC-06,SVC-01,Priority,1,16.3,1.0,0.0
2025-10-08,LOC-10,SVC-02,Priority,1,5.3,1.0,0.0
2025-10-08,LOC-08,SVC-08,Routine,1,52.5,1.0,0.0
2025-10-08,LOC-02,SVC-02,Urgent,1,60.0,1.0,0.0
2025-10-08,LOC-07,SVC-02,Urgent,1,34.3,1.0,0.0
2025-10-08,LOC-03,SVC-01,Priority,1,14.4,1.0,0.0
2025-10-09,LOC-09,SVC-03,Routine,1,34.1,1.0,0.0
2025-10-09,LOC-01,SVC-02,Routine,1,68.2,1.0,0.0
2025-10-09,LOC-07,SVC-02,Routine,1,32.0,1.0,0.0
2025-10-09,LOC-09,SVC-05,Priority,1,57.2,1.0,0.0
2025-10-09,LOC-09,SVC-02,Routine,1,13.8,1.0,0.0
2025-10-09,LOC-06,SVC-05,Urgent,1,58.4,0.0,0.0
2025-10-09,LOC-06,SVC-04,Routine,1,49.1,0.0,0.0
2025-10-09,LOC-01,SVC-01,Urgent,1,65.5,0.0,0.0
2025-10-09,LOC-08,SVC-06,Routine,1,10.7,1.0,0.0
2025-10-09,LOC-10,SVC-06,Routine,1,28.6,1.0,0.0
2025-10-10,LOC-09,SVC-05,Priority,1,21.8,1.0,0.0
2025-10-10,LOC-02,SVC-05,Priority,1,93.9,1.0,0.0
2025-10-10,LOC-09,SVC-09,Urgent,1,76.9,0.0,0.0
2025-10-10,LOC-08,SVC-01,Routine,1,13.7,1.0,0.0
2025-10-11,LOC-03,SVC-05,Priority,1,37.0,1.0,0.0
2025-10-11,LOC-10,SVC-01,Routine,1,5.4,1.0,0.0
2025-10-12,LOC-07,SVC-03,Urgent,1,,0.0,0.0
2025-10-13,LOC-01,SVC-01,Routine,2,21.2,2.0,0.0
2025-10-13,LOC-08,SVC-07,Routine,1,67.5,1.0,0.0
2025-10-13,LOC-06,SVC-04,Routine,1,27.9,1.0,0.0
2025-10-13,LOC-02,SVC-09,Priority,1,54.1,1.0,0.0
2025-10-13,LOC-06,SVC-09,Routine,1,63.9,1.0,0.0
2025-10-13,LOC-08,SVC-02,Routine,1,75.3,1.0,0.0
2025-10-14,LOC-04,SVC-07,Routine,1,16.0,1.0,0.0
2025-10-14,LOC-05,SVC-02,Routine,1,47.5,1.0,0.0
2025-10-14,LOC-10,SVC-09,Routine,1,22.5,1.0,0.0
2025-10-15,LOC-06,SVC-02,Priority,1,38.5,1.0,0.0
2025-10-15,LOC-06,SVC-06,Priority,1,61.7,1.0,0.0
2025-10-15,LOC-03,SVC-01,Urgent,1,21.0,0.0,0.0
2025-10-15,LOC-10,SVC-02,Routine,1,32.8,1.0,0.0
2025-10-15,LOC-02,SVC-05,Urgent,1,7.9,1.0,0.0
2025-10-16,LOC-01,SVC-05,Priority,2,37.8,1.0,1.0
2025-10-16,LOC-09,SVC-05,Routine,1,36.2,1.0,0.0
2025-10-16,LOC-01,SVC-01,Routine,1,81.9,1.0,0.0
2025-10-16,LOC-01,SVC-09,Priority,1,50.8,1.0,0.0
2025-10-16,LOC-08,SVC-02,Routine,1,,1.0,0.0
2025-10-16,LOC-08,SVC-01,Priority,1,38.2,1.0,0.0
2025-10-17,LOC-03,SVC-01,Priority,1,20.2,1.0,0.0
2025-10-17,LOC-09,SVC-03,Priority,1,44.7,1.0,0.0
2025-10-19,LOC-08,SVC-08,Priority,1,38.9,1.0,0.0
2025-10-19,LOC-05,SVC-07,Routine,1,37.1,1.0,0.0
2025-10-19,LOC-05,SVC-02,Routine,1,35.1,1.0,0.0
2025-10-20,LOC-09,SVC-02,Priority,1,32.8,1.0,0.0
2025-10-20,LOC-01,SVC-01,Urgent,1,34.7,1.0,0.0
2025-10-20,LOC-03,SVC-01,Priority,1,35.3,1.0,0.0
2025-10-20,LOC-09,SVC-06,Routine,1,10.9,1.0,0.0
2025-10-21,LOC-03,SVC-03,Routine,1,28.9,1.0,0.0
2025-10-21,LOC-10,SVC-09,Routine,1,7.1,1.0,0.0
2025-10-21,LOC-02,SVC-01,Routine,1,28.6,1.0,0.0
2025-10-21,LOC-08,SVC-09,Routine,1,19.2,1.0,0.0
2025-10-21,LOC-03,SVC-02,Routine,1,8.9,1.0,0.0
2025-10-22,LOC-02,SVC-06,Emergency,1,61.9,0.0,0.0
2025-10-23,LOC-03,SVC-06,Routine,1,20.2,1.0,0.0
2025-10-23,LOC-06,SVC-07,Routine,1,36.4,1.0,0.0
2025-10-23,LOC-05,SVC-06,Routine,1,37.6,1.0,0.0
2025-10-23,LOC-01,SVC-01,Routine,2,47.949999999999996,2.0,0.0
2025-10-23,LOC-10,SVC-06,Routine,1,35.1,1.0,0.0
2025-10-24,LOC-06,SVC-04,Routine,1,63.2,1.0,0.0
2025-10-24,LOC-06,SVC-05,Priority,1,44.3,1.0,0.0
2025-10-24,LOC-10,SVC-08,Priority,1,42.6,1.0,0.0
2025-10-25,LOC-08,SVC-02,Emergency,1,67.4,0.0,0.0
2025-10-25,LOC-05,SVC-01,Emergency,1,60.2,0.0,0.0
2025-10-26,LOC-03,SVC-07,Routine,1,3.7,1.0,0.0
2025-10-27,LOC-05,SVC-01,Routine,1,8.7,1.0,0.0
2025-10-28,LOC-03,SVC-04,Urgent,1,7.4,1.0,0.0
2025-10-28,LOC-06,SVC-05,Priority,1,89.3,1.0,0.0
2025-10-28,LOC-08,SVC-08,Urgent,1,20.4,1.0,0.0
2025-10-28,LOC-07,SVC-06,Priority,1,56.4,1.0,0.0
2025-10-28,LOC-08,SVC-09,Routine,1,17.2,1.0,0.0
2025-10-28,LOC-06,SVC-02,Routine,1,87.1,1.0,0.0
2025-10-28,LOC-01,SVC-01,Priority,1,46.1,1.0,0.0
2025-10-28,LOC-10,SVC-01,Routine,1,15.1,1.0,0.0
2025-10-29,LOC-07,SVC-02,Routine,1,10.5,1.0,0.0
2025-10-29,LOC-01,SVC-01,Priority,1,30.9,1.0,0.0
2025-10-29,LOC-02,SVC-06,Emergency,1,78.2,0.0,0.0
2025-10-29,LOC-05,SVC-05,Routine,1,25.8,1.0,0.0
2025-10-30,LOC-03,SVC-04,Priority,1,69.1,1.0,0.0
2025-10-30,LOC-10,SVC-01,Routine,1,13.7,1.0,0.0
2025-10-30,LOC-07,SVC-07,Routine,1,76.5,1.0,0.0
2025-10-31,LOC-01,SVC-09,Urgent,1,92.8,1.0,0.0
2025-10-31,LOC-10,SVC-03,Routine,1,11.9,1.0,0.0
2025-10-31,LOC-01,SVC-01,Urgent,1,34.1,1.0,0.0
2025-10-31,LOC-04,SVC-06,Routine,1,1.5,1.0,0.0
2025-10-31,LOC-06,SVC-03,Urgent,1,24.5,1.0,0.0
2025-10-31,LOC-05,SVC-07,Priority,1,19.3,1.0,0.0
2025-10-31,LOC-08,SVC-06,Urgent,1,69.4,1.0,0.0
2025-10-31,LOC-09,SVC-01,Urgent,1,87.7,0.0,0.0
2025-11-02,LOC-02,SVC-07,Routine,1,11.0,1.0,0.0
2025-11-03,LOC-06,SVC-01,Routine,1,67.8,1.0,0.0
2025-11-03,LOC-01,SVC-07,Priority,1,62.4,1.0,0.0
